statenum	stateid	year	pop	realgdp	rgdppc	cgdppc	origin
740	JPN	1973	108089.19	1276188.50	11806.81	3321.96	0
740	JPN	1974	109498.62	1356271.25	12386.20	3801.32	0
740	JPN	1975	110808.09	1404047.75	12670.99	4256.31	0
740	JPN	1976	111996.34	1491051.75	13313.40	4728.79	0
740	JPN	1977	113071.15	1589697.00	14059.26	5312.01	0
740	JPN	1978	114057.65	1697931.00	14886.60	6019.40	0
740	JPN	1979	114996.09	1822920.88	15852.03	6942.87	0
740	JPN	1980	115914.69	1950130.50	16823.84	8040.28	0
740	JPN	1981	116823.96	1942786.00	16630.03	8692.52	0
740	JPN	1982	117711.15	1908023.88	16209.37	8989.56	0
740	JPN	1983	118554.19	1883777.00	15889.59	9160.66	0
740	JPN	1984	119320.90	1904741.63	15963.19	9548.70	0
740	JPN	1985	119990.55	1951590.25	16264.53	10023.51	0
740	JPN	1986	120553.26	2097051.88	17395.23	10957.43	0
740	JPN	1987	121023.58	2252974.00	18615.99	12066.70	0
740	JPN	1988	121434.68	2483224.50	20449.06	13710.27	0
740	JPN	1989	121832.92	2687509.25	22058.97	15347.97	0
740	JPN	1990	122251.18	2909730.75	23801.25	17199.26	0
740	JPN	1991	122703.02	3087408.50	25161.63	18826.94	0
740	JPN	1992	123177.55	3209029.75	26052.07	19955.36	0
740	JPN	1993	123653.41	3313980.75	26800.56	20982.16	0
740	JPN	1994	124097.65	3445764.75	27766.56	22196.59	0
740	JPN	1995	124486.74	3624142.75	29112.68	23757.69	0
740	JPN	1996	124814.99	3698227.00	29629.67	24639.74	0
740	JPN	1997	125091.57	3720214.25	29739.93	25168.31	0
740	JPN	1998	125325.62	3607109.00	28781.90	24632.70	0
740	JPN	1999	125531.62	3611351.25	28768.46	24983.11	0
740	JPN	2000	125720.31	3746413.75	29799.59	26439.09	0
740	JPN	2001	125893.62	3702148.75	29406.96	26680.05	0
740	JPN	2002	126048.37	3718120.00	29497.57	27195.58	0
740	JPN	2003	126184.15	3792035.25	30051.60	28289.07	0
740	JPN	2004	126299.41	3895739.75	30845.27	29853.90	0
740	JPN	2005	126392.94	3967670.25	31391.55	31391.55	0
740	JPN	2006	126464.79	4008714.75	31698.27	32722.44	0
740	JPN	2007	126515.49	4068564.00	32158.62	34161.14	0
740	JPN	2008	126544.64	4088026.25	32305.01	35077.43	0
740	JPN	2009	126551.71	3776175.00	29838.99	32682.35	0
740	JPN	2010	126535.92	4000264.25	31613.67	35088.96	0
740	JPN	2011	126497.24	4031049.25	31866.70	36123.77	0
750	IND	1950	369870.07	300150.16	811.50	118.93	0
750	IND	1951	376172.75	313031.97	832.15	130.75	0
750	IND	1952	382781.04	322390.63	842.23	134.61	0
750	IND	1953	389680.85	339670.75	871.66	140.98	0
750	IND	1954	396840.11	354329.50	892.88	145.74	0
750	IND	1955	404256.73	362573.13	896.89	148.89	0
750	IND	1956	411935.64	378854.38	919.69	157.91	0
750	IND	1957	419889.73	380822.72	906.96	160.90	0
750	IND	1958	428117.92	405832.22	947.94	171.95	0
750	IND	1959	436616.13	412253.28	944.20	173.31	0
750	IND	1960	445381.29	445242.38	999.69	186.06	0
750	IND	1961	454413.30	459149.91	1010.42	190.17	0
750	IND	1962	463807.49	477999.78	1030.60	196.62	0
750	IND	1963	473601.14	510099.97	1077.07	207.67	0
750	IND	1964	484037.04	547524.88	1131.16	221.48	0
750	IND	1965	494950.31	539009.94	1089.02	217.11	0
750	IND	1966	506109.63	537733.69	1062.48	217.83	0
750	IND	1967	517572.30	579059.25	1118.80	236.44	0
750	IND	1968	529347.52	604978.31	1142.88	251.79	0
750	IND	1969	541444.78	668287.44	1234.27	285.35	0
750	IND	1970	553873.89	679322.94	1226.49	298.50	0
750	IND	1971	566651.48	703923.88	1242.25	317.45	0
750	IND	1972	579871.08	720649.06	1242.77	331.29	0
750	IND	1973	593526.63	765408.88	1289.59	362.84	0
750	IND	1974	607606.57	756224.81	1244.60	381.97	0
750	IND	1975	622096.68	833854.38	1340.39	450.25	0
750	IND	1976	636992.59	822082.25	1290.57	458.40	0
750	IND	1977	652279.31	821168.94	1258.92	475.66	0
750	IND	1978	667917.44	811131.19	1214.42	491.05	0
750	IND	1979	683857.31	758877.13	1109.70	486.03	0
750	IND	1980	700058.59	772801.50	1103.91	527.57	0
750	IND	1981	716493.31	766631.25	1069.98	559.28	0
750	IND	1982	733151.77	755598.19	1030.62	571.57	0
750	IND	1983	750033.54	762297.50	1016.35	585.95	0
750	IND	1984	767146.81	763557.69	995.32	595.37	0
750	IND	1985	784490.84	777170.81	990.67	610.53	0
750	IND	1986	802051.81	818005.25	1019.89	642.44	0
750	IND	1987	819800.06	869702.00	1060.87	687.65	0
750	IND	1988	837699.67	941892.81	1124.38	753.85	0
750	IND	1989	855707.36	1008595.06	1178.67	820.08	0
750	IND	1990	873785.45	1072662.13	1227.60	887.09	0
750	IND	1991	891910.18	1088652.13	1220.58	913.29	0
750	IND	1992	910064.58	1152434.13	1266.32	969.98	0
750	IND	1993	928226.05	1225224.88	1319.96	1033.40	0
750	IND	1994	946373.32	1307341.13	1381.42	1104.31	0
750	IND	1995	964486.16	1406252.88	1458.03	1189.84	0
750	IND	1996	982553.25	1521486.50	1548.50	1287.72	0
750	IND	1997	1000558.14	1610523.25	1609.62	1362.19	0
750	IND	1998	1018471.14	1725604.00	1694.31	1450.06	0
750	IND	1999	1036258.68	1852904.13	1788.07	1552.80	0
750	IND	2000	1053898.11	1941298.75	1842.02	1634.29	0
750	IND	2001	1071374.26	2026553.00	1891.55	1716.14	0
750	IND	2002	1088694.08	2129991.75	1956.46	1803.78	0
750	IND	2003	1105885.69	2326411.75	2103.66	1980.28	0
750	IND	2004	1122991.19	2507206.75	2232.61	2160.86	0
750	IND	2005	1140042.86	2828319.75	2480.89	2480.89	0
750	IND	2006	1157038.54	3107643.50	2685.86	2772.64	0
750	IND	2007	1173971.63	3398071.50	2894.51	3074.75	0
750	IND	2008	1190863.68	3705035.00	3111.22	3378.22	0
750	IND	2009	1207740.41	3898340.75	3227.80	3535.37	0
750	IND	2010	1224614.33	4341894.00	3545.52	3935.28	0
750	IND	2011	1241491.96	4661976.00	3755.14	4256.79	0
760	BHU	1950	650.00	403.62	620.95	91.01	1
760	BHU	1951	656.00	403.62	615.27	96.67	1
760	BHU	1952	663.00	403.62	608.77	97.29	1
760	BHU	1953	671.00	403.62	601.51	97.29	1
760	BHU	1954	681.00	403.62	592.68	96.74	1
760	BHU	1955	691.00	403.62	584.10	96.97	1
760	BHU	1956	702.00	403.62	574.95	98.72	1
760	BHU	1957	715.00	403.62	564.50	100.15	1
760	BHU	1958	728.00	403.62	554.42	100.57	1
760	BHU	1959	742.00	403.62	543.96	99.84	1
760	BHU	1960	757.00	403.62	533.18	99.24	1
760	BHU	1961	772.00	403.62	522.82	98.40	1
760	BHU	1962	788.00	403.62	512.20	97.72	1
760	BHU	1963	805.00	403.62	501.39	96.67	1
760	BHU	1964	823.00	403.62	490.42	96.02	1
760	BHU	1965	841.00	403.62	479.92	95.68	1
760	BHU	1966	860.00	403.62	469.32	96.22	1
760	BHU	1967	881.00	403.62	458.13	96.82	1
760	BHU	1968	902.00	403.62	447.47	98.58	1
760	BHU	1969	923.25	403.62	437.17	101.07	1
760	BHU	1970	301.88	403.62	1337.01	325.40	0
760	BHU	1971	312.93	414.00	1322.98	338.08	0
760	BHU	1972	324.82	419.71	1292.14	344.45	0
760	BHU	1973	337.37	419.79	1244.30	350.10	0
760	BHU	1974	350.37	422.27	1205.24	369.89	0
760	BHU	1975	363.60	414.06	1138.76	382.52	0
760	BHU	1976	377.07	456.10	1209.60	429.64	0
760	BHU	1977	390.73	489.32	1252.31	473.16	0
760	BHU	1978	404.38	533.16	1318.47	533.12	0
760	BHU	1979	417.73	559.90	1340.33	587.04	0
760	BHU	1980	430.63	544.18	1263.68	603.93	0
760	BHU	1981	442.65	652.10	1473.18	770.03	0
760	BHU	1982	453.79	692.74	1526.55	846.61	0
760	BHU	1983	464.83	790.90	1701.47	980.93	0
760	BHU	1984	476.85	796.26	1669.84	998.85	0
760	BHU	1985	490.44	845.99	1724.97	1063.06	0
760	BHU	1986	506.42	923.83	1824.23	1149.10	0
760	BHU	1987	524.13	981.54	1872.70	1213.86	0
760	BHU	1988	540.92	1003.23	1854.68	1243.49	0
760	BHU	1989	553.16	1030.84	1863.55	1296.60	0
760	BHU	1990	558.50	1061.21	1900.12	1373.06	0
760	BHU	1991	555.75	1094.68	1969.75	1473.84	0
760	BHU	1992	546.36	1213.44	2220.97	1701.22	0
760	BHU	1993	533.89	1150.35	2154.64	1686.87	0
760	BHU	1994	523.42	1180.48	2255.33	1802.91	0
760	BHU	1995	518.58	1184.93	2284.93	1864.64	0
760	BHU	1996	520.53	1263.04	2426.45	2017.81	0
760	BHU	1997	528.22	1405.83	2661.44	2252.33	0
760	BHU	1998	540.51	1481.63	2741.18	2346.01	0
760	BHU	1999	555.38	1722.03	3100.66	2692.67	0
760	BHU	2000	571.26	1742.83	3050.85	2706.80	0
760	BHU	2001	588.05	1865.96	3173.14	2878.89	0
760	BHU	2002	606.02	2145.62	3540.49	3264.19	0
760	BHU	2003	624.43	2338.22	3744.56	3524.94	0
760	BHU	2004	642.40	2736.68	4260.09	4123.17	0
760	BHU	2005	659.29	2810.08	4262.26	4262.26	0
760	BHU	2006	674.68	2496.42	3700.15	3819.71	0
760	BHU	2007	688.58	2647.45	3844.79	4084.21	0
760	BHU	2008	701.36	2899.24	4133.73	4488.48	0
760	BHU	2009	713.66	3278.40	4593.75	5031.49	0
760	BHU	2010	725.94	3794.09	5226.45	5801.00	0
760	BHU	2011	738.27	3672.49	4974.48	5639.02	0
770	PAK	1950	74620.00	77866.88	1043.51	152.94	0
770	PAK	1951	76448.00	79795.25	1043.78	164.00	0
770	PAK	1952	78364.00	78312.44	999.34	159.71	0
770	PAK	1953	80408.00	81766.62	1016.90	164.47	0
770	PAK	1954	82342.00	82613.06	1003.29	163.76	0
770	PAK	1955	84406.00	81446.36	964.94	160.19	0
770	PAK	1956	86522.00	87392.25	1010.06	173.43	0
770	PAK	1957	88691.00	87402.22	985.47	174.83	0
770	PAK	1958	90915.00	87488.49	962.31	174.55	0
770	PAK	1959	93195.00	94216.89	1010.97	185.56	0
770	PAK	1960	98737.00	94504.11	957.13	178.14	0
770	PAK	1961	101452.00	98464.37	970.55	182.67	0
770	PAK	1962	104237.00	104989.54	1007.22	192.16	0
770	PAK	1963	107099.00	111954.23	1045.33	201.55	0
770	PAK	1964	110040.00	120091.05	1091.34	213.68	0
770	PAK	1965	113061.00	131607.71	1164.04	232.06	0
770	PAK	1966	116032.00	145158.93	1251.02	256.49	0
770	PAK	1967	119082.00	147870.01	1241.75	262.42	0
770	PAK	1968	122212.00	155806.56	1274.89	280.87	0
770	PAK	1969	125426.00	168287.24	1341.73	310.19	0
770	PAK	1970	128724.00	185062.36	1437.67	349.90	0
770	PAK	1971	61033.75	89476.07	1466.01	374.62	0
770	PAK	1972	62751.28	91701.60	1461.35	389.55	0
770	PAK	1973	64551.90	96213.30	1490.48	419.36	0
770	PAK	1974	66456.94	100472.66	1511.85	463.99	0
770	PAK	1975	68482.53	104012.20	1518.81	510.18	0
770	PAK	1976	70632.13	109741.63	1553.71	551.86	0
770	PAK	1977	72904.32	113290.38	1553.96	587.13	0
770	PAK	1978	75303.46	120898.06	1605.48	649.18	0
770	PAK	1979	77832.93	125820.88	1616.55	708.02	0
770	PAK	1980	80492.66	134881.34	1675.70	800.83	0
770	PAK	1981	83280.14	142970.22	1716.74	897.34	0
770	PAK	1982	86187.24	150650.66	1747.95	969.39	0
770	PAK	1983	89200.00	160346.31	1797.60	1036.35	0
770	PAK	1984	92300.28	169812.41	1839.78	1100.50	0
770	PAK	1985	95470.38	181370.95	1899.76	1170.79	0
770	PAK	1986	98710.95	185884.50	1883.12	1186.20	0
770	PAK	1987	102011.89	197531.38	1936.36	1255.13	0
770	PAK	1988	105332.46	211155.48	2004.66	1344.04	0
770	PAK	1989	108621.44	221197.22	2036.40	1416.87	0
770	PAK	1990	111844.68	226432.83	2024.53	1462.97	0
770	PAK	1991	114970.10	226696.06	1971.78	1475.37	0
770	PAK	1992	118010.30	240976.02	2041.99	1564.12	0
770	PAK	1993	121029.92	249118.05	2058.32	1611.46	0
770	PAK	1994	124121.82	252518.50	2034.44	1626.33	0
770	PAK	1995	127346.71	268393.78	2107.58	1719.91	0
770	PAK	1996	130737.31	285042.50	2180.27	1813.09	0
770	PAK	1997	134255.95	278711.25	2075.97	1756.85	0
770	PAK	1998	137808.22	286151.84	2076.45	1777.11	0
770	PAK	1999	141261.07	289338.75	2048.26	1778.75	0
770	PAK	2000	144522.19	296206.84	2049.56	1818.43	0
770	PAK	2001	147557.91	293641.13	1990.01	1805.47	0
770	PAK	2002	150407.24	301663.84	2005.65	1849.13	0
770	PAK	2003	153139.89	307319.56	2006.79	1889.09	0
770	PAK	2004	155860.07	326419.66	2094.31	2027.00	0
770	PAK	2005	158645.46	355908.09	2243.42	2243.42	0
770	PAK	2006	161513.32	380867.81	2358.12	2434.31	0
770	PAK	2007	164445.60	393292.91	2391.63	2540.56	0
770	PAK	2008	167442.26	410545.97	2451.87	2662.29	0
770	PAK	2009	170494.37	413159.25	2423.30	2654.22	0
770	PAK	2010	173593.38	431659.56	2486.61	2759.97	0
770	PAK	2011	176745.36	445227.13	2519.03	2855.55	0
771	BNG	1971	67849.31	85893.31	1265.94	323.50	0
771	BNG	1972	68461.85	82105.18	1199.28	319.69	0
771	BNG	1973	68933.36	70014.55	1015.68	285.77	0
771	BNG	1974	69567.50	71280.11	1024.62	314.46	0
771	BNG	1975	70582.17	68672.54	972.94	326.82	0
771	BNG	1976	72053.92	77534.72	1076.07	382.21	0
771	BNG	1977	73915.72	83065.48	1123.79	424.60	0
771	BNG	1978	76066.34	85537.91	1124.52	454.70	0
771	BNG	1979	78342.74	90675.72	1157.42	506.93	0
771	BNG	1980	80624.42	90362.94	1120.79	535.64	0
771	BNG	1981	82883.62	92001.05	1110.00	580.20	0
771	BNG	1982	85156.40	91842.30	1078.51	598.13	0
771	BNG	1983	87459.80	93656.11	1070.85	617.36	0
771	BNG	1984	89828.43	102850.65	1144.97	684.89	0
771	BNG	1985	92283.60	107662.73	1166.65	718.98	0
771	BNG	1986	94825.50	110183.60	1161.96	731.93	0
771	BNG	1987	97429.29	110520.05	1134.36	735.28	0
771	BNG	1988	100062.32	115364.14	1152.92	772.99	0
771	BNG	1989	102681.63	128407.30	1250.54	870.09	0
771	BNG	1990	105256.03	133770.98	1270.91	918.39	0
771	BNG	1991	107768.75	138854.02	1288.44	964.07	0
771	BNG	1992	110225.55	142578.09	1293.51	990.80	0
771	BNG	1993	112645.46	146093.67	1296.93	1015.37	0
771	BNG	1994	115059.02	153075.86	1330.41	1063.53	0
771	BNG	1995	117486.95	160620.86	1367.14	1115.67	0
771	BNG	1996	119928.68	165360.31	1378.82	1146.61	0
771	BNG	1997	122370.40	160949.31	1315.26	1113.08	0
771	BNG	1998	124803.35	155921.42	1249.34	1069.23	0
771	BNG	1999	127214.84	149077.27	1171.85	1017.66	0
771	BNG	2000	129592.27	152633.64	1177.80	1044.98	0
771	BNG	2001	131944.58	154818.45	1173.36	1064.55	0
771	BNG	2002	134266.43	160060.97	1192.11	1099.08	0
771	BNG	2003	136514.77	163004.14	1194.04	1124.01	0
771	BNG	2004	138633.40	166062.91	1197.86	1159.36	0
771	BNG	2005	140587.92	171847.03	1222.35	1222.35	0
771	BNG	2006	142353.50	181606.20	1275.74	1316.96	0
771	BNG	2007	143956.80	194164.31	1348.77	1432.76	0
771	BNG	2008	145478.30	202044.42	1388.83	1508.02	0
771	BNG	2009	147030.15	211179.28	1436.30	1573.16	0
771	BNG	2010	148692.13	224362.77	1508.91	1674.78	0
771	BNG	2011	150493.66	238518.69	1584.91	1796.64	0
775	MYA	1950	18380.00	6799.90	369.96	54.22	-1
775	MYA	1951	18737.00	7114.39	379.70	59.66	-1
775	MYA	1952	19094.00	7869.60	412.15	65.87	-1
775	MYA	1953	19451.00	8111.42	417.02	67.45	-1
775	MYA	1954	19808.00	8099.59	408.90	66.74	-1
775	MYA	1955	20165.00	8343.73	413.77	68.69	-1
775	MYA	1956	20583.00	8049.11	391.06	67.14	-1
775	MYA	1957	21001.00	9200.80	438.11	77.73	-1
775	MYA	1958	21418.00	9035.96	421.89	76.53	-1
775	MYA	1959	21836.00	10416.99	477.06	87.56	-1
775	MYA	1960	21780.00	11167.78	512.75	95.43	-1
775	MYA	1961	22253.00	11301.99	507.89	95.59	-1
775	MYA	1962	22736.00	13760.84	605.24	115.47	-1
775	MYA	1963	23230.00	15756.05	678.26	130.78	-1
775	MYA	1964	23735.00	14750.61	621.47	121.68	-1
775	MYA	1965	24250.00	16329.83	673.40	134.25	-1
775	MYA	1966	24802.00	16218.61	653.92	134.07	-1
775	MYA	1967	25366.00	15599.59	614.98	129.96	-1
775	MYA	1968	25943.00	16712.16	644.19	141.92	-1
775	MYA	1969	26533.00	17436.66	657.17	151.93	-1
775	MYA	1970	27137.00	18406.03	678.26	165.08	-1
775	MYA	1971	27754.00	18824.51	678.26	173.32	-1
775	MYA	1972	28385.00	19298.56	679.89	181.24	-1
775	MYA	1973	29031.00	19360.91	666.90	187.64	-1
775	MYA	1974	29620.00	19465.34	657.17	201.69	-1
775	MYA	1975	30221.00	20399.71	675.02	226.75	-1
775	MYA	1976	30845.00	21621.73	700.98	248.98	-1
775	MYA	1977	31461.00	22819.28	725.32	274.05	-1
775	MYA	1978	32099.00	24323.74	757.77	306.41	-1
775	MYA	1979	32750.00	25667.31	783.73	343.26	-1
775	MYA	1980	33511.00	27460.01	819.43	391.62	-1
775	MYA	1981	34171.00	29220.67	855.13	446.98	-1
775	MYA	1982	34844.00	31096.58	892.45	494.94	-1
775	MYA	1983	35530.00	32342.98	910.30	524.81	-1
775	MYA	1984	36230.00	34449.89	950.87	568.78	-1
775	MYA	1985	36943.00	35907.15	971.96	599.00	-1
775	MYA	1986	37874.00	35275.65	931.39	586.69	-1
775	MYA	1987	38828.00	34211.08	881.09	571.12	-1
775	MYA	1988	39807.00	29777.09	748.04	501.53	-1
775	MYA	1989	40810.00	40460.36	991.43	689.81	-1
775	MYA	1990	41354.00	44981.10	1087.71	786.00	-2
775	MYA	1991	41552.00	44103.93	1061.42	794.19	-2
775	MYA	1992	42333.00	48565.02	1147.21	878.74	-2
775	MYA	1993	43116.00	51670.94	1198.42	938.24	-2
775	MYA	1994	43922.00	55493.60	1263.46	1010.01	-2
775	MYA	1995	45106.00	59923.28	1328.50	1084.13	-2
775	MYA	1996	45922.00	63867.05	1390.77	1156.55	-2
775	MYA	1997	46402.00	67167.38	1447.51	1225.00	-2
775	MYA	1998	44497.00	67119.27	1508.40	1290.95	-2
775	MYA	1999	45059.00	74327.21	1649.55	1432.50	-2
775	MYA	2000	45611.00	84390.01	1850.21	1641.56	-2
775	MYA	2001	51138.00	103957.44	2032.88	1844.37	-2
775	MYA	2002	52171.00	117247.94	2247.38	2071.99	-2
775	MYA	2003	53224.00	134418.92	2525.53	2377.41	-2
775	MYA	2004	54299.00	153815.36	2832.75	2741.70	-2
775	MYA	2005	55374.00	176017.93	3178.71	3178.71	-2
775	MYA	2006	56449.00	200604.79	3553.74	3668.56	-2
775	MYA	2007	57524.00	226316.37	3934.29	4179.28	-2
775	MYA	2008	58377.00	250999.61	4299.63	4668.63	-2
775	MYA	2009	59242.65	278496.70	4700.95	5148.90	-2
775	MYA	2010	60121.13	308584.42	5132.71	5696.95	-2
775	MYA	2011	61012.65	308584.42	5057.71	5733.37	1
780	SRI	1950	7494.81	15625.37	2084.83	305.55	0
780	SRI	1951	7715.65	16967.99	2199.17	345.53	0
780	SRI	1952	7947.28	16522.56	2079.02	332.27	0
780	SRI	1953	8188.02	16756.84	2046.51	331.00	0
780	SRI	1954	8425.91	17904.77	2124.96	346.84	0
780	SRI	1955	8649.59	19340.46	2236.00	371.20	0
780	SRI	1956	8871.69	18405.97	2074.69	356.22	0
780	SRI	1957	9104.22	19041.23	2091.47	371.05	0
780	SRI	1958	9340.04	20111.16	2153.22	390.57	0
780	SRI	1959	9590.59	21156.44	2205.96	404.90	0
780	SRI	1960	9863.10	22513.28	2282.58	424.83	0
780	SRI	1961	10138.79	22354.52	2204.85	414.97	0
780	SRI	1962	10412.19	23828.68	2288.54	436.61	0
780	SRI	1963	10680.67	23170.23	2169.36	418.27	0
780	SRI	1964	10939.73	24761.22	2263.42	443.18	0
780	SRI	1965	11203.44	24473.85	2184.49	435.50	0
780	SRI	1966	11474.86	26655.35	2322.93	476.25	0
780	SRI	1967	11746.77	26917.15	2291.45	484.25	0
780	SRI	1968	12023.86	29051.02	2416.12	532.29	0
780	SRI	1969	12293.66	31075.89	2527.80	584.40	0
780	SRI	1970	12554.58	32058.49	2553.53	621.48	0
780	SRI	1971	12812.41	31966.31	2494.95	637.56	0
780	SRI	1972	13063.66	33109.75	2534.49	675.62	0
780	SRI	1973	13311.15	34771.59	2612.22	734.97	0
780	SRI	1974	13559.17	36445.82	2687.91	824.92	0
780	SRI	1975	13810.65	35584.21	2576.58	865.50	0
780	SRI	1976	14066.70	31823.80	2262.35	803.56	0
780	SRI	1977	14325.64	30351.34	2118.67	800.50	0
780	SRI	1978	14584.17	30278.16	2076.10	839.47	0
780	SRI	1979	14837.62	28334.29	1909.63	836.38	0
780	SRI	1980	15082.77	28817.72	1910.64	913.11	0
780	SRI	1981	15317.82	30973.93	2022.08	1056.94	0
780	SRI	1982	15544.04	31182.85	2006.10	1112.56	0
780	SRI	1983	15765.03	31835.47	2019.37	1164.21	0
780	SRI	1984	15986.02	33062.04	2068.18	1237.13	0
780	SRI	1985	16210.47	37652.88	2322.75	1431.47	0
780	SRI	1986	16439.17	40832.19	2483.84	1564.59	0
780	SRI	1987	16669.91	42628.34	2557.20	1657.55	0
780	SRI	1988	16899.42	43649.94	2582.92	1731.75	0
780	SRI	1989	17123.05	44835.47	2618.43	1821.82	0
780	SRI	1990	17337.05	46515.98	2683.04	1938.82	0
780	SRI	1991	17542.87	48085.85	2741.05	2050.96	0
780	SRI	1992	17740.94	51348.69	2894.36	2217.02	0
780	SRI	1993	17925.62	55050.61	3071.06	2404.33	0
780	SRI	1994	18089.72	59563.70	3292.68	2632.17	0
780	SRI	1995	18229.50	60470.33	3317.17	2707.01	0
780	SRI	1996	18340.60	63505.72	3462.58	2879.44	0
780	SRI	1997	18428.26	61176.16	3319.69	2809.39	0
780	SRI	1998	18510.10	62260.57	3363.60	2878.70	0
780	SRI	1999	18610.11	60296.76	3240.00	2813.68	0
780	SRI	2000	18745.08	57616.14	3073.67	2727.05	0
780	SRI	2001	18921.79	58380.29	3085.35	2799.24	0
780	SRI	2002	19134.10	60701.15	3172.41	2924.83	0
780	SRI	2003	19369.85	64895.34	3350.33	3153.83	0
780	SRI	2004	19610.60	66836.06	3408.16	3298.62	0
780	SRI	2005	19842.54	68226.75	3438.41	3438.41	0
780	SRI	2006	20062.07	72804.51	3628.96	3746.21	0
780	SRI	2007	20272.27	76690.06	3783.00	4018.57	0
780	SRI	2008	20473.80	81219.65	3967.00	4307.45	0
780	SRI	2009	20669.14	83440.66	4036.97	4421.65	0
780	SRI	2010	20859.95	91844.57	4402.91	4886.93	0
780	SRI	2011	21045.39	101493.83	4822.61	5466.87	0
781	MAD	1965	109.00	164.11	1505.63	300.16	-2
781	MAD	1966	111.00	166.97	1504.25	308.40	-2
781	MAD	1967	114.00	177.16	1554.07	328.42	-2
781	MAD	1968	116.00	188.46	1624.64	357.93	-2
781	MAD	1969	119.00	196.30	1649.55	381.36	-2
781	MAD	1970	115.77	230.48	1990.83	484.53	0
781	MAD	1971	119.31	244.22	2046.94	523.07	0
781	MAD	1972	123.27	252.63	2049.51	546.34	0
781	MAD	1973	127.49	251.34	1971.41	554.68	0
781	MAD	1974	131.75	257.50	1954.41	599.81	0
781	MAD	1975	135.89	243.87	1794.52	602.80	0
781	MAD	1976	139.85	262.60	1877.73	666.95	0
781	MAD	1977	143.70	289.64	2015.56	761.54	0
781	MAD	1978	147.62	305.20	2067.41	835.96	0
781	MAD	1979	151.87	296.61	1953.03	855.39	0
781	MAD	1980	156.63	441.54	2819.09	1347.27	0
781	MAD	1981	161.93	487.65	3011.47	1574.10	0
781	MAD	1982	167.71	707.14	4216.47	2338.41	0
781	MAD	1983	173.86	485.14	2790.38	1608.71	0
781	MAD	1984	180.24	572.86	3178.38	1901.21	0
781	MAD	1985	186.72	644.34	3450.86	2126.69	0
781	MAD	1986	193.28	678.05	3508.20	2209.85	0
781	MAD	1987	199.90	836.68	4185.52	2713.01	0
781	MAD	1988	206.52	896.94	4343.08	2911.86	0
781	MAD	1989	213.07	979.71	4598.14	3199.25	0
781	MAD	1990	219.47	1134.65	5169.88	3735.86	0
781	MAD	1991	225.71	1196.17	5299.61	3965.38	0
781	MAD	1992	231.76	1217.96	5255.36	4025.50	0
781	MAD	1993	237.61	1229.94	5176.39	4052.59	0
781	MAD	1994	243.26	1286.63	5289.21	4228.19	0
781	MAD	1995	248.71	1280.11	5146.95	4200.22	0
781	MAD	1996	253.96	1428.75	5625.89	4678.43	0
781	MAD	1997	259.00	1439.82	5559.12	4704.57	0
781	MAD	1998	263.87	1619.11	6136.10	5251.52	0
781	MAD	1999	268.60	1623.76	6045.26	5249.82	0
781	MAD	2000	273.24	1856.51	6794.51	6028.29	0
781	MAD	2001	277.79	1898.51	6834.30	6200.56	0
781	MAD	2002	282.27	2169.75	7686.89	7087.00	0
781	MAD	2003	286.67	2914.04	10165.32	9569.12	0
781	MAD	2004	290.99	2341.81	8047.79	7789.13	0
781	MAD	2005	295.24	2486.63	8422.39	8422.39	0
781	MAD	2006	299.42	3082.87	10296.19	10628.86	0
781	MAD	2007	303.54	3753.83	12366.89	13136.98	0
781	MAD	2008	307.63	3868.75	12575.89	13655.15	0
781	MAD	2009	311.74	3177.43	10192.59	11163.84	0
781	MAD	2010	315.89	3594.80	11380.10	12631.11	0
781	MAD	2011	320.08	3769.45	11776.54	13349.76	0
790	NEP	1950	7862.00	5396.41	686.39	100.60	-2
790	NEP	1951	7966.00	5567.01	698.85	109.80	-2
790	NEP	1952	8081.00	5781.57	715.45	114.34	-2
790	NEP	1953	8206.00	6166.25	751.43	121.54	-2
790	NEP	1954	8338.00	6334.67	759.74	124.00	-2
790	NEP	1955	8477.00	6498.93	766.65	127.27	-2
790	NEP	1956	8623.00	6825.66	791.56	135.91	-2
790	NEP	1957	8773.00	6871.55	783.26	138.96	-2
790	NEP	1958	8930.00	7315.82	819.24	148.60	-2
790	NEP	1959	9093.00	7562.61	831.70	152.66	-2
790	NEP	1960	10034.04	7033.49	700.96	130.46	0
790	NEP	1961	10175.51	7065.74	694.39	130.69	0
790	NEP	1962	10331.36	7237.87	700.57	133.66	0
790	NEP	1963	10499.62	7331.76	698.29	134.64	0
790	NEP	1964	10676.44	8095.27	758.24	148.46	0
790	NEP	1965	10861.66	7929.14	730.01	145.54	0
790	NEP	1966	11056.73	8527.81	771.28	158.13	0
790	NEP	1967	11260.93	8289.22	736.10	155.56	0
790	NEP	1968	11472.34	8334.27	726.47	160.05	0
790	NEP	1969	11691.23	8783.04	751.25	173.68	0
790	NEP	1970	11917.87	9266.69	777.55	189.24	0
790	NEP	1971	12189.97	9047.45	742.20	189.66	0
790	NEP	1972	12472.00	9392.09	753.05	200.74	0
790	NEP	1973	12763.55	9256.18	725.20	204.04	0
790	NEP	1974	13064.04	9701.35	742.60	227.90	0
790	NEP	1975	13373.07	9828.18	734.92	246.87	0
790	NEP	1976	13690.54	10233.49	747.49	265.50	0
