statenum	stateid	year	pop	realgdp	rgdppc	cgdppc	origin
235	POR	1997	10211.28	164016.88	16062.32	13593.22	0
235	POR	1998	10252.33	172617.27	16836.87	14409.67	0
235	POR	1999	10293.67	184319.13	17906.07	15549.99	0
235	POR	2000	10336.21	198277.14	19182.77	17019.53	0
235	POR	2001	10379.76	200684.28	19334.20	17541.34	0
235	POR	2002	10423.26	200385.67	19224.86	17724.55	0
235	POR	2003	10465.81	197052.88	18828.25	17723.98	0
235	POR	2004	10506.25	197399.61	18788.77	18184.90	0
235	POR	2005	10543.66	213799.27	20277.51	20277.51	0
235	POR	2006	10577.63	218919.08	20696.42	21365.12	0
235	POR	2007	10608.04	222756.22	20998.82	22306.41	0
235	POR	2008	10634.61	224540.73	21114.14	22926.16	0
235	POR	2009	10657.18	220980.16	20735.34	22711.21	0
235	POR	2010	10675.57	228282.48	21383.63	23734.33	0
235	POR	2011	10689.66	223909.94	20946.40	23744.63	0
260	GFR	1950	47976.48	243903.07	5083.81	745.08	0
260	GFR	1951	48309.20	270485.08	5599.04	879.72	0
260	GFR	1952	48644.24	295123.09	6066.97	969.62	0
260	GFR	1953	48981.59	320685.61	6547.06	1058.92	0
260	GFR	1954	49321.28	348828.67	7072.58	1154.39	0
260	GFR	1955	52364.00	397313.90	7587.54	1259.61	0
260	GFR	1956	52996.00	428287.86	8081.51	1387.60	0
260	GFR	1957	53649.00	453286.86	8449.12	1498.96	0
260	GFR	1958	54282.00	467966.84	8621.03	1563.77	0
260	GFR	1959	54882.00	506344.66	9226.06	1693.44	0
260	GFR	1960	55423.00	554603.65	10006.74	1862.45	0
260	GFR	1961	56227.00	576625.43	10255.31	1930.15	0
260	GFR	1962	56947.00	598602.66	10511.58	2005.40	0
260	GFR	1963	57606.00	612080.84	10625.30	2048.66	0
260	GFR	1964	58290.00	658056.48	11289.35	2210.46	0
260	GFR	1965	59041.00	690727.82	11699.12	2332.34	0
260	GFR	1966	59676.00	708957.38	11880.11	2435.66	0
260	GFR	1967	59872.00	703490.96	11749.92	2483.11	0
260	GFR	1968	60165.00	745372.49	12388.81	2729.38	0
260	GFR	1969	60842.00	802505.11	13189.99	3049.39	0
260	GFR	1970	60714.00	842880.80	13882.81	3378.80	0
260	GFR	1971	61280.00	871596.48	14223.18	3634.59	0
260	GFR	1972	61697.00	916908.00	14861.47	3961.62	0
260	GFR	1973	61987.00	973138.63	15699.08	4417.09	0
260	GFR	1974	62071.00	998562.12	16087.42	4937.23	0
260	GFR	1975	61847.00	993523.44	16064.21	5396.13	0
260	GFR	1976	61574.00	1041408.49	16913.12	6007.37	0
260	GFR	1977	61419.00	1078850.04	17565.41	6636.74	0
260	GFR	1978	61350.00	1113574.26	18151.17	7339.43	0
260	GFR	1979	61382.00	1153460.29	18791.51	8230.30	0
260	GFR	1980	61538.00	1158071.67	18818.81	8993.70	0
260	GFR	1981	61663.00	1130848.03	18339.17	9585.88	0
260	GFR	1982	61596.00	1104189.78	17926.32	9941.76	0
260	GFR	1983	61383.00	1105751.30	18013.97	10385.41	0
260	GFR	1984	61126.00	1117106.20	18275.47	10931.84	0
260	GFR	1985	60975.00	1120452.88	18375.61	11324.52	0
260	GFR	1986	61010.00	1207215.96	19787.18	12464.14	0
260	GFR	1987	61077.00	1263876.67	20693.17	13413.11	0
260	GFR	1988	61420.00	1322878.63	21538.24	14440.53	0
260	GFR	1989	62062.00	1376933.25	22186.41	15436.64	0
260	GFR	1990	63253.00	1479196.37	23385.39	16898.75	0
260	GFR	1991	79651.90	1822528.50	22881.17	17120.60	0
260	GFR	1992	80282.99	1902364.25	23695.73	18150.46	0
260	GFR	1993	80926.12	1915287.75	23667.12	18528.98	0
260	GFR	1994	81495.19	1998315.88	24520.66	19601.81	0
260	GFR	1995	81929.44	2085697.13	25457.24	20774.63	0
260	GFR	1996	82200.33	2096790.13	25508.29	21212.44	0
260	GFR	1997	82326.02	2137740.00	25966.76	21975.15	0
260	GFR	1998	82350.47	2207322.50	26804.01	22939.94	0
260	GFR	1999	82341.54	2272266.75	27595.63	23964.60	0
260	GFR	2000	82349.03	2350281.50	28540.49	25321.98	0
260	GFR	2001	82384.26	2374143.50	28817.93	26145.64	0
260	GFR	2002	82432.03	2375636.25	28819.34	26570.27	0
260	GFR	2003	82484.11	2437899.75	29555.99	27822.53	0
260	GFR	2004	82524.34	2499781.50	30291.44	29317.88	0
260	GFR	2005	82540.74	2614550.00	31675.87	31675.87	0
260	GFR	2006	82536.14	2646222.25	32061.38	33097.28	0
260	GFR	2007	82516.30	2742873.25	33240.38	35310.26	0
260	GFR	2008	82475.27	2780681.00	33715.33	36608.78	0
260	GFR	2009	82405.37	2625151.50	31856.56	34892.17	0
260	GFR	2010	82302.46	2786198.50	33853.16	37574.64	0
260	GFR	2011	82162.51	2861993.00	34833.32	39486.70	0
265	GDR	1950	18388.20	133566.72	7263.72	1064.57	1
265	GDR	1951	18351.00	133566.72	7278.44	1143.59	1
265	GDR	1952	18328.00	133566.72	7287.58	1164.70	1
265	GDR	1953	18178.00	133566.72	7347.71	1188.42	1
265	GDR	1954	18059.00	133566.72	7396.13	1207.20	1
265	GDR	1955	17944.00	133566.72	7443.53	1235.70	1
265	GDR	1956	17716.00	133566.72	7539.33	1294.50	1
265	GDR	1957	17517.00	133566.72	7624.98	1352.75	1
265	GDR	1958	17355.00	133566.72	7696.15	1396.01	1
265	GDR	1959	17298.00	133566.72	7721.51	1417.28	1
265	GDR	1960	17241.00	133566.72	7747.04	1441.88	1
265	GDR	1961	17125.00	133566.72	7799.52	1467.95	1
265	GDR	1962	17102.00	133566.72	7810.01	1489.99	1
265	GDR	1963	17155.00	133566.72	7785.88	1501.19	1
265	GDR	1964	16983.00	133566.72	7864.73	1539.91	1
265	GDR	1965	17020.00	133566.72	7847.63	1564.50	1
265	GDR	1966	17058.00	133566.72	7830.15	1605.34	1
265	GDR	1967	17082.00	133566.72	7819.15	1652.42	1
265	GDR	1968	17084.00	133566.72	7818.23	1722.44	1
265	GDR	1969	17076.00	133566.72	7821.90	1808.34	1
265	GDR	1970	17060.00	133566.72	7829.23	1905.48	-1
265	GDR	1971	17060.00	138383.43	8111.57	2072.83	-1
265	GDR	1972	17040.00	144884.79	8502.63	2266.55	-1
265	GDR	1973	16980.00	153659.80	9049.46	2546.16	-1
265	GDR	1974	16920.00	163302.65	9651.46	2962.03	-1
265	GDR	1975	16850.00	170310.01	10107.42	3395.18	-1
265	GDR	1976	16790.00	176432.86	10508.21	3732.41	-1
265	GDR	1977	16770.00	185773.98	11077.76	4185.51	-1
265	GDR	1978	16760.00	191374.25	11418.51	4617.08	-1
265	GDR	1979	16740.00	197664.99	11807.94	5171.64	-1
265	GDR	1980	16740.00	207470.82	12393.72	5923.08	-1
265	GDR	1981	16740.00	215429.58	12869.15	6726.70	-1
265	GDR	1982	16700.00	219250.50	13128.77	7281.09	-1
265	GDR	1983	16700.00	227921.89	13648.02	7868.35	-1
265	GDR	1984	16670.00	239982.22	14396.05	8611.29	-1
265	GDR	1985	16640.00	252105.67	15150.58	9337.00	-1
265	GDR	1986	16620.00	263345.07	15845.07	9980.97	-1
265	GDR	1987	16640.00	272194.20	16357.82	10602.98	-1
265	GDR	1988	16670.00	282260.42	16932.24	11352.39	-1
265	GDR	1989	16630.00	282260.42	16972.97	11809.28	1
265	GDR	1990	16247.00	282260.42	17373.08	12554.13	1
290	POL	1950	24824.00	84061.23	3386.29	496.29	-2
290	POL	1951	25271.00	87778.10	3473.47	545.75	-2
290	POL	1952	25753.00	89844.33	3488.69	557.56	-2
290	POL	1953	26255.00	95119.97	3622.93	585.97	-2
290	POL	1954	26761.00	100545.40	3757.16	613.24	-2
290	POL	1955	27281.00	105481.60	3866.49	641.88	-2
290	POL	1956	27815.00	110240.74	3963.36	680.51	-2
290	POL	1957	28310.00	116041.93	4098.97	727.20	-2
290	POL	1958	28770.00	121709.74	4230.44	767.36	-2
290	POL	1959	29240.00	125276.13	4284.41	786.40	-2
290	POL	1960	29561.00	131519.49	4449.09	828.06	-2
290	POL	1961	29965.00	142066.49	4741.08	892.32	-2
290	POL	1962	30324.00	140201.61	4623.45	882.06	-2
290	POL	1963	30691.00	148736.38	4846.25	934.41	-2
290	POL	1964	31161.00	156188.79	5012.32	981.41	-2
290	POL	1965	31496.00	165059.58	5240.65	1044.78	-2
290	POL	1966	31698.00	175066.73	5522.96	1132.32	-2
290	POL	1967	31944.00	181376.42	5677.95	1199.92	-2
290	POL	1968	32305.00	192993.12	5974.09	1316.15	-2
290	POL	1969	32555.00	191062.74	5868.92	1356.84	-2
290	POL	1970	32529.02	153866.70	4730.14	1151.22	0
290	POL	1971	32803.07	165077.84	5032.39	1285.98	0
290	POL	1972	33084.38	174465.50	5273.35	1405.72	0
290	POL	1973	33373.54	183549.41	5499.85	1547.44	0
290	POL	1974	33669.65	194291.72	5770.53	1770.98	0
290	POL	1975	33971.91	205708.34	6055.25	2034.02	0
290	POL	1976	34279.65	210661.77	6145.39	2182.78	0
290	POL	1977	34593.23	215419.23	6227.21	2352.83	0
290	POL	1978	34913.56	217916.30	6241.60	2523.79	0
290	POL	1979	35241.74	216235.23	6135.77	2687.34	0
290	POL	1980	35577.21	190612.52	5357.71	2560.50	0
290	POL	1981	35921.10	178642.73	4973.20	2599.49	0
290	POL	1982	36269.15	178553.78	4923.02	2730.26	0
290	POL	1983	36608.82	194909.63	5324.12	3069.46	0
290	POL	1984	36923.67	213592.27	5784.70	3460.23	0
290	POL	1985	37201.80	231016.61	6209.82	3826.99	0
290	POL	1986	37438.00	249114.11	6654.04	4191.45	0
290	POL	1987	37634.79	261930.30	6959.79	4511.27	0
290	POL	1988	37797.66	280411.72	7418.76	4973.98	0
290	POL	1989	37935.81	295058.88	7777.84	5411.59	0
290	POL	1990	38056.17	257835.36	6775.13	4895.84	0
290	POL	1991	38160.71	257542.81	6748.90	5049.80	0
290	POL	1992	38247.72	278113.66	7271.38	5569.73	0
290	POL	1993	38316.29	302639.16	7898.45	6183.69	0
290	POL	1994	38364.54	326543.22	8511.59	6804.16	0
290	POL	1995	38391.78	361434.38	9414.37	7682.69	0
290	POL	1996	38398.94	380454.78	9907.95	8239.35	0
290	POL	1997	38389.12	407751.41	10621.54	8988.79	0
290	POL	1998	38366.42	426397.38	11113.82	9511.65	0
290	POL	1999	38336.05	448206.66	11691.52	10153.15	0
290	POL	2000	38302.44	466008.22	12166.54	10794.52	0
290	POL	2001	38266.81	470964.69	12307.39	11166.13	0
290	POL	2002	38230.50	481376.69	12591.43	11608.80	0
290	POL	2003	38198.15	476546.09	12475.63	11743.94	0
290	POL	2004	38175.13	496490.97	13005.61	12587.61	0
290	POL	2005	38165.04	512215.56	13421.07	13421.07	0
290	POL	2006	38170.33	526604.50	13796.17	14241.93	0
290	POL	2007	38189.76	571227.19	14957.60	15889.01	0
290	POL	2008	38218.46	591550.81	15478.14	16806.48	0
290	POL	2009	38249.23	619701.81	16201.68	17745.54	0
290	POL	2010	38276.66	657189.81	17169.47	19056.91	0
290	POL	2011	38298.95	675404.69	17635.07	19990.94	0
305	AUS	1950	6934.01	36018.23	5194.43	761.30	0
305	AUS	1951	6934.36	37948.70	5472.56	859.85	0
305	AUS	1952	6926.68	38881.32	5613.27	897.11	0
305	AUS	1953	6931.39	40960.06	5909.36	955.78	0
305	AUS	1954	6939.11	43931.73	6331.03	1033.35	0
305	AUS	1955	6945.79	48243.99	6945.79	1153.07	0
305	AUS	1956	6951.26	51702.89	7437.91	1277.09	0
305	AUS	1957	6964.76	54417.20	7813.22	1386.14	0
305	AUS	1958	6986.26	56571.96	8097.61	1468.83	0
305	AUS	1959	7013.22	58474.70	8337.78	1530.40	0
305	AUS	1960	7046.33	62842.36	8918.46	1659.90	0
305	AUS	1961	7085.18	66156.83	9337.35	1757.38	0
305	AUS	1962	7128.74	67916.99	9527.21	1817.60	0
305	AUS	1963	7174.68	70702.27	9854.42	1900.03	0
305	AUS	1964	7222.66	74142.81	10265.30	2009.95	0
305	AUS	1965	7269.74	76386.09	10507.40	2094.76	0
305	AUS	1966	7320.91	80204.57	10955.55	2246.11	0
305	AUS	1967	7375.83	82502.59	11185.53	2363.84	0
305	AUS	1968	7414.23	86174.95	11622.91	2560.64	0
305	AUS	1969	7439.88	90445.16	12156.80	2810.53	0
305	AUS	1970	7465.91	96277.98	12895.68	3138.55	0
305	AUS	1971	7497.73	101717.38	13566.42	3466.76	0
305	AUS	1972	7526.47	108027.13	14352.96	3826.07	0
305	AUS	1973	7550.64	113500.30	15031.88	4229.37	0
305	AUS	1974	7568.35	117251.95	15492.41	4754.62	0
305	AUS	1975	7578.50	117633.68	15522.03	5214.01	0
305	AUS	1976	7580.56	119869.68	15812.77	5616.54	0
305	AUS	1977	7575.67	124587.44	16445.73	6213.69	0
305	AUS	1978	7566.45	124117.40	16403.65	6632.82	0
305	AUS	1979	7556.55	127169.16	16829.00	7370.76	0
305	AUS	1980	7548.80	126712.91	16785.84	8022.12	0
305	AUS	1981	7544.36	125978.88	16698.42	8728.26	0
305	AUS	1982	7543.19	126808.70	16811.01	9323.22	0
305	AUS	1983	7545.47	129775.75	17199.16	9915.66	0
305	AUS	1984	7550.96	128687.78	17042.57	10194.36	0
305	AUS	1985	7559.62	131479.52	17392.34	10718.55	0
305	AUS	1986	7570.91	137486.48	18159.85	11439.07	0
305	AUS	1987	7585.35	143380.50	18902.30	12252.28	0
305	AUS	1988	7605.10	152024.94	19989.88	13402.42	0
305	AUS	1989	7632.98	160029.67	20965.55	14587.20	0
305	AUS	1990	7670.51	169062.06	22040.52	15926.92	0
305	AUS	1991	7719.58	177472.41	22989.91	17201.97	0
305	AUS	1992	7778.26	185935.88	23904.57	18310.43	0
305	AUS	1993	7839.63	189395.91	24158.80	18913.92	0
305	AUS	1994	7894.23	198531.00	25148.88	20104.01	0
305	AUS	1995	7935.62	209321.89	26377.50	21525.62	0
305	AUS	1996	7960.46	211331.41	26547.62	22076.74	0
305	AUS	1997	7971.55	217039.31	27226.73	23041.44	0
305	AUS	1998	7976.12	228626.50	28663.88	24531.70	0
305	AUS	1999	7984.69	237156.80	29701.43	25793.31	0
305	AUS	2000	8004.71	253748.83	31699.93	28125.13	0
305	AUS	2001	8038.48	248412.69	30902.94	28037.31	0
305	AUS	2002	8083.06	254654.98	31504.78	29046.15	0
305	AUS	2003	8134.24	257258.11	31626.59	29771.69	0
305	AUS	2004	8185.55	264495.88	32312.52	31274.00	0
305	AUS	2005	8232.20	274590.88	33355.73	33355.73	0
305	AUS	2006	8273.21	277470.28	33538.41	34622.04	0
305	AUS	2007	8309.78	278101.09	33466.71	35550.68	0
305	AUS	2008	8341.81	279892.75	33553.02	36432.54	0
305	AUS	2009	8369.64	276901.84	33084.08	36236.67	0
305	AUS	2010	8393.64	285565.94	34021.69	37761.69	0
305	AUS	2011	8413.43	288476.00	34287.57	38868.04	0
310	HUN	1950	9341.00	32057.90	3431.96	502.99	-2
310	HUN	1951	9428.00	35161.58	3729.48	585.98	-2
310	HUN	1952	9511.00	36352.97	3822.20	610.86	-2
310	HUN	1953	9604.00	37027.41	3855.42	623.57	-2
310	HUN	1954	9717.00	38323.67	3943.98	643.74	-2
310	HUN	1955	9825.00	41740.82	4248.43	705.28	-2
310	HUN	1956	9911.00	39856.86	4021.48	690.49	-2
310	HUN	1957	9840.00	43152.64	4385.43	778.02	-2
310	HUN	1958	9882.00	46044.52	4659.43	845.17	-2
310	HUN	1959	9937.00	47909.70	4821.34	884.96	-2
310	HUN	1960	9984.00	50416.01	5049.68	939.85	-2
310	HUN	1961	10029.00	52960.98	5280.78	993.90	-2
310	HUN	1962	10063.00	55173.68	5482.83	1046.01	-2
310	HUN	1963	10091.00	58203.88	5767.90	1112.11	-2
310	HUN	1964	10124.00	61476.45	6072.35	1188.97	-2
310	HUN	1965	10153.00	61961.65	6102.79	1216.65	-2
310	HUN	1966	10185.00	65483.26	6429.38	1318.15	-2
310	HUN	1967	10223.00	69236.06	6772.58	1431.25	-2
310	HUN	1968	10264.00	70081.89	6827.93	1504.26	-2
310	HUN	1969	10303.00	72173.18	7005.06	1619.50	-2
310	HUN	1970	10315.42	52736.68	5112.41	1244.26	0
310	HUN	1971	10354.28	56202.28	5427.93	1387.05	0
310	HUN	1972	10393.74	57373.57	5520.01	1471.47	0
310	HUN	1973	10434.26	58740.86	5629.61	1583.95	0
310	HUN	1974	10476.46	59431.61	5672.87	1741.00	0
310	HUN	1975	10520.25	62211.77	5913.53	1986.41	0
310	HUN	1976	10566.64	67950.97	6430.70	2284.12	0
310	HUN	1977	10614.04	76432.55	7201.08	2720.78	0
310	HUN	1978	10656.58	86135.50	8082.85	3268.30	0
310	HUN	1979	10686.49	91121.80	8526.82	3734.58	0
310	HUN	1980	10698.53	97031.30	9069.59	4334.45	0
310	HUN	1981	10690.57	98099.79	9176.29	4796.45	0
310	HUN	1982	10665.07	99793.25	9357.02	5189.31	0
310	HUN	1983	10627.15	98763.32	9293.50	5357.89	0
310	HUN	1984	10584.35	99148.09	9367.43	5603.31	0
310	HUN	1985	10542.50	98659.28	9358.24	5767.30	0
310	HUN	1986	10502.73	105208.59	10017.26	6309.97	0
310	HUN	1987	10464.39	112490.45	10749.83	6967.93	0
310	HUN	1988	10429.42	113067.48	10841.20	7268.59	0
310	HUN	1989	10399.70	115868.50	11141.53	7751.94	0
310	HUN	1990	10376.32	116263.09	11204.66	8096.71	0
310	HUN	1991	10360.83	105797.76	10211.32	7640.52	0
310	HUN	1992	10352.70	106017.30	10240.55	7844.06	0
310	HUN	1993	10348.28	114067.64	11022.86	8629.79	0
310	HUN	1994	10342.43	120215.14	11623.49	9291.82	0
310	HUN	1995	10331.40	121629.38	11772.78	9607.30	0
310	HUN	1996	10313.99	118994.16	11537.16	9594.18	0
310	HUN	1997	10291.34	118565.07	11520.86	9749.87	0
310	HUN	1998	10264.98	120189.27	11708.67	10020.75	0
310	HUN	1999	10237.42	123244.68	12038.64	10454.60	0
310	HUN	2000	10210.55	133864.63	13110.43	11631.97	0
310	HUN	2001	10184.66	144074.50	14146.22	12834.44	0
310	HUN	2002	10159.27	152157.13	14977.17	13808.35	0
310	HUN	2003	10134.51	152687.11	15066.05	14182.43	0
310	HUN	2004	10110.39	152782.92	15111.47	14625.79	0
310	HUN	2005	10086.94	161359.97	15996.93	15996.93	0
310	HUN	2006	10064.27	158876.36	15786.17	16296.22	0
310	HUN	2007	10042.57	155918.83	15525.79	16492.58	0
310	HUN	2008	10021.89	159125.50	15877.80	17240.43	0
310	HUN	2009	10002.25	159794.94	15975.90	17498.25	0
310	HUN	2010	9983.64	161312.17	16157.64	17933.85	0
310	HUN	2011	9966.12	160982.05	16152.94	18310.81	0
315	CZE	1950	12389.00	60023.10	4844.87	710.06	-2
315	CZE	1951	12532.00	61114.79	4876.70	766.23	-2
315	CZE	1952	12683.00	63149.97	4979.10	795.76	-2
315	CZE	1953	12820.00	62874.10	4904.38	793.23	-2
315	CZE	1954	12952.00	65457.23	5053.83	824.89	-2
315	CZE	1955	13093.00	71061.89	5427.47	901.01	-2
315	CZE	1956	13229.00	75241.75	5687.64	976.57	-2
315	CZE	1957	13358.00	79857.41	5978.25	1060.60	-2
315	CZE	1958	13474.00	85958.24	6379.56	1157.19	-2
315	CZE	1959	13565.00	89730.01	6614.82	1214.15	-2
315	CZE	1960	13654.00	35515.29	2601.09	484.11	-1
315	CZE	1961	13752.00	38202.48	2777.96	522.84	-1
315	CZE	1962	13851.00	39511.36	2852.60	544.22	-1
315	CZE	1963	13950.00	38616.70	2768.22	533.74	-1
315	CZE	1964	14027.00	37600.77	2680.60	524.86	-1
315	CZE	1965	14105.00	41197.18	2920.75	582.28	-1
315	CZE	1966	14183.00	48881.50	3446.49	706.60	-1
315	CZE	1967	14262.00	49038.06	3438.37	726.63	-1
315	CZE	1968	14341.00	52427.91	3655.81	805.41	-1
315	CZE	1969	14420.00	56039.30	3886.22	898.46	-1
315	CZE	1970	14334.00	58612.45	4089.05	995.19	-1
315	CZE	1971	14390.00	61386.56	4265.92	1090.11	-1
315	CZE	1972	14465.00	64570.02	4463.88	1189.94	-1
315	CZE	1973	14560.00	68656.07	4715.39	1326.72	-1
315	CZE	1974	14686.00	73873.24	5030.18	1543.76	-1
315	CZE	1975	14802.00	78155.56	5280.07	1773.63	-1
315	CZE	1976	14918.00	81116.08	5437.46	1931.33	-1
315	CZE	1977	15031.00	83974.38	5586.75	2110.84	-1
315	CZE	1978	15138.00	88379.51	5838.26	2360.70	-1
315	CZE	1979	15211.00	90484.08	5948.60	2605.37	-1
315	CZE	1980	15262.00	92397.16	6054.07	2893.30	-1
315	CZE	1981	15314.00	91842.25	5997.27	3134.77	-1
315	CZE	1982	15366.00	92702.65	6032.97	3345.83	-1
315	CZE	1983	15415.00	95174.39	6174.14	3559.52	-1
315	CZE	1984	15459.00	96900.95	6268.25	3749.48	-1
315	CZE	1985	15500.00	98591.55	6360.75	3920.00	-1
315	CZE	1986	15534.00	100849.51	6492.18	4089.49	-1
315	CZE	1987	15573.00	101507.01	6518.14	4224.99	-1
315	CZE	1988	15607.00	104083.81	6669.05	4471.33	-1
315	CZE	1989	15638.00	106320.54	6798.86	4730.44	-1
315	CZE	1990	15662.00	104069.40	6644.71	4801.60	-1
315	CZE	1991	15583.00	160418.94	10294.48	7702.74	-2
315	CZE	1992	15731.00	157915.19	10038.47	7689.27	-2
316	CZR	1993	10319.92	164135.84	15904.75	12451.83	0
316	CZR	1994	10322.56	171453.30	16609.57	13277.69	0
316	CZR	1995	10319.34	182089.13	17645.43	14399.73	0
316	CZR	1996	10310.02	189538.63	18383.93	15287.89	0
316	CZR	1997	10295.98	180009.06	17483.42	14795.87	0
316	CZR	1998	10278.71	172519.39	16784.15	14364.55	0
316	CZR	1999	10260.33	171389.59	16704.09	14506.17	0
316	CZR	2000	10242.89	179943.48	17567.65	15586.54	0
316	CZR	2001	10225.70	189353.89	18517.45	16800.33	0
316	CZR	2002	10209.50	187778.59	18392.54	16957.18	0
316	CZR	2003	10199.33	192250.55	18849.34	17743.82	0
316	CZR	2004	10201.67	198722.83	19479.45	18853.38	0
316	CZR	2005	10220.64	207306.14	20283.09	20283.09	0
316	CZR	2006	10258.80	210596.88	20528.42	21191.69	0
316	CZR	2007	10313.53	222860.95	21608.61	22954.18	0
316	CZR	2008	10377.36	221040.91	21300.30	23128.30	0
316	CZR	2009	10439.74	223811.58	21438.43	23481.30	0
316	CZR	2010	10492.96	221931.02	21150.47	23475.54	0
316	CZR	2011	10534.29	221607.58	21036.78	23847.08	0
317	SLO	1993	5335.52	57742.01	10822.19	8472.69	0
317	SLO	1994	5353.77	59257.32	11068.34	8848.03	0
317	SLO	1995	5368.89	61689.41	11490.15	9376.65	0
317	SLO	1996	5380.81	65703.22	12210.66	10154.26	0
317	SLO	1997	5389.90	65624.07	12175.39	10303.79	0
317	SLO	1998	5396.55	64952.93	12036.01	10300.90	0
317	SLO	1999	5401.35	61929.40	11465.54	9956.91	0
317	SLO	2000	5404.85	65996.29	12210.58	10833.59	0
317	SLO	2001	5407.05	70647.14	13065.76	11854.17	0
317	SLO	2002	5408.16	72428.66	13392.47	12347.32	0
317	SLO	2003	5409.18	71277.13	13177.06	12404.23	0
317	SLO	2004	5411.34	73729.90	13625.07	13187.16	0
317	SLO	2005	5415.50	82398.97	15215.41	15215.41	0
317	SLO	2006	5422.12	86505.27	15954.14	16469.61	0
317	SLO	2007	5430.97	92250.32	16985.96	18043.68	0
317	SLO	2008	5441.30	100573.12	18483.27	20069.51	0
317	SLO	2009	5451.97	99594.77	18267.67	20008.40	0
317	SLO	2010	5462.12	103263.84	18905.45	20983.73	0
317	SLO	2011	5471.50	105107.92	19210.07	21776.34	0
325	ITA	1950	46809.76	168334.55	3596.14	527.05	0
325	ITA	1951	47120.80	184075.08	3906.45	613.78	0
325	ITA	1952	47367.25	189922.94	4009.58	640.81	0
325	ITA	1953	47656.42	203576.17	4271.75	690.91	0
325	ITA	1954	47996.28	212428.02	4425.93	722.40	0
325	ITA	1955	48328.19	226767.78	4692.25	778.96	0
325	ITA	1956	48614.38	235556.44	4845.41	831.96	0
325	ITA	1957	48873.75	245635.02	5025.91	891.65	0
325	ITA	1958	49165.90	256041.17	5207.70	944.62	0
325	ITA	1959	49519.67	274019.47	5533.55	1015.68	0
325	ITA	1960	49882.98	300161.59	6017.31	1119.94	0
325	ITA	1961	50206.54	324760.84	6468.50	1217.44	0
325	ITA	1962	50524.53	343017.91	6789.14	1295.23	0
325	ITA	1963	50877.41	358954.97	7055.29	1360.33	0
325	ITA	1964	51276.79	368855.22	7193.41	1408.47	0
325	ITA	1965	51661.26	378547.22	7327.49	1460.81	0
325	ITA	1966	52003.60	399846.16	7688.82	1576.36	0
325	ITA	1967	52337.00	428676.38	8190.69	1730.94	0
325	ITA	1968	52654.50	456367.69	8667.21	1909.47	0
325	ITA	1969	52982.83	484494.28	9144.36	2114.09	0
325	ITA	1970	53324.77	549012.94	10295.65	2505.75	0
325	ITA	1971	53700.12	562967.75	10483.55	2678.97	0
325	ITA	1972	54074.03	591707.44	10942.54	2916.95	0
325	ITA	1973	54438.15	645499.88	11857.49	3336.22	0
325	ITA	1974	54781.37	710923.50	12977.47	3982.78	0
325	ITA	1975	55095.52	698582.94	12679.49	4259.17	0
325	ITA	1976	55377.23	766373.75	13839.15	4915.53	0
325	ITA	1977	55627.79	806396.44	14496.29	5477.13	0
325	ITA	1978	55849.35	850825.06	15234.29	6159.98	0
325	ITA	1979	56046.09	925959.56	16521.40	7236.04	0
325	ITA	1980	56221.17	991151.50	17629.51	8425.32	0
325	ITA	1981	56376.11	976283.69	17317.33	9051.77	0
325	ITA	1982	56510.20	961749.38	17019.04	9438.59	0
325	ITA	1983	56622.07	950684.44	16790.00	9679.77	0
325	ITA	1984	56709.58	964447.19	17006.78	10172.94	0
325	ITA	1985	56772.14	977118.44	17211.23	10606.94	0
325	ITA	1986	56808.91	1030483.63	18139.47	11426.23	0
325	ITA	1987	56823.40	1082731.25	19054.32	12350.82	0
325	ITA	1988	56824.70	1131328.25	19909.09	13348.25	0
325	ITA	1989	56824.79	1177161.25	20715.63	14413.31	0
325	ITA	1990	56832.33	1228403.50	21614.52	15619.08	0
325	ITA	1991	56856.06	1261036.13	22179.45	16595.55	0
325	ITA	1992	56895.15	1284423.63	22575.27	17292.21	0
325	ITA	1993	56937.52	1276885.50	22426.08	17557.38	0
325	ITA	1994	56965.20	1320416.38	23179.35	18529.57	0
325	ITA	1995	56968.04	1379243.25	24210.83	19757.49	0
325	ITA	1996	56938.34	1409530.75	24755.39	20586.33	0
325	ITA	1997	56888.30	1452393.13	25530.61	21606.05	0
325	ITA	1998	56851.52	1525872.38	26839.60	22970.41	0
325	ITA	1999	56873.68	1570026.88	27605.51	23973.18	0
325	ITA	2000	56986.33	1637449.13	28734.07	25493.73	0
325	ITA	2001	57199.22	1675999.88	29301.10	26584.01	0
325	ITA	2002	57498.87	1618176.38	28142.75	25946.49	0
325	ITA	2003	57864.33	1609498.63	27815.04	26183.69	0
325	ITA	2004	58263.78	1624929.38	27889.18	26992.83	0
325	ITA	2005	58671.21	1668098.88	28431.30	28431.30	0
325	ITA	2006	59082.10	1714676.38	29021.93	29959.63	0
325	ITA	2007	59495.24	1784665.13	29996.77	31864.67	0
325	ITA	2008	59891.48	1832565.13	30598.09	33224.02	0
325	ITA	2009	60248.65	1737255.88	28834.77	31582.43	0
325	ITA	2010	60550.85	1752381.88	28940.67	32122.11	0
325	ITA	2011	60788.69	1765958.63	29050.77	32931.67	0
331	SNM	1950	13.00	209.00	16076.92	2356.23	3
331	SNM	1951	13.00	229.00	17615.38	2767.73	3
