ccode,year,attacksum,deathsum
40,2004,0,0
40,2005,0,0
40,2006,0,0
40,2007,1,1
40,2008,0,0
40,2009,0,0
40,2010,0,0
53,1981,0,0
53,1982,0,0
53,1983,0,0
53,1984,0,0
53,1985,0,0
53,1986,0,0
53,1987,0,0
53,1988,0,0
53,1989,0,0
53,1990,0,0
53,1991,0,0
53,1992,1,3
53,1993,0,0
53,1994,0,0
53,1995,0,0
53,1996,0,0
53,1997,0,0
53,1998,0,0
53,1999,0,0
53,2000,0,0
53,2001,0,0
53,2002,0,0
53,2003,0,0
53,2004,0,0
53,2005,0,0
53,2006,0,0
53,2007,0,0
53,2008,0,0
53,2009,0,0
53,2010,0,0
58,1981,0,0
58,1982,0,0
58,1983,0,0
58,1984,0,0
58,1985,0,0
58,1986,0,0
58,1987,0,0
58,1988,0,0
58,1989,0,0
58,1990,0,0
58,1991,0,0
58,1992,1,0
58,1993,0,0
58,1994,0,0
58,1995,0,0
58,1996,0,0
58,1997,1,1
58,1998,0,0
58,1999,0,0
58,2000,0,0
58,2001,0,0
58,2002,0,0
58,2003,0,0
58,2004,0,0
58,2005,0,0
58,2006,0,0
58,2007,0,0
58,2008,0,0
58,2009,0,0
58,2010,0,0
80,1981,0,0
80,1982,0,0
80,1983,0,0
80,1984,0,0
80,1985,0,0
80,1986,0,0
80,1987,0,0
80,1988,0,0
80,1989,0,0
80,1990,0,0
80,1991,3,2
80,1992,2,1
80,1993,0,0
80,1994,0,0
80,1995,0,0
80,1996,0,0
80,1997,0,0
80,1998,0,0
80,1999,0,0
80,2000,1,0
80,2001,0,0
80,2002,0,0
80,2003,0,0
80,2004,0,0
80,2005,0,0
80,2006,0,0
80,2007,0,0
80,2008,0,0
80,2009,0,0
80,2010,0,0
310,1981,0,0
310,1982,0,0
310,1983,0,0
310,1984,0,0
310,1985,0,0
310,1986,0,0
310,1987,0,0
310,1988,0,0
310,1989,1,0
310,1990,0,0
310,1991,3,0
310,1992,1,0
310,1993,0,0
310,1994,2,0
310,1995,0,0
310,1996,13,0
310,1997,17,3
310,1998,2,0
310,1999,0,0
310,2000,0,0
310,2001,1,1
310,2002,0,0
310,2003,0,0
310,2004,0,0
310,2005,0,0
310,2006,0,0
310,2007,0,0
310,2008,2,0
310,2009,1,2
310,2010,0,0
315,1981,0,0
315,1982,0,0
315,1983,0,0
315,1984,0,0
315,1985,0,0
315,1986,0,0
315,1987,0,0
315,1988,0,0
315,1989,4,0
315,1990,1,0
315,1991,1,1
315,1992,3,0
315,1993,0,0
315,1994,0,0
315,1995,0,0
315,1996,0,0
315,1997,0,0
315,1998,0,0
315,1999,0,0
315,2000,0,0
315,2001,0,0
315,2002,0,0
315,2003,0,0
315,2004,0,0
315,2005,0,0
315,2006,0,0
315,2007,0,0
315,2008,0,0
315,2009,0,0
315,2010,0,0
316,1981,0,0
316,1982,0,0
316,1983,0,0
316,1984,0,0
316,1985,0,0
316,1986,0,0
316,1987,0,0
316,1988,0,0
316,1989,0,0
316,1990,0,0
316,1991,0,0
316,1992,0,0
316,1993,0,0
316,1994,1,0
316,1995,3,1
316,1996,3,2
316,1997,4,1
316,1998,0,0
316,1999,0,0
316,2000,0,0
316,2001,1,0
316,2002,0,0
316,2003,1,0
316,2004,0,0
316,2005,0,0
316,2006,0,0
316,2007,0,0
316,2008,2,0
316,2009,1,0
316,2010,0,0
317,1981,0,0
317,1982,0,0
317,1983,0,0
317,1984,0,0
317,1985,0,0
317,1986,0,0
317,1987,0,0
317,1988,0,0
317,1989,0,0
317,1990,0,0
317,1991,0,0
317,1992,0,0
317,1993,0,0
317,1994,1,0
317,1995,3,3
317,1996,5,1
317,1997,4,2
317,1998,2,1
317,1999,1,0
317,2000,1,0
317,2001,0,0
317,2002,0,0
317,2003,0,0
317,2004,0,0
317,2005,0,0
317,2006,0,0
317,2007,0,0
317,2008,0,0
317,2009,0,0
317,2010,0,0
343,1981,0,0
343,1982,0,0
343,1983,0,0
343,1984,0,0
343,1985,0,0
343,1986,0,0
343,1987,0,0
343,1988,0,0
343,1989,0,0
343,1990,0,0
343,1991,0,0
343,1992,0,0
343,1993,0,0
343,1994,1,0
343,1995,1,1
343,1996,0,0
343,1997,2,0
343,1998,5,0
343,1999,3,0
343,2000,3,3
343,2001,67,35
343,2002,8,3
343,2003,5,0
343,2004,0,0
343,2005,0,0
343,2006,3,0
343,2007,1,0
343,2008,9,2
343,2009,1,0
343,2010,0,0
344,1981,0,0
344,1982,0,0
344,1983,0,0
344,1984,0,0
344,1985,0,0
344,1986,0,0
344,1987,0,0
344,1988,0,0
344,1989,0,0
344,1990,0,0
344,1991,24,236
344,1992,4,2
344,1993,0,0
344,1994,4,3
344,1995,1,1
344,1996,3,0
344,1997,8,2
344,1998,0,0
344,1999,0,0
344,2000,2,3
344,2001,3,0
344,2002,0,0
344,2003,0,0
344,2004,0,0
344,2005,1,0
344,2006,0,0
344,2007,0,0
344,2008,2,0
344,2009,1,0
344,2010,0,0
346,1981,0,0
346,1982,0,0
346,1983,0,0
346,1984,0,0
346,1985,0,0
346,1986,0,0
346,1987,0,0
346,1988,0,0
346,1989,0,0
346,1990,0,0
346,1991,0,0
346,1992,22,55
346,1993,0,0
346,1994,9,3
346,1995,6,2
346,1996,33,2
346,1997,42,5
346,1998,9,2
346,1999,5,1
346,2000,6,1
346,2001,2,0
346,2002,3,0
346,2003,1,0
346,2004,0,0
346,2005,1,0
346,2006,1,0
346,2007,2,1
346,2008,4,2
346,2009,1,0
346,2010,1,1
349,1981,0,0
349,1982,0,0
349,1983,0,0
349,1984,0,0
349,1985,0,0
349,1986,0,0
349,1987,0,0
349,1988,0,0
349,1989,0,0
349,1990,0,0
349,1991,0,0
349,1992,0,0
349,1993,0,0
349,1994,1,1
349,1995,0,0
349,1996,3,0
349,1997,1,0
349,1998,0,0
349,1999,0,0
349,2000,1,0
349,2001,0,0
349,2002,0,0
349,2003,0,0
349,2004,0,0
349,2005,0,0
349,2006,0,0
349,2007,0,0
349,2008,0,0
349,2009,0,0
349,2010,0,0
359,1981,0,0
359,1982,0,0
359,1983,0,0
359,1984,0,0
359,1985,0,0
359,1986,0,0
359,1987,0,0
359,1988,0,0
359,1989,0,0
359,1990,0,0
359,1991,1,0
359,1992,11,10
359,1993,0,0
359,1994,1,1
359,1995,0,0
359,1996,2,0
359,1997,1,0
359,1998,0,0
359,1999,0,0
359,2000,1,0
359,2001,0,0
359,2002,0,0
359,2003,0,0
359,2004,0,0
359,2005,0,0
359,2006,1,2
359,2007,0,0
359,2008,0,0
359,2009,1,0
359,2010,0,0
365,1981,0,0
365,1982,0,0
365,1983,0,0
365,1984,0,0
365,1985,0,0
365,1986,0,0
365,1987,0,0
365,1988,0,0
365,1989,7,6
365,1990,36,58
365,1991,34,28
365,1992,21,34
365,1993,0,0
365,1994,47,34
365,1995,37,145
365,1996,66,135
365,1997,77,61
365,1998,26,49
365,1999,54,395
365,2000,139,354
365,2001,135,219
365,2002,89,471
365,2003,76,328
365,2004,43,607
365,2005,63,156
365,2006,57,60
365,2007,51,55
365,2008,170,95
365,2009,152,139
365,2010,251,229
366,1981,0,0
366,1982,0,0
366,1983,0,0
366,1984,0,0
366,1985,0,0
366,1986,0,0
366,1987,0,0
366,1988,0,0
366,1989,0,0
366,1990,0,0
366,1991,0,0
366,1992,2,0
366,1993,0,0
366,1994,6,0
366,1995,2,0
366,1996,1,1
366,1997,0,0
366,1998,0,0
366,1999,1,0
366,2000,0,0
366,2001,1,1
366,2002,0,0
366,2003,0,0
366,2004,0,0
366,2005,0,0
366,2006,0,0
366,2007,0,0
366,2008,0,0
366,2009,0,0
366,2010,0,0
367,1981,0,0
367,1982,0,0
367,1983,0,0
367,1984,0,0
367,1985,0,0
367,1986,0,0
367,1987,0,0
367,1988,0,0
367,1989,0,0
367,1990,0,0
367,1991,0,0
367,1992,2,0
367,1993,0,0
367,1994,2,1
367,1995,1,0
367,1996,0,0
367,1997,2,0
367,1998,4,0
367,1999,1,0
367,2000,4,1
367,2001,0,0
367,2002,0,0
367,2003,0,0
367,2004,0,0
367,2005,0,0
367,2006,0,0
367,2007,1,0
367,2008,0,0
367,2009,0,0
367,2010,0,0
368,1981,0,0
368,1982,0,0
368,1983,0,0
368,1984,0,0
368,1985,0,0
368,1986,0,0
368,1987,0,0
368,1988,0,0
368,1989,0,0
368,1990,0,0
368,1991,1,0
368,1992,1,0
368,1993,0,0
368,1994,0,0
368,1995,2,0
368,1996,3,0
368,1997,1,1
368,1998,0,0
368,1999,0,0
368,2000,0,0
368,2001,0,0
368,2002,0,0
368,2003,0,0
368,2004,0,0
368,2005,0,0
368,2006,0,0
368,2007,0,0
368,2008,0,0
368,2009,0,0
368,2010,0,0
369,1981,0,0
369,1982,0,0
369,1983,0,0
369,1984,0,0
369,1985,0,0
369,1986,0,0
369,1987,0,0
369,1988,0,0
369,1989,0,0
369,1990,0,0
369,1991,2,0
369,1992,1,1
369,1993,0,0
369,1994,10,4
369,1995,2,0
369,1996,3,0
369,1997,2,2
369,1998,0,0
369,1999,6,1
369,2000,1,0
369,2001,0,0
369,2002,3,1
369,2003,1,0
369,2004,0,0
369,2005,0,0
369,2006,0,0
369,2007,1,0
369,2008,1,0
369,2009,2,0
369,2010,4,1
370,1981,0,0
370,1982,0,0
370,1983,0,0
370,1984,0,0
370,1985,0,0
370,1986,0,0
370,1987,0,0
370,1988,0,0
370,1989,0,0
370,1990,0,0
370,1991,0,0
370,1992,0,0
370,1993,0,0
370,1994,1,0
370,1995,0,0
370,1996,0,0
370,1997,2,1
370,1998,0,0
370,1999,1,0
370,2000,0,0
370,2001,1,0
370,2002,0,0
370,2003,0,0
370,2004,0,0
370,2005,0,0
370,2006,1,0
370,2007,0,0
370,2008,1,0
370,2009,0,0
370,2010,2,0
371,1981,0,0
371,1982,0,0
371,1983,0,0
371,1984,0,0
371,1985,0,0
371,1986,0,0
371,1987,0,0
371,1988,0,0
371,1989,0,0
371,1990,0,0
371,1991,1,0
371,1992,2,2
371,1993,0,0
371,1994,4,15
371,1995,1,2
371,1996,1,2
371,1997,0,0
371,1998,2,0
371,1999,2,8
371,2000,2,0
371,2001,2,1
371,2002,0,0
371,2003,0,0
371,2004,0,0
371,2005,0,0
371,2006,0,0
371,2007,1,0
371,2008,0,0
371,2009,1,1
371,2010,0,0
372,1981,0,0
372,1982,0,0
372,1983,0,0
372,1984,0,0
372,1985,0,0
372,1986,0,0
372,1987,0,0
372,1988,0,0
372,1989,0,0
372,1990,0,0
372,1991,3,2
372,1992,39,109
372,1993,0,0
372,1994,18,29
372,1995,17,14
372,1996,3,2
372,1997,6,35
372,1998,12,32
372,1999,7,5
372,2000,7,3
372,2001,4,6
372,2002,2,1
372,2003,6,0
372,2004,3,0
372,2005,6,8
372,2006,3,5
372,2007,0,0
372,2008,33,13
372,2009,25,5
372,2010,7,4
373,1981,0,0
373,1982,0,0
373,1983,0,0
373,1984,0,0
373,1985,0,0
373,1986,0,0
373,1987,0,0
373,1988,0,0
373,1989,0,0
373,1990,0,0
373,1991,3,26
373,1992,12,186
373,1993,0,0
373,1994,11,30
373,1995,2,0
373,1996,2,2
373,1997,1,1
373,1998,0,0
373,1999,0,0
373,2000,1,0
373,2001,4,1
373,2002,1,0
373,2003,0,0
373,2004,0,0
373,2005,0,0
373,2006,0,0
373,2007,1,0
373,2008,2,5
373,2009,2,1
373,2010,0,0
375,1981,0,0
375,1982,0,0
375,1983,0,0
375,1984,0,0
375,1985,0,0
375,1986,1,0
375,1987,0,0
375,1988,0,0
375,1989,0,0
375,1990,0,0
375,1991,0,0
375,1992,1,0
375,1993,0,0
375,1994,1,0
375,1995,1,0
375,1996,0,0
375,1997,0,0
375,1998,0,0
375,1999,0,0
375,2000,0,0
375,2001,0,0
375,2002,0,0
375,2003,0,0
375,2004,0,0
375,2005,0,0
375,2006,0,0
375,2007,1,9
375,2008,1,0
375,2009,0,0
375,2010,0,0
411,1981,0,0
411,1982,0,0
411,1983,0,0
411,1984,0,0
411,1985,0,0
411,1986,0,0
411,1987,0,0
411,1988,0,0
411,1989,0,0
411,1990,0,0
411,1991,0,0
411,1992,1,1
411,1993,0,0
411,1994,0,0
411,1995,0,0
411,1996,0,0
411,1997,0,0
411,1998,0,0
411,1999,0,0
411,2000,0,0
411,2001,0,0
411,2002,0,0
411,2003,0,0
411,2004,0,0
411,2005,0,0
411,2006,0,0
411,2007,0,0
411,2008,0,0
411,2009,1,1
411,2010,0,0
420,1981,0,0
420,1982,0,0
420,1983,0,0
420,1984,0,0
420,1985,0,0
420,1986,0,0
420,1987,0,0
420,1988,0,0
420,1989,0,0
420,1990,0,0
420,1991,0,0
420,1992,0,0
420,1993,0,0
420,1994,1,13
420,1995,1,0
420,1996,0,0
420,1997,0,0
420,1998,0,0
420,1999,0,0
420,2000,1,0
420,2001,0,0
420,2002,0,0
420,2003,0,0
420,2004,0,0
420,2005,0,0
420,2006,0,0
420,2007,0,0
420,2008,0,0
420,2009,0,0
420,2010,0,0
432,1981,0,0
432,1982,0,0
432,1983,0,0
432,1984,0,0
432,1985,0,0
432,1986,0,0
432,1987,0,0
432,1988,0,0
432,1989,0,0
432,1990,1,14
432,1991,12,43
432,1992,3,5
432,1993,0,0
432,1994,13,131
432,1995,1,2
432,1996,0,0
432,1997,3,0
432,1998,0,0
432,1999,0,0
432,2000,0,0
432,2001,0,0
432,2002,0,0
432,2003,0,0
432,2004,0,0
432,2005,1,0
432,2006,0,0
432,2007,5,20
432,2008,9,55
432,2009,6,29
432,2010,1,1
433,1981,0,0
433,1982,0,0
433,1983,0,0
433,1984,0,0
433,1985,0,0
433,1986,0,0
433,1987,0,0
433,1988,3,2
433,1989,0,0
433,1990,11,20
433,1991,4,5
433,1992,15,64
433,1993,0,0
433,1994,2,5
433,1995,8,18
433,1996,0,0
433,1997,26,92
433,1998,1,4
433,1999,1,1
433,2000,4,4
433,2001,8,28
433,2002,3,8
433,2003,0,0
433,2004,0,0
433,2005,1,0
433,2006,0,0
433,2007,1,1
433,2008,2,10
433,2009,3,9
433,2010,1,3
434,1981,0,0
434,1982,0,0
434,1983,0,0
434,1984,0,0
434,1985,0,0
434,1986,0,0
434,1987,0,0
434,1988,0,0
434,1989,0,0
434,1990,0,0
434,1991,0,0
434,1992,1,0
434,1993,0,0
434,1994,3,0
434,1995,1,0
434,1996,2,0
434,1997,0,0
434,1998,0,0
434,1999,0,0
434,2000,0,0
434,2001,0,0
434,2002,0,0
434,2003,0,0
434,2004,0,0
434,2005,0,0
434,2006,0,0
434,2007,1,0
434,2008,0,0
434,2009,0,0
434,2010,0,0
435,1981,0,0
435,1982,0,0
435,1983,0,0
435,1984,0,0
435,1985,0,0
435,1986,0,0
435,1987,0,0
435,1988,1,0
435,1989,0,0
435,1990,0,0
435,1991,0,0
435,1992,0,0
435,1993,0,0
435,1994,0,0
435,1995,0,0
435,1996,1,0
435,1997,0,0
435,1998,0,0
435,1999,0,0
435,2000,0,0
435,2001,0,0
435,2002,0,0
435,2003,0,0
435,2004,1,0
435,2005,1,23
435,2006,0,0
435,2007,0,0
435,2008,2,12
435,2009,5,2
435,2010,1,1
436,1981,0,0
436,1982,0,0
436,1983,0,0
436,1984,0,0
436,1985,1,3
436,1986,0,0
436,1987,0,0
436,1988,0,0
436,1989,1,171
436,1990,0,0
436,1991,6,8
436,1992,16,34
436,1993,0,0
436,1994,8,53
436,1995,2,22
436,1996,1,2
436,1997,3,32
436,1998,0,0
436,1999,2,4
436,2000,0,0
436,2001,0,0
436,2002,0,0
436,2003,0,0
436,2004,0,0
436,2005,0,0
436,2006,0,0
436,2007,6,62
436,2008,9,6
436,2009,4,18
436,2010,3,9
437,1981,0,0
437,1982,0,0
437,1983,0,0
437,1984,0,0
437,1985,0,0
437,1986,0,0
437,1987,0,0
437,1988,0,0
437,1989,0,0
437,1990,0,0
437,1991,0,0
437,1992,3,1
437,1993,0,0
437,1994,2,5
437,1995,7,40
437,1996,2,5
437,1997,1,0
437,1998,0,0
437,1999,0,0
437,2000,2,4
437,2001,1,12
437,2002,1,3
437,2003,0,0
437,2004,1,12
437,2005,1,41
437,2006,3,20
437,2007,1,0
437,2008,0,0
437,2009,0,0
437,2010,7,10
438,1981,0,0
438,1982,0,0
438,1983,0,0
438,1984,0,0
438,1985,0,0
438,1986,0,0
438,1987,0,0
438,1988,0,0
438,1989,0,0
438,1990,0,0
438,1991,0,0
438,1992,2,0
438,1993,0,0
438,1994,2,2
438,1995,0,0
438,1996,1,2
438,1997,0,0
438,1998,0,0
438,1999,0,0
438,2000,12,176
438,2001,0,0
438,2002,0,0
438,2003,0,0
438,2004,0,0
438,2005,1,0
438,2006,0,0
438,2007,0,0
438,2008,0,0
438,2009,0,0
438,2010,0,0
450,1981,0,0
450,1982,0,0
450,1983,0,0
450,1984,0,0
450,1985,0,0
450,1986,0,0
450,1987,0,0
450,1988,0,0
450,1989,0,0
450,1990,4,2
450,1991,1,0
450,1992,10,37
450,1993,0,0
450,1994,3,110
450,1995,0,0
450,1996,1,10
450,1997,0,0
450,1998,0,0
450,1999,2,0
450,2000,1,0
450,2001,3,1
450,2002,3,3
450,2003,2,0
450,2004,0,0
450,2005,0,0
450,2006,0,0
450,2007,0,0
450,2008,1,12
450,2009,0,0
450,2010,0,0
451,1981,0,0
451,1982,0,0
451,1983,0,0
451,1984,0,0
451,1985,0,0
451,1986,0,0
451,1987,0,0
451,1988,0,0
451,1989,0,0
451,1990,0,0
451,1991,9,128
451,1992,4,21
451,1993,0,0
451,1994,22,228
451,1995,14,40
451,1996,5,60
451,1997,3,16
451,1998,7,258
451,1999,9,28
451,2000,24,59.999999
451,2001,0,0
451,2002,0,0
451,2003,0,0
451,2004,0,0
451,2005,0,0
451,2006,0,0
451,2007,0,0
451,2008,0,0
451,2009,0,0
451,2010,0,0
452,1981,0,0
452,1982,0,0
452,1983,0,0
452,1984,0,0
452,1985,0,0
452,1986,0,0
452,1987,1,0
452,1988,0,0
452,1989,0,0
452,1990,0,0
452,1991,0,0
452,1992,8,0
452,1993,0,0
452,1994,4,13
452,1995,1,2
452,1996,2,3
452,1997,1,1
452,1998,0,0
452,1999,0,0
452,2000,0,0
452,2001,0,0
452,2002,0,0
452,2003,0,0
452,2004,0,0
452,2005,0,0
452,2006,0,0
452,2007,0,0
452,2008,0,0
452,2009,0,0
452,2010,0,0
461,1981,0,0
461,1982,0,0
461,1983,0,0
461,1984,0,0
461,1985,3,1
461,1986,0,0
461,1987,0,0
461,1988,0,0
461,1989,0,0
461,1990,0,0
461,1991,2,13
461,1992,27,12
461,1993,0,0
461,1994,13,47
461,1995,1,0
461,1996,1,3
461,1997,0,0
461,1998,0,0
461,1999,0,0
461,2000,0,0
461,2001,0,0
461,2002,0,0
461,2003,0,0
461,2004,0,0
461,2005,1,0
461,2006,0,0
461,2007,0,0
461,2008,0,0
461,2009,0,0
461,2010,0,0
471,1981,0,0
471,1982,0,0
471,1983,0,0
471,1984,0,0
471,1985,0,0
471,1986,0,0
471,1987,0,0
471,1988,0,0
471,1989,0,0
471,1990,0,0
471,1991,4,36
471,1992,6,6
471,1993,0,0
471,1994,6,33
471,1995,2,5
471,1996,0,0
471,1997,0,0
471,1998,1,0
471,1999,0,0
471,2000,0,0
471,2001,0,0
471,2002,0,0
471,2003,0,0
471,2004,0,0
471,2005,0,0
471,2006,0,0
471,2007,1,31
471,2008,1,3
471,2009,1,0
471,2010,3,5
481,1981,0,0
481,1982,0,0
481,1983,0,0
481,1984,0,0
481,1985,0,0
481,1986,0,0
481,1987,0,0
481,1988,0,0
481,1989,0,0
481,1990,0,0
481,1991,0,0
481,1992,0,0
481,1993,0,0
481,1994,1,0
481,1995,0,0
481,1996,1,0
481,1997,1,4
481,1998,0,0
481,1999,0,0
481,2000,0,0
481,2001,0,0
481,2002,0,0
481,2003,0,0
481,2004,0,0
481,2005,0,0
481,2006,0,0
481,2007,0,0
481,2008,0,0
481,2009,0,0
481,2010,0,0
501,1981,0,0
501,1982,0,0
501,1983,0,0
501,1984,0,0
501,1985,0,0
501,1986,0,0
501,1987,0,0
501,1988,0,0
501,1989,4,4
501,1990,0,0
501,1991,5,0
501,1992,30,155
501,1993,0,0
501,1994,5,40
501,1995,4,2
501,1996,3,2
501,1997,17,36
501,1998,3,368
501,1999,0,0
501,2000,4,26
501,2001,7,13
501,2002,2,16
501,2003,2,3
501,2004,0,0
501,2005,2,56
501,2006,2,18
501,2007,12,33
501,2008,10,73
501,2009,1,0
501,2010,12,19
516,1981,0,0
516,1982,0,0
516,1983,0,0
516,1984,0,0
516,1985,0,0
516,1986,0,0
516,1987,0,0
516,1988,0,0
516,1989,0,0
516,1990,0,0
516,1991,7,117
516,1992,2,61
516,1993,0,0
516,1994,17,665
516,1995,83,583
516,1996,35,1371
516,1997,79,386
516,1998,13,392
516,1999,13,108
516,2000,17,97
516,2001,37,166
516,2002,18,67
516,2003,18,91
516,2004,1,18
516,2005,5,13
516,2006,5,21
516,2007,3,3
516,2008,7,28
516,2009,0,0
516,2010,29,14
517,1981,0,0
517,1982,0,0
517,1983,0,0
517,1984,0,0
517,1985,0,0
517,1986,0,0
517,1987,0,0
517,1988,0,0
517,1989,0,0
517,1990,0,0
517,1991,3,0
517,1992,18,141
517,1993,0,0
517,1994,33,1571
517,1995,17,201
517,1996,15,129
517,1997,33,1027
517,1998,9,100
517,1999,0,0
517,2000,1,4
517,2001,3,2
517,2002,0,0
517,2003,0,0
517,2004,0,0
517,2005,1,30
517,2006,0,0
517,2007,0,0
517,2008,1,0
517,2009,1,4
517,2010,8,6
522,1981,0,0
522,1982,0,0
522,1983,0,0
522,1984,0,0
522,1985,0,0
522,1986,0,0
522,1987,1,10
522,1988,2,0
522,1989,0,0
522,1990,1,1
522,1991,1,8
522,1992,6,228
522,1993,0,0
522,1994,2,6
522,1995,2,0
522,1996,0,0
522,1997,1,11
522,1998,0,0
522,1999,0,0
522,2000,0,0
522,2001,0,0
522,2002,0,0
522,2003,0,0
522,2004,1,0
522,2005,0,0
522,2006,0,0
522,2007,0,0
522,2008,0,0
522,2009,0,0
522,2010,0,0
553,1981,0,0
553,1982,0,0
553,1983,0,0
553,1984,0,0
553,1985,0,0
553,1986,0,0
553,1987,0,0
553,1988,0,0
553,1989,0,0
553,1990,0,0
553,1991,0,0
553,1992,3,32
553,1993,0,0
553,1994,0,0
553,1995,0,0
553,1996,0,0
553,1997,0,0
553,1998,0,0
553,1999,0,0
553,2000,0,0
553,2001,0,0
553,2002,1,1
553,2003,0,0
553,2004,0,0
553,2005,0,0
553,2006,0,0
553,2007,0,0
553,2008,0,0
553,2009,0,0
553,2010,0,0
571,1981,0,0
571,1982,0,0
571,1983,0,0
571,1984,0,0
571,1985,0,0
571,1986,0,0
571,1987,1,3
571,1988,2,1
571,1989,2,0
571,1990,1,6
571,1991,0,0
571,1992,0,0
571,1993,0,0
571,1994,0,0
571,1995,1,0
571,1996,0,0
571,1997,0,0
571,1998,0,0
571,1999,0,0
571,2000,0,0
571,2001,0,0
571,2002,0,0
571,2003,0,0
571,2004,0,0
571,2005,0,0
571,2006,0,0
571,2007,0,0
571,2008,0,0
571,2009,0,0
571,2010,0,0
580,1981,0,0
580,1982,0,0
580,1983,0,0
580,1984,0,0
580,1985,0,0
580,1986,0,0
580,1987,0,0
580,1988,0,0
580,1989,0,0
580,1990,0,0
580,1991,1,4
580,1992,7,16
580,1993,0,0
580,1994,0,0
580,1995,3,4
580,1996,2,1
580,1997,1,0
580,1998,0,0
580,1999,0,0
580,2000,0,0
580,2001,0,0
580,2002,5,0
580,2003,0,0
580,2004,0,0
580,2005,0,0
580,2006,1,0
580,2007,0,0
580,2008,0,0
580,2009,1,2
580,2010,0,0
581,1981,0,0
581,1982,0,0
581,1983,0,0
581,1984,0,0
581,1985,0,0
581,1986,0,0
581,1987,0,0
581,1988,0,0
581,1989,0,0
581,1990,0,0
581,1991,0,0
581,1992,1,1
581,1993,0,0
581,1994,1,0
581,1995,0,0
581,1996,0,0
581,1997,3,0
581,1998,0,0
581,1999,0,0
581,2000,0,0
581,2001,0,0
581,2002,0,0
581,2003,0,0
581,2004,0,0
581,2005,0,0
581,2006,0,0
581,2007,0,0
581,2008,0,0
581,2009,0,0
581,2010,0,0
590,1981,0,0
590,1982,0,0
590,1983,0,0
590,1984,0,0
590,1985,0,0
590,1986,0,0
590,1987,0,0
590,1988,0,0
590,1989,1,0
590,1990,0,0
590,1991,0,0
590,1992,0,0
590,1993,0,0
590,1994,0,0
590,1995,0,0
590,1996,0,0
590,1997,0,0
590,1998,0,0
590,1999,0,0
590,2000,0,0
590,2001,0,0
590,2002,0,0
590,2003,0,0
590,2004,0,0
590,2005,0,0
590,2006,0,0
590,2007,0,0
590,2008,0,0
590,2009,0,0
590,2010,0,0
600,1981,0,0
600,1982,0,0
600,1983,0,0
600,1984,0,0
600,1985,2,0
600,1986,2,2
600,1987,4,200
600,1988,0,0
600,1989,0,0
600,1990,0,0
600,1991,3,3
600,1992,1,2
600,1993,0,0
600,1994,2,0
600,1995,1,0
600,1996,2,0
600,1997,0,0
600,1998,0,0
600,1999,0,0
600,2000,0,0
600,2001,0,0
600,2002,0,0
600,2003,5,45
600,2004,0,0
600,2005,0,0
600,2006,0,0
600,2007,6,8
600,2008,0,0
600,2009,0,0
600,2010,0,0
615,1981,0,0
615,1982,0,0
615,1983,0,0
615,1984,0,0
615,1985,0,0
615,1986,0,0
615,1987,0,0
615,1988,0,0
615,1989,0,0
615,1990,2,3
615,1991,30,42
615,1992,216,237
615,1993,0,0
615,1994,227,500
615,1995,185,417
615,1996,130,529
615,1997,344,4266
615,1998,151,945
615,1999,106,467
615,2000,138,528
615,2001,113,624
615,2002,132,612
615,2003,75,269
615,2004,67,166
615,2005,104,228
615,2006,152,185
615,2007,124,279
615,2008,107,249
615,2009,108,203
615,2010,100,109
616,1981,0,0
616,1982,0,0
616,1983,0,0
616,1984,0,0
616,1985,0,0
616,1986,2,0
616,1987,4,2
616,1988,0,0
616,1989,0,0
616,1990,2,3
616,1991,3,4
616,1992,0,0
616,1993,0,0
616,1994,2,1
616,1995,1,7
616,1996,0,0
616,1997,0,0
616,1998,0,0
616,1999,0,0
616,2000,1,5
616,2001,1,3
616,2002,2,31
616,2003,0,0
616,2004,0,0
616,2005,0,0
616,2006,0,0
616,2007,1,14
616,2008,2,0
616,2009,0,0
616,2010,0,0
692,1981,0,0
692,1982,0,0
692,1983,0,0
692,1984,0,0
692,1985,0,0
692,1986,0,0
692,1987,0,0
692,1988,0,0
692,1989,0,0
692,1990,0,0
692,1991,1,1
692,1992,0,0
692,1993,0,0
692,1994,1,0
692,1995,8,1
692,1996,16,8
692,1997,11,5
692,1998,0,0
692,1999,0,0
692,2000,0,0
692,2001,0,0
692,2002,0,0
692,2003,1,0
692,2004,0,0
692,2005,0,0
692,2006,1,0
692,2007,0,0
692,2008,1,1
692,2009,0,0
692,2010,2,0
700,1981,0,0
700,1982,0,0
700,1983,0,0
700,1984,0,0
700,1985,0,0
700,1986,0,0
700,1987,1,0
700,1988,11,128
700,1989,10,10
700,1990,3,13
700,1991,30,68
700,1992,36,49
700,1993,0,0
700,1994,9,22
700,1995,6,5
700,1996,4,31
700,1997,1,4
700,1998,1,8
700,1999,9,39
700,2000,14,38
700,2001,13,172
700,2002,38,74
700,2003,100,163
700,2004,88,275
700,2005,155,365
700,2006,282,726
700,2007,345,1195
700,2008,416,1085
700,2009,502,1058
700,2010,538,1054
702,1981,0,0
702,1982,0,0
702,1983,0,0
702,1984,0,0
702,1985,0,0
702,1986,0,0
702,1987,0,0
702,1988,0,0
702,1989,0,0
702,1990,0,0
702,1991,0,0
702,1992,17,14
702,1993,0,0
702,1994,31,48
702,1995,34,78
