ccode,year,attacksum,deathsum
395,1993,0,0
395,1994,0,0
395,1995,0,0
395,1996,0,0
395,1997,0,0
395,1998,0,0
395,1999,0,0
395,2000,0,0
395,2001,0,0
395,2002,0,0
395,2003,0,0
395,2004,0,0
395,2005,0,0
395,2006,0,0
395,2007,0,0
395,2008,0,0
395,2009,0,0
395,2010,0,0
439,1981,0,0
439,1982,0,0
439,1983,0,0
439,1984,1,1
439,1985,0,0
439,1986,0,0
439,1987,0,0
439,1988,0,0
439,1989,0,0
439,1990,0,0
439,1991,2,1
439,1992,0,0
439,1993,0,0
439,1994,0,0
439,1995,0,0
439,1996,0,0
439,1997,0,0
439,1998,0,0
439,1999,0,0
439,2000,0,0
439,2001,0,0
439,2002,0,0
439,2003,0,0
439,2004,0,0
439,2005,0,0
439,2006,0,0
439,2007,0,0
439,2008,0,0
439,2009,0,0
439,2010,0,0
475,1981,0,0
475,1982,0,0
475,1983,3,1
475,1984,0,0
475,1985,0,0
475,1986,0,0
475,1987,0,0
475,1988,2,4
475,1989,0,0
475,1990,0,0
475,1991,3,10
475,1992,13,135
475,1993,0,0
475,1994,8,15
475,1995,1,1
475,1996,11,24
475,1997,20,107
475,1998,2,9
475,1999,18,134
475,2000,7,20
475,2001,5,3
475,2002,6,28
475,2003,9,28
475,2004,6,41
475,2005,9,19
475,2006,37,254
475,2007,62,86
475,2008,76,72
475,2009,42,316
475,2010,63,117
482,1981,1,3
482,1982,0,0
482,1983,0,0
482,1984,0,0
482,1985,0,0
482,1986,1,0
482,1987,0,0
482,1988,0,0
482,1989,0,0
482,1990,0,0
482,1991,4,3
482,1992,1,1
482,1993,0,0
482,1994,1,2
482,1995,0,0
482,1996,1,2
482,1997,0,0
482,1998,0,0
482,1999,0,0
482,2000,1,1
482,2001,1,7
482,2002,0,0
482,2003,0,0
482,2004,0,0
482,2005,0,0
482,2006,1,4
482,2007,1,1
482,2008,2,1
482,2009,5,38
482,2010,13,46
483,1981,0,0
483,1982,0,0
483,1983,0,0
483,1984,1,0
483,1985,1,0
483,1986,1,0
483,1987,0,0
483,1988,0,0
483,1989,0,0
483,1990,0,0
483,1991,2,40
483,1992,4,170
483,1993,0,0
483,1994,1,1
483,1995,3,0
483,1996,1,1
483,1997,1,2
483,1998,1,0
483,1999,1,77
483,2000,0,0
483,2001,0,0
483,2002,4,21
483,2003,0,0
483,2004,0,0
483,2005,0,0
483,2006,11,103
483,2007,7,136
483,2008,8,11
483,2009,3,0
483,2010,1,0
484,1981,0,0
484,1982,1,15
484,1983,0,0
484,1984,0,0
484,1985,0,0
484,1986,0,0
484,1987,0,0
484,1988,0,0
484,1989,0,0
484,1990,0,0
484,1991,0,0
484,1992,0,0
484,1993,0,0
484,1994,8,12
484,1995,0,0
484,1996,1,0
484,1997,2,2
484,1998,0,0
484,1999,3,107
484,2000,0,0
484,2001,2,0
484,2002,4,17
484,2003,2,18
484,2004,0,0
484,2005,0,0
484,2006,1,0
484,2007,0,0
484,2008,0,0
484,2009,0,0
484,2010,0,0
490,1981,0,0
490,1982,0,0
490,1983,0,0
490,1984,3,2
490,1985,0,0
490,1986,0,0
490,1987,0,0
490,1988,1,28
490,1989,0,0
490,1990,0,0
490,1991,6,3
490,1992,5,10
490,1993,0,0
490,1994,7,2
490,1995,6,43
490,1996,13,223
490,1997,6,21
490,1998,4,67
490,1999,3,7
490,2000,3,40
490,2001,3,15
490,2002,6,16
490,2003,5,135
490,2004,5,22
490,2005,4,22
490,2006,4,23
490,2007,11,72
490,2008,20,310
490,2009,54,424
490,2010,18,118
500,1981,25,57
500,1982,1,0
500,1983,6,121
500,1984,3,235
500,1985,7,32
500,1986,1,1
500,1987,1,1
500,1988,15,160
500,1989,15,72
500,1990,14,84
500,1991,2,2
500,1992,3,2
500,1993,0,0
500,1994,13,22
500,1995,7,145
500,1996,28,409
500,1997,24,239
500,1998,18,81
500,1999,19,75
500,2000,20,293
500,2001,24,56
500,2002,24,173
500,2003,30,231
500,2004,10,193
500,2005,11,80
500,2006,0,0
500,2007,1,2
500,2008,8,33
500,2009,2,11
500,2010,6,75
510,1981,0,0
510,1982,1,0
510,1983,0,0
510,1984,0,0
510,1985,0,0
510,1986,0,0
510,1987,0,0
510,1988,0,0
510,1989,0,0
510,1990,0,0
510,1991,0,0
510,1992,0,0
510,1993,0,0
510,1994,1,1
510,1995,1,0
510,1996,0,0
510,1997,1,1
510,1998,1,11
510,1999,0,0
510,2000,2,0
510,2001,4,2
510,2002,2,24
510,2003,0,0
510,2004,1,0
510,2005,0,0
510,2006,0,0
510,2007,0,0
510,2008,1,0
510,2009,0,0
510,2010,1,0
520,1981,8,0
520,1982,0,0
520,1983,1,0
520,1984,2,0
520,1985,0,0
520,1986,0,0
520,1987,1,0
520,1988,2,0
520,1989,2,30
520,1990,12,5
520,1991,8,6
520,1992,21,8
520,1993,0,0
520,1994,57,78
520,1995,13,29
520,1996,16,28
520,1997,19,145
520,1998,1,0
520,1999,4,9
520,2000,9,36
520,2001,5,3
520,2002,3,6
520,2003,1,7
520,2004,2,6
520,2005,6,20
520,2006,10,21
520,2007,156,408
520,2008,172,431
520,2009,123,380
520,2010,129,295
530,1981,0,0
530,1982,0,0
530,1983,3,0
530,1984,1,200
530,1985,1,0
530,1986,1,40
530,1987,1,0
530,1988,2,0
530,1989,1,1
530,1990,10,17
530,1991,5,161
530,1992,13,330
530,1993,0,0
530,1994,4,6
530,1995,5,5
530,1996,7,133
530,1997,6,8
530,1998,0,0
530,1999,2,2
530,2000,1,3
530,2001,0,0
530,2002,3,1
530,2003,1,2
530,2004,2,1
530,2005,5,9.000001
530,2006,11,12
530,2007,5,204
530,2008,8,27
530,2009,2,13
530,2010,2,8
540,1981,1,3
540,1982,2,2
540,1983,7,282
540,1984,11,179
540,1985,6,6
540,1986,5,119
540,1987,3,5
540,1988,12,145
540,1989,12,88
540,1990,206,147
540,1991,16,69
540,1992,50,97
540,1993,0,0
540,1994,9,108
540,1995,10,52
540,1996,4,18
540,1997,7,34
540,1998,20,275
540,1999,34,299
540,2000,22,178
540,2001,40,745
540,2002,6,59
540,2003,0,0
540,2004,0,0
540,2005,0,0
540,2006,0,0
540,2007,0,0
540,2008,0,0
540,2009,1,2
540,2010,2,4
541,1981,3,6
541,1982,9,18
541,1983,4,5
541,1984,10,56
541,1985,5,8
541,1986,7,470
541,1987,11,468
541,1988,16,145
541,1989,64,710
541,1990,23,185
541,1991,35,271
541,1992,19,155
541,1993,0,0
541,1994,3,0
541,1995,3,15
541,1996,0,0
541,1997,0,0
541,1998,0,0
541,1999,1,0
541,2000,3,1
541,2001,0,0
541,2002,0,0
541,2003,0,0
541,2004,0,0
541,2005,0,0
541,2006,0,0
541,2007,1,6
541,2008,0,0
541,2009,0,0
541,2010,0,0
551,1981,1,0
551,1982,0,0
551,1983,0,0
551,1984,0,0
551,1985,1,0
551,1986,1,2
551,1987,1,0
551,1988,5,9
551,1989,18,33
551,1990,4,20
551,1991,0,0
551,1992,0,0
551,1993,0,0
551,1994,0,0
551,1995,1,0
551,1996,4,0
551,1997,0,0
551,1998,0,0
551,1999,7,1
551,2000,8,0
551,2001,0,0
551,2002,1,0
551,2003,0,0
551,2004,0,0
551,2005,0,0
551,2006,0,0
551,2007,0,0
551,2008,0,0
551,2009,0,0
551,2010,0,0
552,1981,9,13
552,1982,12,22
552,1983,6,11
552,1984,3,4
552,1985,1,5
552,1986,1,1
552,1987,11,35
552,1988,1,2
552,1989,3,21
552,1990,6,9
552,1991,1,0
552,1992,1,0
552,1993,0,0
552,1994,1,0
552,1995,2,0
552,1996,0,0
552,1997,0,0
552,1998,0,0
552,1999,0,0
552,2000,1,0
552,2001,3,1
552,2002,8,8
552,2003,1,0
552,2004,0,0
552,2005,0,0
552,2006,1,0
552,2007,1,0
552,2008,5,7
552,2009,0,0
552,2010,1,1
560,1981,43,18
560,1982,26,9
560,1983,57,29
560,1984,61,22
560,1985,108,88
560,1986,160,158
560,1987,136,124
560,1988,247,161
560,1989,150,57
560,1990,154,150
560,1991,127,384
560,1992,272,708
560,1993,0,0
560,1994,174,447
560,1995,32,105
560,1996,47,82
560,1997,17,23
560,1998,6,13
560,1999,17,4
560,2000,21,18
560,2001,0,0
560,2002,8,1
560,2003,0,0
560,2004,0,0
560,2005,0,0
560,2006,0,0
560,2007,2,1
560,2008,1,0
560,2009,0,0
560,2010,0,0
565,1981,0,0
565,1982,2,2
565,1983,5,4
565,1984,24,26
565,1985,7,68
565,1986,0,0
565,1987,5,2
565,1988,17,25
565,1989,10,1
565,1990,2,0
565,1991,1,3
565,1992,0,0
565,1993,0,0
565,1994,1,0
565,1995,0,0
565,1996,0,0
565,1997,0,0
565,1998,0,0
565,1999,1,13
565,2000,21,24
565,2001,6,1
565,2002,0,0
565,2003,0,0
565,2004,0,0
565,2005,0,0
565,2006,0,0
565,2007,0,0
565,2008,0,0
565,2009,0,0
565,2010,0,0
570,1981,4,0
570,1982,2,0
570,1983,11,29
570,1984,0,0
570,1985,0,0
570,1986,0,0
570,1987,0,0
570,1988,1,4
570,1989,0,0
570,1990,0,0
570,1991,0,0
570,1992,0,0
570,1993,0,0
570,1994,3,0
570,1995,0,0
570,1996,0,0
570,1997,0,0
570,1998,0,0
570,1999,0,0
570,2000,0,0
570,2001,0,0
570,2002,0,0
570,2003,0,0
570,2004,0,0
570,2005,0,0
570,2006,1,0
570,2007,0,0
570,2008,0,0
570,2009,1,0
570,2010,0,0
572,1981,0,0
572,1982,1,0
572,1983,0,0
572,1984,1,1
572,1985,0,0
572,1986,1,0
572,1987,0,0
572,1988,0,0
572,1989,1,0
572,1990,0,0
572,1991,1,0
572,1992,1,0
572,1993,0,0
572,1994,0,0
572,1995,1,0
572,1996,0,0
572,1997,1,0
572,1998,1,1
572,1999,1,0
572,2000,0,0
572,2001,0,0
572,2002,0,0
572,2003,1,0
572,2004,0,0
572,2005,0,0
572,2006,1,0
572,2007,0,0
572,2008,3,0
572,2009,0,0
572,2010,0,0
591,1981,2,0
591,1982,0,0
591,1983,0,0
591,1984,0,0
591,1985,0,0
591,1986,0,0
591,1987,0,0
591,1988,0,0
591,1989,0,0
591,1990,0,0
591,1991,0,0
591,1992,0,0
591,1993,0,0
591,1994,0,0
591,1995,0,0
591,1996,0,0
591,1997,0,0
591,1998,0,0
591,1999,0,0
591,2000,0,0
591,2001,0,0
591,2002,0,0
591,2003,0,0
591,2004,0,0
591,2005,0,0
591,2006,0,0
591,2007,0,0
591,2008,0,0
591,2009,0,0
591,2010,0,0
620,1981,0,0
620,1982,0,0
620,1983,0,0
620,1984,3,15
620,1985,0,0
620,1986,0,0
620,1987,0,0
620,1988,0,0
620,1989,0,0
620,1990,0,0
620,1991,0,0
620,1992,1,0
620,1993,0,0
620,1994,0,0
620,1995,1,0
620,1996,4,12
620,1997,0,0
620,1998,0,0
620,1999,0,0
620,2000,0,0
620,2001,0,0
620,2002,0,0
620,2003,0,0
620,2004,0,0
620,2005,0,0
620,2006,0,0
620,2007,1,0
620,2008,1,0
620,2009,0,0
620,2010,0,0
625,1981,1,2
625,1982,3,0
625,1983,3,0
625,1984,5,305
625,1985,0,0
625,1986,6,8
625,1987,1,0
625,1988,10,58
625,1989,8,14
625,1990,1,0
625,1991,3,32
625,1992,7,13
625,1993,0,0
625,1994,5,17
625,1995,4,6
625,1996,10,40
625,1997,3,1
625,1998,0,0
625,1999,5,16
625,2000,7,27
625,2001,9,13
625,2002,13,589.000041
625,2003,0,0
625,2004,5,28
625,2005,6,54
625,2006,24,464
625,2007,23,317
625,2008,32,205
625,2009,25,75
625,2010,28,81
630,1981,108,224
630,1982,27,139
630,1983,10,0
630,1984,17,29
630,1985,3,22
630,1986,6,39
630,1987,1,0
630,1988,5,16
630,1989,6,14
630,1990,11,10
630,1991,9,2
630,1992,16,9
630,1993,0,0
630,1994,43,74
630,1995,8,0
630,1996,3,3
630,1997,2,4
630,1998,5,6
630,1999,8,4
630,2000,15,5
630,2001,5,2
630,2002,1,0
630,2003,2,0
630,2004,0,0
630,2005,5,13
630,2006,14,48
630,2007,9,24
630,2008,8,26
630,2009,17,97
630,2010,14,113
640,1981,8,11
640,1982,5,9
640,1983,5,2
640,1984,19,27
640,1985,2,1
640,1986,8,27
640,1987,43,187
640,1988,42,102
640,1989,114,232
640,1990,193,509
640,1991,293,308
640,1992,515,1247
640,1993,0,0
640,1994,299,982
640,1995,133,189
640,1996,54,117
640,1997,44,60
640,1998,24,43
640,1999,109,127
640,2000,35,12
640,2001,19,17
640,2002,5,0
640,2003,19,45
640,2004,27,23
640,2005,41,35
640,2006,40,38
640,2007,29,25
640,2008,32,42
640,2009,13,18
640,2010,20,13
645,1981,3,0
645,1982,5,96
645,1983,3,1
645,1984,2,0
645,1985,0,0
645,1986,0,0
645,1987,3,0
645,1988,4,43
645,1989,4,0
645,1990,0,0
645,1991,3,1
645,1992,34,103
645,1993,0,0
645,1994,18,75
645,1995,17,156
645,1996,12,11
645,1997,21,106
645,1998,6,13
645,1999,12,32
645,2000,10,10
645,2001,3,9
645,2002,6,10
645,2003,87,347
645,2004,320,2156
645,2005,618,3334.99999
645,2006,837,4594.99999
645,2007,1042,6541
645,2008,1104,2850
645,2009,1135,2575
645,2010,1180,2051
651,1981,9,67
651,1982,1,0
651,1983,0,0
651,1984,0,0
651,1985,2,2
651,1986,4,12
651,1987,7,1
651,1988,9,1
651,1989,7,1
651,1990,13,21
651,1991,10,8
651,1992,79,49
651,1993,0,0
651,1994,143,173
651,1995,102,134
651,1996,51,97
651,1997,22,165
651,1998,3,9
651,1999,1,1
651,2000,0,0
651,2001,0,0
651,2002,0,0
651,2003,0,0
651,2004,2,38
651,2005,2,92
651,2006,5,19
651,2007,0,0
651,2008,1,0
651,2009,2,1
651,2010,2,0
652,1981,41,192
652,1982,20,98
652,1983,1,1
652,1984,1,0
652,1985,1,30
652,1986,4,8
652,1987,0,0
652,1988,0,0
652,1989,1,0
652,1990,0,0
652,1991,0,0
652,1992,0,0
652,1993,0,0
652,1994,0,0
652,1995,0,0
652,1996,3,15
652,1997,1,2
652,1998,1,0
652,1999,0,0
652,2000,0,0
652,2001,0,0
652,2002,0,0
652,2003,0,0
652,2004,1,4
652,2005,0,0
652,2006,1,5
652,2007,0,0
652,2008,2,19
652,2009,0,0
652,2010,0,0
660,1981,81,264
660,1982,121,247
660,1983,234,607
660,1984,166,61
660,1985,96,644
660,1986,107,247
660,1987,94,178
660,1988,125,176
660,1989,141,113
660,1990,84,113
660,1991,91,98
660,1992,91,79
660,1993,0,0
660,1994,67,57
660,1995,38,35
660,1996,41,59
660,1997,46,36
660,1998,23,17
660,1999,42,23
660,2000,12,12
660,2001,5,0
660,2002,8,2
660,2003,5,3
660,2004,2,1
660,2005,17,22
660,2006,7,12
660,2007,18,40
660,2008,59,142
660,2009,14,17
660,2010,5,2
663,1981,2,0
663,1982,1,0
663,1983,7,0
663,1984,5,1
663,1985,0,0
663,1986,0,0
663,1987,0,0
663,1988,1,0
663,1989,0,0
663,1990,3,0
663,1991,11,1
663,1992,2,1
663,1993,0,0
663,1994,6,0
663,1995,3,1
663,1996,2,0
663,1997,3,0
663,1998,1,0
663,1999,2,0
663,2000,2,0
663,2001,2,1
663,2002,2,3
663,2003,0,0
663,2004,0,0
663,2005,4,62
663,2006,1,1
663,2007,0,0
663,2008,0,0
663,2009,0,0
663,2010,2,1
666,1981,36,3
666,1982,71,3
666,1983,31,16
666,1984,25,7
666,1985,20,0
666,1986,48,35
666,1987,23,11
666,1988,35,13
666,1989,86,27
666,1990,98,57
666,1991,64,31
666,1992,78,38
666,1993,0,0
666,1994,54,59
666,1995,12,18
666,1996,16,71
666,1997,13,31
666,1998,14,19
666,1999,8,6
666,2000,15,11
666,2001,79,138
666,2002,74,310
666,2003,37,154
666,2004,18,59
666,2005,43,45
666,2006,78,51
666,2007,53,17
666,2008,130,30
666,2009,36,1
666,2010,14,4
670,1981,0,0
670,1982,0,0
670,1983,0,0
670,1984,2,0
670,1985,2,1
670,1986,1,62
670,1987,0,0
670,1988,1,0
670,1989,3,1
670,1990,0,0
670,1991,2,0
670,1992,0,0
670,1993,0,0
670,1994,2,0
670,1995,3,14
670,1996,1,19
670,1997,0,0
670,1998,0,0
670,1999,0,0
670,2000,5,1
670,2001,3,2
670,2002,2,1
670,2003,8,54.99999
670,2004,17,69
670,2005,1,1
670,2006,3,4
670,2007,1,3
670,2008,0,0
670,2009,3,5
670,2010,0,0
678,1981,1,1
678,1982,0,0
678,1983,0,0
678,1984,0,0
678,1985,0,0
678,1986,0,0
678,1987,0,0
678,1988,1,0
678,1989,0,0
678,1990,0,0
678,1991,5,1
678,1992,25,24
678,1993,0,0
678,1994,19,14
678,1995,8,4
678,1996,8,3
678,1997,19,11
678,1998,7,8
678,1999,17,11
678,2000,9,19
678,2001,7,2
678,2002,7,4
678,2003,7,16
678,2004,0,0
678,2005,7,12
678,2006,5,14
678,2007,7,24
678,2008,22,74
678,2009,23,44
678,2010,112,358
680,1981,0,0
680,1982,0,0
680,1983,1,0
680,1984,0,0
680,1985,0,0
680,1986,0,0
680,1987,0,0
680,1988,0,0
680,1989,0,0
680,1990,0,0
680,1991,0,0
680,1992,0,0
680,1993,0,0
680,1994,0,0
680,1995,0,0
680,1996,0,0
680,1997,0,0
680,1998,0,0
680,1999,0,0
680,2000,0,0
680,2001,0,0
680,2002,0,0
680,2003,0,0
680,2004,0,0
680,2005,0,0
680,2006,0,0
680,2007,0,0
680,2008,0,0
680,2009,0,0
680,2010,0,0
690,1981,3,2
690,1982,1,0
690,1983,7,1
690,1984,1,4
690,1985,2,11
690,1986,1,0
690,1987,12,1
690,1988,4,2
690,1989,0,0
690,1990,0,0
690,1991,5,1
690,1992,15,2
690,1993,0,0
690,1994,2,0
690,1995,0,0
690,1996,0,0
690,1997,2,0
690,1998,0,0
690,1999,0,0
690,2000,0,0
690,2001,2,2
690,2002,1,4
690,2003,3,1
690,2004,0,0
690,2005,2,2
690,2006,0,0
690,2007,0,0
690,2008,0,0
690,2009,0,0
690,2010,0,0
694,1981,0,0
694,1982,1,1
694,1983,0,0
694,1984,0,0
694,1985,0,0
694,1986,0,0
694,1987,0,0
694,1988,0,0
694,1989,1,3
694,1990,0,0
694,1991,0,0
694,1992,0,0
694,1993,0,0
694,1994,0,0
694,1995,0,0
694,1996,1,0
694,1997,0,0
694,1998,0,0
694,1999,0,0
694,2000,1,0
694,2001,1,1
694,2002,0,0
694,2003,0,0
694,2004,0,0
694,2005,1,2
694,2006,0,0
694,2007,0,0
694,2008,0,0
694,2009,0,0
694,2010,0,0
696,1981,3,2
696,1982,0,0
696,1983,1,111
696,1984,0,0
696,1985,2,0
696,1986,1,0
696,1987,0,0
696,1988,0,0
696,1989,1,1
696,1990,0,0
696,1991,0,0
696,1992,1,0
696,1993,0,0
696,1994,0,0
696,1995,2,0
696,1996,0,0
696,1997,0,0
696,1998,0,0
696,1999,0,0
696,2000,0,0
696,2001,0,0
696,2002,0,0
696,2003,0,0
696,2004,0,0
696,2005,0,0
696,2006,0,0
696,2007,0,0
696,2008,0,0
696,2009,0,0
696,2010,1,0
732,1981,0,0
732,1982,1,1
732,1983,1,1
732,1984,0,0
732,1985,0,0
732,1986,2,5
732,1987,0,0
732,1988,8,0
732,1989,1,0
732,1990,3,0
732,1991,6,0
732,1992,3,1
732,1993,0,0
732,1994,2,1
732,1995,4,0
732,1996,1,0
732,1997,0,0
732,1998,0,0
732,1999,0,0
732,2000,0,0
732,2001,1,0
732,2002,0,0
732,2003,1,0
732,2004,0,0
732,2005,0,0
732,2006,1,0
732,2007,0,0
732,2008,0,0
732,2009,0,0
732,2010,0,0
740,1981,1,0
740,1982,3,1
740,1983,12,2
740,1984,15,0
740,1985,10,2
740,1986,10,3
740,1987,10,1
740,1988,16,0
740,1989,13,2
740,1990,93,2
740,1991,19,1
740,1992,40,0
740,1993,0,0
740,1994,9,8
740,1995,20,14
740,1996,8,0
740,1997,5,0
740,1998,1,0
740,1999,2,0
740,2000,13,0
740,2001,3,0
740,2002,2,0
740,2003,2,0
740,2004,0,0
740,2005,0,0
740,2006,0,0
740,2007,0,0
740,2008,3,0
740,2009,1,0
740,2010,0,0
750,1981,16,24
750,1982,13,64
750,1983,47,59
750,1984,159,195
750,1985,39,51
750,1986,96,340
750,1987,166,506
750,1988,362,971
750,1989,324,874
750,1990,349,907
750,1991,339,1113
750,1992,239,1154
750,1993,0,0
750,1994,107,389
750,1995,179,361
750,1996,211,569
750,1997,193,853
750,1998,62,428
750,1999,112,464
750,2000,179,660
750,2001,234,658
750,2002,183,589
750,2003,196,453
750,2004,108,331
750,2005,145,462.99999
750,2006,166,721
750,2007,154,634
750,2008,517,765
750,2009,673,783
750,2010,661,811
770,1981,4,4
770,1982,5,3
770,1983,9,10
770,1984,3,12
770,1985,2,0
770,1986,24,60
770,1987,60,183
770,1988,43,135
770,1989,45,56
770,1990,86,187
770,1991,150,231
770,1992,83,150
770,1993,0,0
770,1994,154,354
770,1995,666,712
770,1996,180,423
770,1997,206,443
770,1998,37,151
770,1999,39,127
770,2000,49,118
770,2001,53,109
770,2002,45,103
770,2003,29,119
770,2004,67,304
770,2005,78,150
770,2006,164,311
770,2007,255,1421
770,2008,565,1176
770,2009,667,1471
770,2010,713,1657
771,1981,1,6
771,1982,1,0
771,1983,0,0
771,1984,1,1
771,1985,1,0
771,1986,11,54
771,1987,6,26
771,1988,36,87
771,1989,36,131
771,1990,22,66
771,1991,42,69
771,1992,76,101
771,1993,0,0
771,1994,68,30
771,1995,74,35
771,1996,161,89
771,1997,17,14
771,1998,2,0
771,1999,11,30
771,2000,22,10
771,2001,15,57
771,2002,5,21
771,2003,4,3
771,2004,11,33
771,2005,22,43
771,2006,24,19
771,2007,9,1
771,2008,19,9
771,2009,28,19
771,2010,22,15
775,1981,0,0
775,1982,2,3
775,1983,4,21
775,1984,0,0
775,1985,0,0
775,1986,0,0
775,1987,1,0
775,1988,23,93
775,1989,24,80
775,1990,9,71
775,1991,22,90
775,1992,12,139
775,1993,0,0
775,1994,8,18
775,1995,12,30
775,1996,13,86
775,1997,35,16
775,1998,0,0
775,1999,4,10
775,2000,0,0
775,2001,3,8
775,2002,4,5
775,2003,9,14
775,2004,2,1
775,2005,8,20.999999
775,2006,2,0
775,2007,3,10
775,2008,20,14
775,2009,14,46
775,2010,11,13
780,1981,2,3
780,1982,2,7
780,1983,7,6
780,1984,81,485
780,1985,110,611
780,1986,143,718
780,1987,115,1274
780,1988,347,874
780,1989,510,1822
780,1990,141,1505
780,1991,115,1034
780,1992,103,984
780,1993,0,0
780,1994,35,186
780,1995,126,1020
780,1996,176,815
780,1997,64,486
780,1998,35,670
780,1999,46,212
780,2000,68,449
780,2001,36,194
780,2002,3,3
780,2003,9,23
780,2004,33,30
780,2005,133,125
780,2006,217,996
780,2007,132,408
780,2008,101,351
780,2009,38,199
780,2010,3,2
800,1981,18,21
800,1982,3,1
800,1983,1,0
800,1984,1,0
800,1985,1,0
800,1986,3,0
800,1987,0,0
800,1988,5,10
800,1989,16,35
800,1990,10,22
800,1991,8,11
800,1992,25,39
800,1993,0,0
800,1994,24,17
800,1995,12,19
800,1996,19,10
800,1997,20,18
800,1998,4,4
800,1999,4,0
800,2000,4,7
800,2001,15,11
800,2002,12,16
800,2003,6,6
800,2004,44,32
800,2005,155,130
800,2006,202,194
800,2007,292,264
800,2008,200,166
800,2009,298,270
800,2010,253,154
820,1981,0,0
820,1982,0,0
820,1983,1,0
820,1984,0,0
820,1985,0,0
820,1986,15,20
820,1987,0,0
820,1988,4,9
820,1989,2,0
820,1990,3,0
820,1991,3,0
820,1992,2,0
820,1993,0,0
820,1994,0,0
820,1995,0,0
820,1996,0,0
820,1997,0,0
820,1998,0,0
820,1999,0,0
820,2000,3,2
820,2001,1,0
820,2002,0,0
820,2003,0,0
820,2004,0,0
820,2005,0,0
820,2006,0,0
820,2007,0,0
820,2008,2,0
820,2009,1,0
820,2010,3,0
840,1981,31,176
840,1982,38,139
840,1983,16,101
840,1984,43,262
840,1985,124,452
840,1986,80,322
840,1987,160,404
840,1988,210,550
840,1989,156,393
840,1990,320,457
840,1991,161,431
840,1992,162,395
840,1993,0,0
840,1994,72,126
840,1995,63,201
840,1996,61,95
840,1997,57,98
840,1998,18,6
840,1999,31,45
840,2000,132,286
840,2001,50,152
840,2002,48,125
840,2003,107,283
840,2004,32,206
840,2005,25,49
840,2006,58,60
840,2007,65,115
840,2008,275,217
840,2009,230,151
840,2010,205,155
850,1981,1,4
850,1982,0,0
850,1983,0,0
850,1984,2,2
850,1985,2,7
850,1986,3,0
850,1987,0,0
850,1988,0,0
850,1989,2,85
850,1990,3,12
850,1991,7,21
850,1992,4,33
850,1993,0,0
850,1994,5,1
850,1995,24,41
850,1996,65,30
850,1997,28,102
850,1998,1,3
850,1999,39,50
850,2000,102,146
850,2001,105,128.000002
850,2002,43,246.0000001
850,2003,18,25
850,2004,17,42
850,2005,15,66
850,2006,10,6
850,2007,2,0
850,2008,13,0
850,2009,19,15
850,2010,4,0
900,1981,1,1
900,1982,2,0
900,1983,0,0
900,1984,0,0
900,1985,0,0
900,1986,3,2
900,1987,1,6
900,1988,3,0
900,1989,2,0
900,1990,0,0
900,1991,5,8
900,1992,4,1
900,1993,0,0
900,1994,9,3
900,1995,5,0
900,1996,5,2
900,1997,4,0
900,1998,6,0
900,1999,0,0
900,2000,1,0
900,2001,2,0
900,2002,0,0
900,2003,0,0
900,2004,0,0
900,2005,0,0
900,2006,2,0
900,2007,0,0
900,2008,3,0
900,2009,2,3
900,2010,1,0
920,1981,2,0
920,1982,0,0
920,1983,0,0
920,1984,0,0
920,1985,0,0
920,1986,0,0
920,1987,0,0
920,1988,0,0
920,1989,0,0
920,1990,0,0
920,1991,1,0
920,1992,1,1
920,1993,0,0
920,1994,1,0
920,1995,0,0
920,1996,2,0
920,1997,1,0
920,1998,0,0
920,1999,0,0
920,2000,0,0
920,2001,1,0
920,2002,0,0
920,2003,3,0
920,2004,0,0
920,2005,0,0
920,2006,0,0
920,2007,0,0
920,2008,5,0
920,2009,0,0
920,2010,0,0
2000,1981,3,0
2000,1982,0,0
2000,1983,0,0
2000,1984,0,0
2000,1985,0,0
2000,1986,0,0
2000,1987,0,0
2000,1988,0,0
2000,1989,1,0
2000,1990,1,0
2000,1991,1,0
2000,1992,6,1
2000,1993,0,0
2000,1994,4,3
2000,1995,1,0
2000,1996,3,0
2000,1997,0,0
2000,1998,0,0
2000,1999,0,0
2000,2000,2,0
2000,2001,1,0
2000,2002,0,0
2000,2003,0,0
2000,2004,0,0
2000,2005,1,0
2000,2006,0,0
2000,2007,0,0
2000,2008,1,0
2000,2009,0,0
2000,2010,0,0
NA,1981,0,0
NA,1982,0,0
NA,1983,0,0
NA,1984,0,0
NA,1985,0,0
NA,1986,0,0
NA,1987,0,0
NA,1988,0,0
NA,1989,0,0
NA,1990,0,0
NA,1991,0,0
NA,1992,0,0
NA,1993,0,0
NA,1994,0,0
NA,1995,0,0
NA,1996,0,0
NA,1997,0,0
NA,1998,0,0
NA,1999,0,0
NA,2000,0,0
NA,2001,0,0
NA,2002,0,0
NA,2003,0,0
NA,2004,0,0
NA,2005,0,0
NA,2006,0,0
NA,2007,0,0
NA,2008,0,0
NA,2009,0,0
NA,2010,0,0
40,1981,0,0
40,1982,0,0
40,1983,0,0
40,1984,0,0
40,1985,0,0
40,1986,0,0
40,1987,0,0
40,1988,0,0
40,1989,0,0
40,1990,0,0
40,1991,1,0
40,1992,4,3
40,1993,0,0
40,1994,9,3
40,1995,0,0
40,1996,1,0
40,1997,14,1
40,1998,0,0
40,1999,0,0
40,2000,0,0
40,2001,0,0
40,2002,0,0
40,2003,0,0
