year,ccode,uds
1965,230,-1.166088624
1966,230,-1.092849087
1967,230,-0.946608563
1968,230,-1.097042
1969,230,-0.94245725
1970,230,-0.947971213
1971,230,-0.947657037
1972,230,-0.84977344
1973,230,-0.854830551
1974,230,-0.777951015
1975,230,-0.65714417
1976,230,-0.458873388
1977,230,0.698772642
1978,230,0.964695619
1979,230,0.971614019
1980,230,0.810057846
1981,230,1.050093477
1982,230,1.141270026
1983,230,1.175467592
1984,230,1.168985169
1985,230,1.210113373
1986,230,1.284593415
1987,230,1.172150323
1988,230,1.172219013
1989,230,1.565736879
1990,230,1.56561737
1991,230,1.569683075
1992,230,1.56758043
1993,230,1.456177435
1994,230,1.457542401
1995,230,1.454687403
1996,230,1.453827389
1997,230,1.455434741
1998,230,1.459839663
1999,230,1.453117943
2000,230,1.309986351
2001,230,1.283134181
2002,230,1.561822751
2003,230,1.567700524
2004,230,2.000649198
2005,230,2.000477854
2006,230,2.003083137
2007,230,2.009015849
2008,230,1.570942242
1993,232,0.607907628
1994,232,0.795866559
1995,232,0.797136609
1996,232,0.780175363
1997,232,0.790287715
1998,232,0.790881269
1999,232,0.786565984
2000,232,0.927995185
2001,232,0.789988173
2002,232,0.790223623
2003,232,0.795914383
2004,232,0.786106063
2005,232,0.793961426
2006,232,0.791866345
2007,232,0.791552097
2008,232,0.793213325
1946,235,-1.277243778
1947,235,-1.28780518
1948,235,-1.256660743
1949,235,-1.249042466
1950,235,-0.974794908
1951,235,-1.258653309
1952,235,-1.263924915
1953,235,-1.259366736
1954,235,-1.253236947
1955,235,-0.976101607
1956,235,-1.2541379
1957,235,-1.254905232
1958,235,-1.251424473
1959,235,-1.261507068
1960,235,-0.967302654
1961,235,-1.256445339
1962,235,-1.249843422
1963,235,-1.256033308
1964,235,-1.254721752
1965,235,-1.050893112
1966,235,-1.25749138
1967,235,-1.258622489
1968,235,-1.243182736
1969,235,-1.123477137
1970,235,-1.115786455
1971,235,-1.12145542
1972,235,-0.972115963
1973,235,-0.969336153
1974,235,-0.380948848
1975,235,-0.057380409
1976,235,0.661321481
1977,235,1.018207075
1978,235,1.01859375
1979,235,1.021147394
1980,235,1.046751243
1981,235,1.09768608
1982,235,1.290895724
1983,235,1.279245128
1984,235,1.283853284
1985,235,1.307763029
1986,235,1.281683499
1987,235,1.172152841
1988,235,1.17360205
1989,235,1.177701041
1990,235,1.17489678
1991,235,1.287313447
1992,235,1.296581567
1993,235,1.286915145
1994,235,1.290688295
1995,235,1.289702289
1996,235,1.401184678
1997,235,1.407453142
1998,235,1.564254862
1999,235,1.399308278
2000,235,1.4234475
2001,235,1.281524432
2002,235,1.285139942
2003,235,1.297200281
2004,235,1.290202425
2005,235,1.289201201
2006,235,1.399013347
2007,235,1.400024776
2008,235,1.406088825
1949,260,0.651153275
1950,260,1.428389323
1951,260,1.425819785
1952,260,1.427719264
1953,260,1.084412972
1954,260,1.300799322
1955,260,1.321336927
1956,260,1.089153286
1957,260,1.159049694
1958,260,0.972911038
1959,260,0.972761084
1960,260,0.812394069
1961,260,1.295512732
1962,260,1.081790887
1963,260,1.304129445
1964,260,1.302809703
1965,260,1.001083678
1966,260,1.299605949
1967,260,1.298432206
1968,260,1.292216409
1969,260,1.299918497
1970,260,1.291667526
1971,260,1.297679012
1972,260,1.427045682
1973,260,1.420393688
1974,260,1.425102105
1975,260,1.426536484
1976,260,1.416773261
1977,260,1.223923977
1978,260,1.225879171
1979,260,1.229413447
1980,260,1.017093795
1981,260,1.227750316
1982,260,1.218935972
1983,260,1.289524795
1984,260,1.289753653
1985,260,1.304072234
1986,260,1.285702596
1987,260,1.294102822
1988,260,1.281034578
1989,260,1.565850202
1990,260,1.277881696
1991,260,1.288678706
1992,260,1.285952275
1993,260,1.285859725
1994,260,1.28005515
1995,260,1.284112511
1996,260,1.277172303
1997,260,1.283131922
1998,260,1.451318333
1999,260,1.460202748
2000,260,1.093958047
2001,260,1.457438834
2002,260,2.011429015
2003,260,2.001974448
2004,260,2.012288619
2005,260,2.008264465
2006,260,2.004022247
2007,260,2.014571436
2008,260,2.004472146
1949,265,-0.857515499
1950,265,-1.06790145
1951,265,-1.071235117
1952,265,-1.08573992
1953,265,-1.267665536
1954,265,-1.111635612
1955,265,-1.054766305
1956,265,-1.105254179
1957,265,-1.109961091
1958,265,-1.100641075
1959,265,-1.106924062
1960,265,-1.176066823
1961,265,-1.255300903
1962,265,-1.249749078
1963,265,-1.118296242
1964,265,-1.122886767
1965,265,-1.182839131
1966,265,-1.123930214
1967,265,-1.124844541
1968,265,-1.121834353
1969,265,-1.121662394
1970,265,-1.118001377
1971,265,-1.120404112
1972,265,-1.298209655
1973,265,-1.291328281
1974,265,-1.285943007
1975,265,-1.293281568
1976,265,-1.293950019
1977,265,-1.289267207
1978,265,-1.137116794
1979,265,-1.138070156
1980,265,-1.289958083
1981,265,-1.290564824
1982,265,-1.290526721
1983,265,-1.453101635
1984,265,-1.23404492
1985,265,-1.380385977
1986,265,-1.237331354
1987,265,-1.239039182
1988,265,-1.240691198
1989,265,-0.8905284
1946,290,-0.546241057
1947,290,-0.568772308
1948,290,-0.81484342
1949,290,-0.816655533
1950,290,-0.701821222
1951,290,-0.825069326
1952,290,-0.943107857
1953,290,-0.945233503
1954,290,-0.941438611
1955,290,-0.944260776
1956,290,-0.942707178
1957,290,-0.941675918
1958,290,-0.944434227
1959,290,-0.948957731
1960,290,-0.953834406
1961,290,-0.941311982
1962,290,-0.94763702
1963,290,-0.947761292
1964,290,-0.94386026
1965,290,-0.865251
1966,290,-0.949686142
1967,290,-0.944537412
1968,290,-0.948869602
1969,290,-0.813407837
1970,290,-0.942452746
1971,290,-0.809083095
1972,290,-0.841319238
1973,290,-0.844537309
1974,290,-0.845397092
1975,290,-0.848994937
1976,290,-0.845247887
1977,290,-0.771029138
1978,290,-0.765335241
1979,290,-0.764127668
1980,290,-0.818905841
1981,290,-0.971992819
1982,290,-0.880938223
1983,290,-0.779162966
1984,290,-0.77974023
1985,290,-0.789576122
1986,290,-0.785052744
1987,290,-0.578770003
1988,290,-0.579804661
1989,290,0.175756334
1990,290,0.320328314
1991,290,0.708723916
1992,290,0.707218889
1993,290,0.705535045
1994,290,0.709156572
1995,290,0.987007708
1996,290,0.986944507
1997,290,0.984078056
1998,290,0.92102103
1999,290,0.914184886
2000,290,0.718635264
2001,290,0.913987109
2002,290,1.095805854
2003,290,1.083081285
2004,290,1.289353345
2005,290,1.287803667
2006,290,1.283060159
2007,290,1.287395691
2008,290,1.286531847
1946,305,1.098406148
1947,305,1.098618203
1948,305,1.105114854
1949,305,1.435727908
1950,305,1.429446729
1951,305,1.432829104
1952,305,1.436684648
1953,305,1.934177704
1954,305,1.908721946
1955,305,1.923374737
1956,305,1.42959554
1957,305,1.433975769
1958,305,1.440169461
1959,305,1.426545896
1960,305,1.316735248
1961,305,1.580435524
1962,305,1.291301936
1963,305,1.577505306
1964,305,1.584378569
1965,305,1.594858342
1966,305,1.296248756
1967,305,1.588579732
1968,305,1.585450824
1969,305,1.582806557
1970,305,1.584751894
1971,305,1.585869897
1972,305,1.677338159
1973,305,1.672106827
1974,305,1.666386678
1975,305,1.668505098
1976,305,1.667641317
1977,305,1.671778283
1978,305,1.669870639
1979,305,1.663239286
1980,305,1.673869237
1981,305,1.42464686
1982,305,1.425350943
1983,305,1.558470641
1984,305,1.563183563
1985,305,1.575340907
1986,305,2.003015025
1987,305,2.007421456
1988,305,2.010765881
1989,305,1.999000568
1990,305,2.02279784
1991,305,1.993409226
1992,305,2.007060534
1993,305,2.001152185
1994,305,2.015227199
1995,305,2.00183474
1996,305,1.997868949
1997,305,2.005043271
1998,305,2.017088725
1999,305,2.012701137
2000,305,2.019016282
2001,305,2.01605718
2002,305,1.563420626
2003,305,1.564486295
2004,305,1.563369674
2005,305,1.565377077
2006,305,2.014020152
2007,305,2.006836709
2008,305,2.006476817
1946,310,-0.17578366
1947,310,-0.232594597
1948,310,-0.688943052
1949,310,-0.945341279
1950,310,-0.945923416
1951,310,-0.948351818
1952,310,-0.951536275
1953,310,-0.948557095
1954,310,-0.816276892
1955,310,-0.951339526
1956,310,-0.785484123
1957,310,-1.098926579
1958,310,-1.101886121
1959,310,-0.944199905
1960,310,-0.946407147
1961,310,-0.820351529
1962,310,-0.813322032
1963,310,-0.820784481
1964,310,-0.818103124
1965,310,-1.06729443
1966,310,-0.81734683
1967,310,-0.813587464
1968,310,-0.81714346
1969,310,-0.815780722
1970,310,-0.822442319
1971,310,-0.814737059
1972,310,-0.846950915
1973,310,-0.847653336
1974,310,-0.846048162
1975,310,-0.848211136
1976,310,-0.844661576
1977,310,-0.76634757
1978,310,-0.766919121
1979,310,-0.767755695
1980,310,-0.898999662
1981,310,-0.770761335
1982,310,-0.76674338
1983,310,-0.775909287
1984,310,-0.781602197
1985,310,-0.819170641
1986,310,-0.690392321
1987,310,-0.61330472
1988,310,-0.406470815
1989,310,-0.090921604
1990,310,1.314796742
1991,310,1.157512272
1992,310,1.161720912
1993,310,1.276484326
1994,310,1.455746456
1995,310,1.455400681
1996,310,1.449902967
1997,310,1.45322717
1998,310,1.166685549
1999,310,1.175041471
2000,310,1.206899445
2001,310,1.170808291
2002,310,1.283885078
2003,310,1.276698778
2004,310,1.56759431
2005,310,1.567040663
2006,310,1.398542399
2007,310,1.399672662
2008,310,1.399537362
1946,315,0.720379793
1947,315,0.310568541
1948,315,-0.771667784
1949,315,-0.771624214
1950,315,-0.92473271
1951,315,-0.675985867
1952,315,-0.686345416
1953,315,-0.681624809
1954,315,-0.948156241
1955,315,-0.944656939
1956,315,-0.952544862
1957,315,-0.946886179
1958,315,-0.94442257
1959,315,-0.944081796
1960,315,-0.948150473
1961,315,-0.943438147
1962,315,-0.949816353
1963,315,-0.948504952
1964,315,-0.818645196
1965,315,-0.860883283
1966,315,-0.815487647
1967,315,-0.825012297
1968,315,-0.553668853
1969,315,-0.942821884
1970,315,-0.945265005
1971,315,-0.814481412
1972,315,-1.058849762
1973,315,-1.055855729
1974,315,-1.0582004
1975,315,-0.924698018
1976,315,-0.928986199
1977,315,-0.925123034
1978,315,-0.924651105
1979,315,-0.928636279
1980,315,-1.026133828
1981,315,-0.93170316
1982,315,-0.929841619
1983,315,-0.98094601
1984,315,-0.974691098
1985,315,-1.194113261
1986,315,-0.979257668
1987,315,-0.979969286
1988,315,-0.976132183
1989,315,-0.377339517
1990,315,0.609512471
1991,315,0.995398465
1992,315,1.001540012
1993,316,1.455105326
1994,316,1.456021954
1995,316,1.456819581
1996,316,1.45245967
1997,316,1.451513026
1998,316,1.45517498
1999,316,1.452841743
2000,316,1.468271154
2001,316,1.449591792
2002,316,1.276777975
2003,316,1.278731248
2004,316,1.568695765
2005,316,1.564910691
2006,316,1.110044598
2007,316,1.10965852
2008,316,1.112447204
1993,317,0.428649215
1994,317,0.55285824
1995,317,0.547668191
1996,317,0.510438775
1997,317,0.51276536
1998,317,0.765953176
1999,317,1.060961759
2000,317,1.202989263
2001,317,1.057486474
2002,317,1.061820129
2003,317,1.167024409
2004,317,1.111692968
2005,317,1.110435538
2006,317,1.298937509
2007,317,1.282847723
2008,317,1.287082435
1946,325,0.836987955
1947,325,0.943172516
1948,325,1.167131378
1949,325,1.163198887
1950,325,1.192651848
1951,325,1.15917651
1952,325,1.157381129
1953,325,1.29172301
1954,325,1.304365033
1955,325,1.328774196
1956,325,1.297718294
1957,325,1.299326108
1958,325,1.303396292
1959,325,1.297610181
1960,325,1.595265363
1961,325,1.57827039
1962,325,1.293697776
1963,325,1.531859254
1964,325,1.532765023
1965,325,1.54830679
1966,325,1.538111535
1967,325,1.53521793
1968,325,2.048798368
1969,325,1.529367914
1970,325,2.054008775
1971,325,2.045870234
1972,325,1.552008768
1973,325,1.552944617
1974,325,1.559839721
1975,325,1.552748655
1976,325,1.557306526
1977,325,1.423174903
1978,325,1.419815719
1979,325,1.249006019
1980,325,1.373152489
1981,325,1.359661041
1982,325,1.356643443
1983,325,1.453596842
1984,325,2.001736891
1985,325,2.003878594
1986,325,2.008219286
1987,325,2.025674087
1988,325,2.007741436
1989,325,2.013338201
1990,325,2.009838616
1991,325,2.014703491
1992,325,1.455580518
1993,325,1.316987135
1994,325,1.454605587
1995,325,1.455746133
1996,325,1.452288406
1997,325,1.454545264
1998,325,1.458982469
1999,325,1.448187836
2000,325,1.464569222
2001,325,1.448594577
2002,325,2.007167312
2003,325,2.000721963
2004,325,1.566515067
2005,325,1.56206662
2006,325,2.004329632
2007,325,1.567152326
2008,325,1.275070144
1992,331,1.566906037
1993,331,1.575577758
1994,331,1.572985307
1995,331,1.553421414
1996,331,1.566829361
1997,331,1.574321124
1998,331,1.577645685
1999,331,1.574711121
2000,331,1.610990547
2001,331,1.581201237
2002,331,1.580469985
2003,331,1.577797012
2004,331,1.577352733
2005,331,1.573283551
2006,331,1.571223219
2007,331,1.57668921
2008,331,1.563662232
1964,338,1.023055342
1965,338,1.012800912
1966,338,0.811216038
1967,338,1.149819965
1968,338,1.149494951
1969,338,1.154169214
1970,338,1.154830869
1971,338,1.305449021
1972,338,1.220138622
1973,338,1.47937287
1974,338,1.471148156
1975,338,1.481009112
1976,338,1.348446234
1977,338,1.202595497
1978,338,1.207508501
1979,338,1.09795735
1980,338,1.143636563
1981,338,0.836647983
1982,338,1.014868121
1983,338,0.812886154
1984,338,0.817811509
1985,338,0.410367925
1986,338,0.810516472
1987,338,1.191488708
1988,338,1.199124251
1989,338,1.514413681
1990,338,1.525074105
1991,338,1.516447316
1992,338,1.506975865
1993,338,1.519368312
1994,338,1.514533349
1995,338,1.513696269
1996,338,1.516417635
1997,338,1.520962422
1998,338,1.52218609
1999,338,1.514883257
2000,338,1.540460661
2001,338,1.51429467
2002,338,1.509707755
2003,338,1.518135644
2004,338,1.522352033
2005,338,1.521949279
2006,338,1.514871624
2007,338,1.515483746
2008,338,1.985152218
1946,339,-1.277604923
1947,339,-1.273614179
1948,339,-1.251600742
1949,339,-1.258734604
1950,339,-1.057480568
1951,339,-1.252277764
1952,339,-1.254481011
1953,339,-1.26674063
1954,339,-1.122014187
1955,339,-1.139985593
1956,339,-1.125234723
1957,339,-1.25602544
1958,339,-1.257801749
1959,339,-1.257197056
1960,339,-1.146265449
1961,339,-1.25464298
1962,339,-1.123239915
1963,339,-1.125164853
1964,339,-1.117070029
1965,339,-1.181163727
1966,339,-1.127134318
1967,339,-1.120401304
1968,339,-1.119630396
1969,339,-1.119461932
1970,339,-1.123831638
1971,339,-1.12153085
1972,339,-1.291830527
1973,339,-1.288689521
1974,339,-1.29382891
1975,339,-1.289757585
1976,339,-1.291329894
1977,339,-1.294728813
1978,339,-1.29347966
1979,339,-1.294532233
1980,339,-1.290702559
1981,339,-1.290548052
1982,339,-1.293456516
1983,339,-1.456784074
1984,339,-1.450726492
1985,339,-1.567580343
1986,339,-1.457739875
1987,339,-1.45568077
1988,339,-1.454894983
1989,339,-1.455574759
1990,339,-0.591715483
1991,339,0.195657827
1992,339,0.289459504
1993,339,0.324359987
1994,339,0.331724658
1995,339,0.292167045
1996,339,0.221718852
1997,339,0.216780801
1998,339,0.182583714
1999,339,0.20901909
2000,339,0.309634395
2001,339,0.41659699
2002,339,0.550719163
2003,339,0.551846499
2004,339,0.549394584
2005,339,0.754529163
2006,339,0.75728544
2007,339,0.75441745
2008,339,0.760087362
2006,341,0.179801763
2007,341,0.182084595
2008,341,0.373449794
1991,343,0.4872798
1992,343,0.414549221
1993,343,0.454536106
1994,343,0.466138363
1995,343,0.463076287
1996,343,0.462236502
1997,343,0.457849456
1998,343,0.504489781
1999,343,0.499043916
2000,343,0.277753989
2001,343,0.414371281
2002,343,0.694556806
2003,343,0.692171508
2004,343,0.696269844
2005,343,0.693481742
2006,343,0.692662661
2007,343,0.697701776
2008,343,0.628711539
1991,344,0.083347804
1992,344,0.170430602
1993,344,0.174011513
1994,344,0.172519946
1995,344,0.143041034
1996,344,0.143412874
1997,344,0.097868001
1998,344,0.099884932
1999,344,0.218392832
2000,344,0.685637086
2001,344,0.804395995
2002,344,0.806651494
2003,344,0.797220759
2004,344,0.797174897
2005,344,0.821557071
2006,344,0.822130174
2007,344,0.887223476
2008,344,0.886466271
1946,345,-0.862870159
1947,345,-0.85969802
1948,345,-0.946823932
1949,345,-0.943687215
1950,345,-0.939326499
1951,345,-0.945551775
1952,345,-0.949823004
1953,345,-0.699830924
1954,345,-0.699707566
1955,345,-0.691964433
1956,345,-0.819314384
1957,345,-0.697059452
1958,345,-0.69056302
1959,345,-0.706926954
1960,345,-0.627569461
1961,345,-0.699349916
1962,345,-0.699049599
1963,345,-0.692121715
1964,345,-0.699383804
1965,345,-0.563967089
1966,345,-0.693565487
1967,345,-0.695489658
1968,345,-0.698727224
1969,345,-0.694711765
1970,345,-0.697052278
1971,345,-0.694647724
1972,345,-0.75832771
1973,345,-0.75245918
1974,345,-0.753833792
1975,345,-0.764056824
1976,345,-0.755724616
1977,345,-0.676933875
1978,345,-0.682524116
1979,345,-0.684697762
1980,345,-0.64937103
1981,345,-0.550956733
1982,345,-0.547063439
1983,345,-0.611729348
1984,345,-0.614135361
1985,345,-0.677618324
1986,345,-0.611460441
1987,345,-0.606426594
1988,345,-0.537814281
1989,345,-0.474596183
1990,345,-0.481218162
1991,345,-0.34118062
1992,345,-0.351365659
1993,345,-0.415908352
1994,345,-0.418646168
1995,345,-0.423011819
1996,345,-0.492295144
1997,345,-0.533988749
1998,345,-0.534593739
1999,345,-0.389979099
2000,345,0.345673162
2001,345,0.54626506
2002,345,0.603223095
2003,345,0.614350311
2004,345,0.611710477
2005,345,0.609150518
2006,345,0.614789338
2007,345,0.784944763
2008,345,0.687805742
1991,346,0.422884472
1992,346,-0.542243863
1993,346,-0.548161582
1994,346,-0.549211932
1995,346,-0.896823898
1996,346,0.066115587
1997,346,0.062918892
1998,346,0.008326604
1999,346,0.076061893
2000,346,0.208374126
2001,346,0.14741897
2002,346,0.135775296
2003,346,0.134364612
2004,346,0.194572511
2005,346,0.196265472
2006,346,0.327595442
2007,346,0.266959254
2008,346,0.263941381
1991,349,0.976135856
1992,349,1.167053904
1993,349,1.286798457
1994,349,1.285607869
1995,349,1.285471222
1996,349,1.282627985
1997,349,1.284888784
1998,349,1.28215856
1999,349,1.283718289
2000,349,1.202203595
2001,349,1.175228923
2002,349,1.403298605
2003,349,1.563583181
2004,349,1.565910156
2005,349,1.404272413
2006,349,1.394243895
2007,349,1.399374306
2008,349,1.400489583
1946,350,0.177563534
1947,350,0.177670881
1948,350,0.18289536
1949,350,0.04924297
1950,350,0.319102504
1951,350,0.232386812
1952,350,0.297069067
1953,350,0.237629222
1954,350,0.235111175
1955,350,0.323845352
1956,350,0.345017338
1957,350,0.341116991
1958,350,0.391913088
1959,350,0.388110236
1960,350,0.400912741
1961,350,0.391271859
1962,350,0.389499971
1963,350,0.432743206
1964,350,0.390801029
1965,350,0.398119607
1966,350,0.391050052
1967,350,-1.102285561
1968,350,-1.096746415
1969,350,-1.097490187
1970,350,-1.097051229
1971,350,-0.82006159
1972,350,-0.843308636
1973,350,-1.027324369
1974,350,0.326605334
1975,350,0.831414877
1976,350,0.83269363
1977,350,1.017186601
1978,350,1.015781726
1979,350,1.020407159
1980,350,1.122272977
1981,350,1.098482092
1982,350,1.092085259
1983,350,0.986005499
1984,350,0.981796145
1985,350,0.719872112
1986,350,1.165639569
1987,350,1.161049131
1988,350,1.168046478
1989,350,1.449053145
1990,350,1.279469839
1991,350,1.284145176
1992,350,1.279777535
1993,350,1.301747427
1994,350,1.311273223
1995,350,1.308229567
1996,350,1.313494539
1997,350,1.306242218
1998,350,1.315945973
1999,350,1.310977933
2000,350,1.331992555
2001,350,1.313009909
2002,350,1.453642123
2003,350,1.450890443
2004,350,1.453788439
2005,350,1.454711718
2006,350,1.453769349
2007,350,1.443504509
2008,350,1.460236824
1960,352,0.332741656
1961,352,0.378676827
1962,352,0.381517443
1963,352,0.118340473
1964,352,-0.033199851
1965,352,0.133842876
1966,352,-0.03456785
1967,352,0.035175628
1968,352,0.24024615
1969,352,0.239990725
1970,352,0.177661715
1971,352,0.23565335
1972,352,0.30358801
1973,352,0.298256722
1974,352,0.359324012
1975,352,0.354579961
1976,352,0.396976792
1977,352,0.395835188
1978,352,0.388464732
1979,352,0.429938767
1980,352,0.296901664
1981,352,0.711554739
1982,352,0.714224383
1983,352,1.282262643
1984,352,1.28473738
1985,352,1.00840792
1986,352,1.281902673
1987,352,1.28392942
1988,352,1.288020942
1989,352,1.566222972
1990,352,1.568590805
1991,352,1.563221157
1992,352,1.565404029
1993,352,1.570479268
1994,352,1.559974179
1995,352,1.569532055
1996,352,1.568833303
1997,352,1.569061566
1998,352,1.561060679
1999,352,1.566852236
2000,352,1.576485366
2001,352,1.569883343
2002,352,1.569257065
2003,352,1.568434485
2004,352,2.005852995
2005,352,1.563441516
2006,352,2.005058975
2007,352,2.008099321
2008,352,2.008602662
1946,355,-0.450139504
1947,355,-0.856168964
1948,355,-0.949360929
1949,355,-0.941747326
1950,355,-0.949639494
1951,355,-0.94166705
1952,355,-0.942287126
1953,355,-0.939291186
1954,355,-0.815219045
1955,355,-0.950286025
1956,355,-0.944232052
1957,355,-0.94385054
1958,355,-0.944886551
1959,355,-0.944416091
1960,355,-0.950380791
1961,355,-0.942909042
1962,355,-0.818813788
1963,355,-0.816897777
1964,355,-0.814346669
1965,355,-0.776305096
1966,355,-0.81391907
1967,355,-0.808964428
1968,355,-0.817524217
1969,355,-0.815921816
1970,355,-0.814649206
1971,355,-0.814432266
1972,355,-1.05572135
1973,355,-1.052580478
1974,355,-1.050088822
1975,355,-1.052844608
1976,355,-1.055311679
1977,355,-1.057082602
1978,355,-1.059229767
1979,355,-1.050748384
1980,355,-1.121998301
1981,355,-1.053135895
1982,355,-1.054012129
1983,355,-1.142635852
1984,355,-1.138559742
1985,355,-1.332778213
1986,355,-1.135685075
1987,355,-1.144206318
1988,355,-1.141213076
1989,355,-1.141078348
1990,355,0.435646636
1991,355,0.829043123
1992,355,0.833378154
1993,355,0.898131894
1994,355,0.821780354
1995,355,0.820995853
1996,355,0.758835108
1997,355,0.708451144
1998,355,0.702896529
1999,355,0.669111957
2000,355,0.494550599
2001,355,0.88595482
2002,355,0.980618393
2003,355,0.978874923
2004,355,0.974447396
2005,355,1.056436804
2006,355,1.060980476
2007,355,1.057402327
2008,355,0.965105642
1991,359,0.077123768
1992,359,0.045139447
1993,359,0.100797661
1994,359,0.275495265
1995,359,0.235464218
1996,359,0.350737504
1997,359,0.351684117
1998,359,0.429537788
1999,359,0.550328099
2000,359,0.412153612
2001,359,0.49137858
2002,359,0.439538936
2003,359,0.438280154
2004,359,0.441216629
2005,359,0.563960514
2006,359,0.56246161
2007,359,0.566051379
2008,359,0.51421686
1946,360,-0.560330641
1947,360,-0.565903284
1948,360,-0.943037946
1949,360,-0.947404436
1950,360,-0.943199261
1951,360,-0.942667394
1952,360,-0.947965808
1953,360,-0.943550023
1954,360,-0.941151158
1955,360,-0.947369971
1956,360,-0.946051837
1957,360,-0.948256668
1958,360,-0.938365029
1959,360,-0.943626826
1960,360,-0.94217374
1961,360,-0.944641752
1962,360,-0.824641641
1963,360,-0.81390326
1964,360,-0.824420147
1965,360,-0.866259059
1966,360,-0.815782713
1967,360,-0.81471397
1968,360,-0.818174693
1969,360,-0.819350567
1970,360,-0.819400295
1971,360,-0.815799194
1972,360,-0.92623695
1973,360,-0.932812857
1974,360,-0.929058135
1975,360,-0.838692589
1976,360,-0.830521113
1977,360,-0.951140557
1978,360,-0.95412863
1979,360,-1.043385867
1980,360,-1.109083241
1981,360,-1.042790637
1982,360,-1.041364227
1983,360,-1.111304515
1984,360,-1.293376512
1985,360,-1.432227876
1986,360,-1.288892507
1987,360,-1.290485013
1988,360,-1.29076192
1989,360,-0.505702964
1990,360,0.114134447
1991,360,0.187141384
1992,360,0.335169137
1993,360,0.486871378
1994,360,0.525191841
1995,360,0.521523576
1996,360,0.828201207
1997,360,0.897462687
1998,360,0.897465251
1999,360,0.882148119
2000,360,0.833249053
2001,360,0.742678696
2002,360,0.740733149
2003,360,0.694192506
2004,360,0.717404806
2005,360,0.80510356
2006,360,0.803354151
2007,360,0.882757831
2008,360,0.823012677
1946,365,-1.279105058
1947,365,-1.279584875
1948,365,-1.252485189
1949,365,-1.251847565
1950,365,-1.250539541
1951,365,-1.256600949
1952,365,-1.254231874
1953,365,-0.941476107
1954,365,-0.950777555
1955,365,-0.945784235
1956,365,-0.949415254
1957,365,-0.941511877
1958,365,-0.939883285
1959,365,-0.949110749
1960,365,-0.948858098
1961,365,-0.942599127
1962,365,-0.942599732
1963,365,-0.94506539
1964,365,-0.943037418
1965,365,-0.941802178
1966,365,-0.945810981
1967,365,-0.942102543
1968,365,-0.942166728
1969,365,-0.943101696
1970,365,-0.942764163
1971,365,-0.94495042
1972,365,-0.844869363
1973,365,-0.928727735
1974,365,-0.935608337
1975,365,-0.926093758
1976,365,-0.929665154
1977,365,-1.025455703
1978,365,-0.93655242
1979,365,-0.847612132
1980,365,-0.929670623
1981,365,-0.930373325
1982,365,-1.018947619
1983,365,-0.980077184
1984,365,-1.14849854
1985,365,-1.332044419
1986,365,-1.147157479
1987,365,-0.987387872
1988,365,-0.659342962
1989,365,-0.439050353
1990,365,-0.253385959
1991,365,-0.040520396
1992,365,0.07752564
1993,365,0.207097805
1994,365,0.181333374
1995,365,0.180031751
1996,365,0.179558155
1997,365,0.178925765
1998,365,0.148747383
1999,365,0.112350358
2000,365,0.201930966
2001,365,0.152525953
2002,365,0.152569084
2003,365,0.106053256
2004,365,-0.016334289
2005,365,-0.008400875
2006,365,-0.009614257
2007,365,-0.080677795
2008,365,-0.086147788
1991,366,0.490278339
1992,366,0.310697618
1993,366,0.604063354
1994,366,0.601021859
1995,366,0.655454732
1996,366,0.729028057
1997,366,0.726676555
1998,366,0.726708766
1999,366,0.747486325
2000,366,0.972497002
2001,366,0.910611331
2002,366,0.910267831
2003,366,0.976755359
2004,366,1.036284741
2005,366,1.039624278
2006,366,1.040204358
2007,366,1.118712497
2008,366,1.115152751
1991,367,0.454430926
1992,367,0.708117945
1993,367,0.706510782
1994,367,0.758781626
1995,367,0.822596277
1996,367,0.827589678
1997,367,0.910119299
1998,367,0.908198185
1999,367,0.890520774
2000,367,0.788406921
2001,367,0.888503242
2002,367,0.891166745
2003,367,0.969028034
2004,367,0.890303009
2005,367,1.0195766
2006,367,1.023301126
2007,367,0.969056435
2008,367,0.891839517
1991,368,0.580411133
1992,368,0.623378237
1993,368,1.064615465
1994,368,1.059769453
1995,368,1.173677457
1996,368,1.170492839
1997,368,1.092870049
1998,368,1.092361357
1999,368,1.081512271
2000,368,0.952976564
2001,368,1.162280702
2002,368,1.166358244
2003,368,1.28575681
2004,368,0.975900288
2005,368,1.281726587
2006,368,1.285907342
2007,368,1.285472351
2008,368,1.395515709
1991,369,0.314247745
1992,369,0.398514849
1993,369,0.298219327
1994,369,0.479571094
1995,369,0.478804021
1996,369,0.47651747
1997,369,0.478548653
1998,369,0.429192677
1999,369,0.555658373
2000,369,0.543260847
2001,369,0.460991485
2002,369,0.521163925
2003,369,0.527307992
2004,369,0.580512027
2005,369,0.685520076
2006,369,0.735474143
2007,369,0.733795028
2008,369,0.735152894
1991,370,-0.048451906
1992,370,-0.014192868
1993,370,-0.088354505
1994,370,-0.052805593
1995,370,-0.291905583
1996,370,-0.662039536
1997,370,-0.6544392
1998,370,-0.659018828
1999,370,-0.642453318
2000,370,-0.566211556
2001,370,-0.562435574
2002,370,-0.56085966
2003,370,-0.565070092
2004,370,-0.568788164
2005,370,-0.644024425
2006,370,-0.649789972
2007,370,-0.647538453
2008,370,-0.643578211
1991,371,0.249190504
