year,ccode,uds
1954,678,-0.907380433
1955,678,-1.031003061
1956,678,-0.898158578
1957,678,-0.899204413
1958,678,-0.899349164
1959,678,-0.891202622
1960,678,-1.032274133
1961,678,-0.901464939
1962,678,-0.651202685
1963,678,-0.652093055
1964,678,-0.651031258
1965,678,-0.995525226
1966,678,-0.751076316
1967,678,-0.75966013
1968,678,-0.756953092
1969,678,-0.646783957
1970,678,-0.76040618
1971,678,-0.653000029
1972,678,-0.41562659
1973,678,-0.458081896
1974,678,-0.556626845
1975,678,-0.673581426
1976,678,-0.672635253
1977,678,-0.744244091
1978,678,-0.751288132
1979,678,-0.748136089
1980,678,-0.874220607
1981,678,-0.74281828
1982,678,-0.742095546
1983,678,-0.659413625
1984,678,-0.573757165
1985,678,-0.734672564
1986,678,-0.5778152
1987,678,-0.581875364
1988,678,-0.598312103
1989,678,-0.536415835
1990,678,-0.608493095
1991,678,-0.587082315
1992,678,-0.479858468
1993,678,-0.400712677
1994,678,-0.527723444
1995,678,-0.526638748
1996,678,-0.527221603
1997,678,-0.529589439
1998,678,-0.533406878
1999,678,-0.484956761
2000,678,-0.290556379
2001,678,-0.56914446
2002,678,-0.487802069
2003,678,-0.409047663
2004,678,-0.408091507
2005,678,-0.40686361
2006,678,-0.273760717
2007,678,-0.271311217
2008,678,-0.272575552
1967,680,-0.83333836
1968,680,-0.8293917
1969,680,-0.841151134
1970,680,-0.897989144
1971,680,-0.782866796
1972,680,-1.007369683
1973,680,-1.006379081
1974,680,-1.161182627
1975,680,-1.156961407
1976,680,-1.153339292
1977,680,-1.149608122
1978,680,-1.041749119
1979,680,-1.045474874
1980,680,-1.107760509
1981,680,-1.044506496
1982,680,-1.045457801
1983,680,-1.119706789
1984,680,-1.116385611
1985,680,-1.283900497
1986,680,-0.970716535
1987,680,-0.979253264
1988,680,-1.3283289
1989,680,-1.143688682
1990,680,-0.821021572
1961,690,-0.894617479
1962,690,-0.898063937
1963,690,-1.076440045
1964,690,-1.072731562
1965,690,-1.281268567
1966,690,-1.274738198
1967,690,-1.11974498
1968,690,-1.116381388
1969,690,-1.118118577
1970,690,-1.116648431
1971,690,-0.985491033
1972,690,-0.692200168
1973,690,-0.64077645
1974,690,-0.638313017
1975,690,-0.644533874
1976,690,-1.231999811
1977,690,-1.147912908
1978,690,-1.145652793
1979,690,-1.265479165
1980,690,-1.429761575
1981,690,-0.702284044
1982,690,-0.693842885
1983,690,-0.692927314
1984,690,-0.697348706
1985,690,-0.665163745
1986,690,-1.238145379
1987,690,-1.239624685
1988,690,-1.125930593
1989,690,-1.132961286
1990,690,-1.620875836
1991,690,-1.030050809
1992,690,-0.695407831
1993,690,-0.693858972
1994,690,-0.693859406
1995,690,-0.689292573
1996,690,-0.690765648
1997,690,-0.697270992
1998,690,-0.699338019
1999,690,-0.590395585
2000,690,-0.612367013
2001,690,-0.591849879
2002,690,-0.588323426
2003,690,-0.590950387
2004,690,-0.596220278
2005,690,-0.591662399
2006,690,-0.523659712
2007,690,-0.526867515
2008,690,-0.522299184
1971,692,-1.873363738
1972,692,-1.142051848
1973,692,-0.751462597
1974,692,-0.550593538
1975,692,-1.146711026
1976,692,-1.149917637
1977,692,-1.144530999
1978,692,-1.149816196
1979,692,-1.176185104
1980,692,-1.266880227
1981,692,-1.262881121
1982,692,-1.266229277
1983,692,-1.133786157
1984,692,-1.132535908
1985,692,-1.093057861
1986,692,-1.129642302
1987,692,-1.140533738
1988,692,-1.071750125
1989,692,-1.240205496
1990,692,-1.244734479
1991,692,-1.235688946
1992,692,-1.241674079
1993,692,-1.13061194
1994,692,-1.126325006
1995,692,-1.133419702
1996,692,-1.239437037
1997,692,-1.23338347
1998,692,-1.237957037
1999,692,-1.23383346
2000,692,-1.069751353
2001,692,-0.913996007
2002,692,-0.67208816
2003,692,-0.668050434
2004,692,-0.676275865
2005,692,-0.675446256
2006,692,-0.671449809
2007,692,-0.678490349
2008,692,-0.671236325
1971,694,-1.865254659
1972,694,-1.235651378
1973,694,-1.231133853
1974,694,-1.229915799
1975,694,-1.233346131
1976,694,-1.148446807
1977,694,-1.142641785
1978,694,-1.144324508
1979,694,-1.142057087
1980,694,-1.182672685
1981,694,-1.148603223
1982,694,-1.145941946
1983,694,-1.131617427
1984,694,-1.130048358
1985,694,-1.091395563
1986,694,-1.129215499
1987,694,-1.137781382
1988,694,-1.310544728
1989,694,-1.353660325
1990,694,-1.361882725
1991,694,-1.352290278
1992,694,-1.47521923
1993,694,-1.485564636
1994,694,-1.468661923
1995,694,-1.482594944
1996,694,-1.475919432
1997,694,-1.484795658
1998,694,-1.478957597
1999,694,-1.360772252
2000,694,-1.053536174
2001,694,-1.358368198
2002,694,-1.358566944
2003,694,-1.356722802
2004,694,-1.245318278
2005,694,-1.241292442
2006,694,-1.238717839
2007,694,-1.246327225
2008,694,-1.237462438
1971,696,-1.080023389
1972,696,-1.043250059
1973,696,-0.971092938
1974,696,-0.968817358
1975,696,-0.963402515
1976,696,-0.893904091
1977,696,-0.894667753
1978,696,-0.89548576
1979,696,-0.897051969
1980,696,-0.992753721
1981,696,-0.89222564
1982,696,-0.89027722
1983,696,-0.832433457
1984,696,-0.829422428
1985,696,-0.902000178
1986,696,-0.832761398
1987,696,-0.832567744
1988,696,-1.111999466
1989,696,-0.923187411
1990,696,-0.917685042
1991,696,-0.922175788
1992,696,-0.917045975
1993,696,-1.018590422
1994,696,-0.918455484
1995,696,-0.920497677
1996,696,-0.921842625
1997,696,-0.917671877
1998,696,-0.919277815
1999,696,-0.916197373
2000,696,-0.95961093
2001,696,-0.911084484
2002,696,-0.916395382
2003,696,-1.012916971
2004,696,-1.015803257
2005,696,-1.007670307
2006,696,-0.918360725
2007,696,-0.907930229
2008,696,-0.917087045
1951,698,-0.607565039
1952,698,-0.603486658
1953,698,-0.608018665
1954,698,-0.607867436
1955,698,-0.607856456
1956,698,-0.613770593
1957,698,-1.869986622
1958,698,-1.873288979
1959,698,-1.872792666
1960,698,-1.862508365
1961,698,-1.87078988
1962,698,-1.876766714
1963,698,-1.878651454
1964,698,-1.863389646
1965,698,-1.871051072
1966,698,-1.863183142
1967,698,-1.867145346
1968,698,-1.858463615
1969,698,-1.869682395
1970,698,-1.862860953
1971,698,-1.861776658
1972,698,-1.478306837
1973,698,-1.480137751
1974,698,-1.41564146
1975,698,-1.415432451
1976,698,-1.321743373
1977,698,-1.32623535
1978,698,-1.321399984
1979,698,-1.465326005
1980,698,-1.593492395
1981,698,-1.322328427
1982,698,-1.324090433
1983,698,-1.354671618
1984,698,-1.358979563
1985,698,-1.298803376
1986,698,-1.35679549
1987,698,-1.356708167
1988,698,-1.17157558
1989,698,-1.353056902
1990,698,-1.357802113
1991,698,-1.131132953
1992,698,-1.022392015
1993,698,-1.133452771
1994,698,-1.132893174
1995,698,-1.135465658
1996,698,-1.129055974
1997,698,-1.131472988
1998,698,-1.12449273
1999,698,-1.127261036
2000,698,-1.031890027
2001,698,-1.027758054
2002,698,-0.914501923
2003,698,-0.912751004
2004,698,-0.91904877
2005,698,-0.910454163
2006,698,-0.915221422
2007,698,-0.914266043
2008,698,-0.917023699
1946,700,-1.864835821
1947,700,-1.859612998
1948,700,-1.561680289
1949,700,-1.560644849
1950,700,-1.457613517
1951,700,-1.562312009
1952,700,-1.56270638
1953,700,-1.560712756
1954,700,-1.570623449
1955,700,-1.459221536
1956,700,-1.568512795
1957,700,-1.567888078
1958,700,-1.57485449
1959,700,-1.561158572
1960,700,-1.457856115
1961,700,-1.570994828
1962,700,-1.569840164
1963,700,-1.569326162
1964,700,-1.091785444
1965,700,-0.862067393
1966,700,-0.816381429
1967,700,-0.818693084
1968,700,-0.820517209
1969,700,-0.819025565
1970,700,-0.811450623
1971,700,-0.820974769
1972,700,-0.636640288
1973,700,-1.021588404
1974,700,-1.018025862
1975,700,-1.021111979
1976,700,-1.01862604
1977,700,-0.93512625
1978,700,-0.903500991
1979,700,-1.835440548
1980,700,-2.026014974
1981,700,-1.84203805
1982,700,-1.833963807
1983,700,-1.611400269
1984,700,-1.622538349
1985,700,-1.832791021
1986,700,-1.60955033
1987,700,-1.608357283
1988,700,-1.26064435
1989,700,-1.287778496
1990,700,-1.287861719
1991,700,-1.289918213
1992,700,-0.549915127
1993,700,-0.733429655
1994,700,-0.734349133
1995,700,-0.735070466
1996,700,-1.139149948
1997,700,-1.14858738
1998,700,-1.143971105
1999,700,-1.139798096
2000,700,-1.330926395
2001,700,-1.6174268
2002,700,-0.868510897
2003,700,-0.868549149
2004,700,-0.67943125
2005,700,-0.184462054
2006,700,-0.186974275
2007,700,-0.185496481
2008,700,-0.280436595
1991,701,-0.930068396
1992,701,-1.23641486
1993,701,-1.450218507
1994,701,-1.456589996
1995,701,-1.457700318
1996,701,-1.450664614
1997,701,-1.460499293
1998,701,-1.449136367
1999,701,-1.453195222
2000,701,-1.345729228
2001,701,-1.45303205
2002,701,-1.461146351
2003,701,-1.453089979
2004,701,-1.451956125
2005,701,-1.462006996
2006,701,-1.450272748
2007,701,-1.05300886
2008,701,-1.047566936
1991,702,-0.26679617
1992,702,-0.739248282
1993,702,-0.957512694
1994,702,-0.654877123
1995,702,-0.655408129
1996,702,-0.651231173
1997,702,-0.465607197
1998,702,-0.380407484
1999,702,-0.550249206
2000,702,-0.464765675
2001,702,-0.386837966
2002,702,-0.315858096
2003,702,-0.302849278
2004,702,-0.369629859
2005,702,-0.36660494
2006,702,-0.298963627
2007,702,-0.297798117
2008,702,-0.307184635
1991,703,-0.271863896
1992,703,-0.1618327
1993,703,-0.169382307
1994,703,-0.136877345
1995,703,-0.052895036
1996,703,-0.052972395
1997,703,-0.056357222
1998,703,-0.13417246
1999,703,-0.236823081
2000,703,-0.385866574
2001,703,-0.365011466
2002,703,-0.368691343
2003,703,-0.300077438
2004,703,-0.365211548
2005,703,0.019045543
2006,703,0.040808437
2007,703,0.022754056
2008,703,0.023364658
1991,704,-0.777319085
1992,704,-0.848077884
1993,704,-1.044492769
1994,704,-1.053243439
1995,704,-1.457725959
1996,704,-1.237872918
1997,704,-1.232806948
1998,704,-1.232918896
1999,704,-1.235976677
2000,704,-1.234850101
2001,704,-1.237295667
2002,704,-1.233874928
2003,704,-1.240360764
2004,704,-1.237551906
2005,704,-1.450718919
2006,704,-1.45312326
2007,704,-1.04384585
2008,704,-1.049385825
1991,705,-0.422091278
1992,705,-0.482752747
1993,705,-0.48649209
1994,705,-0.554309292
1995,705,-0.436511041
1996,705,-0.439678413
1997,705,-0.438805203
1998,705,-0.441487859
1999,705,-0.391421778
2000,705,-0.405007051
2001,705,-0.39621729
2002,705,-0.45980832
2003,705,-0.456440911
2004,705,-0.456027014
2005,705,-0.632931282
2006,705,-0.627315945
2007,705,-0.630765074
2008,705,-0.631728613
1946,710,-0.597236474
1947,710,-0.600091674
1948,710,-0.612179153
1949,710,-1.272994195
1950,710,-1.144917105
1951,710,-1.266922861
1952,710,-1.274203113
1953,710,-1.263013866
1954,710,-0.975440904
1955,710,-1.107996526
1956,710,-0.984581927
1957,710,-0.981666574
1958,710,-0.983454534
1959,710,-1.105739945
1960,710,-1.048526841
1961,710,-1.115039534
1962,710,-0.984735553
1963,710,-0.983197234
1964,710,-0.984680066
1965,710,-1.079180337
1966,710,-1.436104231
1967,710,-1.25036763
1968,710,-1.249830889
1969,710,-0.983433665
1970,710,-0.991306919
1971,710,-0.987290605
1972,710,-1.174906113
1973,710,-1.174434913
1974,710,-1.171411833
1975,710,-1.178801227
1976,710,-1.056359545
1977,710,-0.848157239
1978,710,-0.846456951
1979,710,-0.838654225
1980,710,-0.964695331
1981,710,-0.84701095
1982,710,-0.852726072
1983,710,-0.879064799
1984,710,-0.877080703
1985,710,-1.126745143
1986,710,-0.878281333
1987,710,-0.880741257
1988,710,-0.951983093
1989,710,-1.136122455
1990,710,-1.145756118
1991,710,-1.140867143
1992,710,-1.147763058
1993,710,-1.14278975
1994,710,-1.141565369
1995,710,-1.144075102
1996,710,-1.140336159
1997,710,-1.145981561
1998,710,-0.976257271
1999,710,-0.971797907
2000,710,-1.197304739
2001,710,-0.97314294
2002,710,-0.967805752
2003,710,-0.967424884
2004,710,-0.973669634
2005,710,-0.974975265
2006,710,-0.971402788
2007,710,-0.97346369
2008,710,-0.975924074
1946,712,-1.281770543
1947,712,-1.284378711
1948,712,-1.445622877
1949,712,-1.441815544
1950,712,-1.389249522
1951,712,-1.258686825
1952,712,-0.818299234
1953,712,-0.94783364
1954,712,-0.81279709
1955,712,-1.061859776
1956,712,-0.949019876
1957,712,-0.946823324
1958,712,-0.943074825
1959,712,-0.944729966
1960,712,-0.945807025
1961,712,-0.93856547
1962,712,-0.815807984
1963,712,-0.821012598
1964,712,-0.823575076
1965,712,-0.972756203
1966,712,-0.823474655
1967,712,-0.816604332
1968,712,-0.817569913
1969,712,-0.811398031
1970,712,-0.815270794
1971,712,-0.807812929
1972,712,-1.057941304
1973,712,-1.052570441
1974,712,-1.057956593
1975,712,-1.052703484
1976,712,-1.056893782
1977,712,-1.054406112
1978,712,-1.053868606
1979,712,-1.05643217
1980,712,-1.12222374
1981,712,-1.051975157
1982,712,-1.049383664
1983,712,-1.144041201
1984,712,-1.135421926
1985,712,-1.323728795
1986,712,-1.138944102
1987,712,-1.140588995
1988,712,-1.144174432
1989,712,-0.682374436
1990,712,0.132610294
1991,712,0.443380085
1992,712,0.7193929
1993,712,0.714838655
1994,712,0.722200339
1995,712,0.718654618
1996,712,0.91028083
1997,712,0.911651061
1998,712,0.909929916
1999,712,0.894291879
2000,712,0.648925805
2001,712,0.81514251
2002,712,0.895222403
2003,712,0.899898432
2004,712,0.971491854
2005,712,0.976664416
2006,712,0.970341142
2007,712,0.977226392
2008,712,0.893083526
1949,713,-1.080416674
1950,713,-1.079244585
1951,713,-1.07898774
1952,713,-1.07309926
1953,713,-1.074803882
1954,713,-1.07218473
1955,713,-1.081050242
1956,713,-1.071739774
1957,713,-1.07423744
1958,713,-1.075554172
1959,713,-1.074168111
1960,713,-1.078739579
1961,713,-1.082383823
1962,713,-1.078964389
1963,713,-1.074936889
1964,713,-1.076317245
1965,713,-1.021253183
1966,713,-1.082843559
1967,713,-1.075579424
1968,713,-1.078948161
1969,713,-1.077750425
1970,713,-1.075090644
1971,713,-1.065582262
1972,713,-0.917358326
1973,713,-0.921530458
1974,713,-0.918564954
1975,713,-0.774152793
1976,713,-0.694961191
1977,713,-0.622072354
1978,713,-0.618672889
1979,713,-0.696132284
1980,713,-0.78027591
1981,713,-0.694467317
1982,713,-0.698309199
1983,713,-0.693337459
1984,713,-0.689907629
1985,713,-0.738259047
1986,713,-0.690685473
1987,713,-0.378948515
1988,713,-0.352665472
1989,713,-0.164070824
1990,713,-0.063953391
1991,713,-0.199395596
1992,713,0.153854481
1993,713,0.088568391
1994,713,0.152879274
1995,713,0.153701425
1996,713,0.767631861
1997,713,0.84455034
1998,713,0.840009993
1999,713,0.82465974
2000,713,1.031145392
2001,713,1.059345467
2002,713,0.970983689
2003,713,0.961198799
2004,713,1.286011749
2005,713,1.402106271
2006,713,1.170759267
2007,713,1.163766627
2008,713,1.168491943
1948,731,-0.862510806
1949,731,-0.859698964
1950,731,-0.863082921
1951,731,-0.856813002
1952,731,-0.870200505
1953,731,-0.943360081
1954,731,-0.820648941
1955,731,-0.944382028
1956,731,-1.107048231
1957,731,-1.108457393
1958,731,-1.107752248
1959,731,-1.109391677
1960,731,-1.048482083
1961,731,-1.107933063
1962,731,-0.97987519
1963,731,-0.980340277
1964,731,-0.975006293
1965,731,-0.973208961
1966,731,-1.12307273
1967,731,-1.126343453
1968,731,-1.121009958
1969,731,-1.121914622
1970,731,-1.122280388
1971,731,-1.122713927
1972,731,-1.282908726
1973,731,-1.289365642
1974,731,-1.290081289
1975,731,-1.289267872
1976,731,-1.288847681
1977,731,-1.290129457
1978,731,-1.456611536
1979,731,-1.451343317
1980,731,-1.39675449
1981,731,-1.454653877
1982,731,-1.454464641
1983,731,-1.460543627
1984,731,-1.453277126
1985,731,-1.56724096
1986,731,-1.449601355
1987,731,-1.458193076
1988,731,-1.536379408
1989,731,-1.455471608
1990,731,-1.456852964
1991,731,-1.461190825
1992,731,-1.455937844
1993,731,-1.450004944
1994,731,-1.448089646
1995,731,-1.449773071
1996,731,-1.455185872
1997,731,-1.46243804
1998,731,-1.453660936
1999,731,-1.454480573
2000,731,-1.561329014
2001,731,-1.455112588
2002,731,-1.458268146
2003,731,-1.451319547
2004,731,-1.460032958
2005,731,-1.452163827
2006,731,-1.455743633
2007,731,-1.45722762
2008,731,-1.453190882
1948,732,0.019173371
1949,732,-0.348070413
1950,732,-0.349633935
1951,732,-0.348811912
1952,732,-0.237924687
1953,732,-0.300332232
1954,732,-0.418050478
1955,732,-0.327503695
1956,732,-0.377414457
1957,732,-0.296726847
1958,732,-0.295877454
1959,732,-0.296208193
1960,732,0.244171681
1961,732,-1.098714401
1962,732,-1.099633231
1963,732,-0.04660368
1964,732,-0.049727786
1965,732,-0.096859887
1966,732,-0.048507735
1967,732,-0.055502448
1968,732,-0.105092484
1969,732,-0.047709959
1970,732,-0.052930392
1971,732,-0.101748493
1972,732,-1.060211574
1973,732,-0.664784911
1974,732,-0.731170544
1975,732,-0.662798044
1976,732,-0.795061845
1977,732,-0.659471058
1978,732,-0.759975266
1979,732,-0.753839215
1980,732,-0.703423295
1981,732,-0.455909516
1982,732,-0.462942133
1983,732,-0.465307067
1984,732,-0.404320417
1985,732,-0.302967969
1986,732,-0.347928729
1987,732,0.09561158
1988,732,0.483047024
1989,732,0.71297601
1990,732,0.714266079
1991,732,0.717517552
1992,732,0.715332049
1993,732,0.775688817
1994,732,0.778454409
1995,732,0.773417728
1996,732,0.776645511
1997,732,0.775780324
1998,732,0.895986808
1999,732,0.876543112
2000,732,0.576507128
2001,732,0.801379408
2002,732,0.80357212
2003,732,0.803923807
2004,732,0.892845826
2005,732,0.885854633
2006,732,0.893451525
2007,732,0.894756945
2008,732,0.828938548
1946,740,0.143301892
1947,740,0.815867831
1948,740,0.823001565
1949,740,0.82066731
1950,740,0.823657547
1951,740,0.820168665
1952,740,1.085577165
1953,740,1.045035676
1954,740,1.050023208
1955,740,1.18869377
1956,740,1.159894286
1957,740,1.154069557
1958,740,0.956607029
1959,740,0.953020214
1960,740,1.201514836
1961,740,1.164113569
1962,740,1.166936794
1963,740,1.159649457
1964,740,1.169427672
1965,740,1.202123806
1966,740,0.945170251
1967,740,1.279890723
1968,740,1.05305876
1969,740,1.050106756
1970,740,1.279843776
1971,740,1.271476668
1972,740,1.292185249
1973,740,1.285724524
1974,740,1.29231389
1975,740,1.292850141
1976,740,1.286267168
1977,740,1.288028013
1978,740,1.292775942
1979,740,1.286351469
1980,740,1.533809636
1981,740,1.519966047
1982,740,1.518633072
1983,740,1.400692896
1984,740,1.402129393
1985,740,1.409658113
1986,740,1.401421049
1987,740,1.402028177
1988,740,1.399588967
1989,740,1.404708761
1990,740,1.40552295
1991,740,1.172695495
1992,740,1.170303675
1993,740,1.156480846
1994,740,1.15457031
1995,740,1.280650211
1996,740,1.166376477
1997,740,1.171275495
1998,740,1.173600448
1999,740,1.171566262
2000,740,1.129718324
2001,740,1.086255323
2002,740,1.086064946
2003,740,1.079239553
2004,740,1.086083693
2005,740,1.278842442
2006,740,1.279968041
2007,740,1.282815752
2008,740,1.172232717
1947,750,-0.107381147
1948,750,-0.11272275
1949,750,-0.107102701
1950,750,0.172896268
1951,750,0.172225265
1952,750,0.783699297
1953,750,0.799269804
1954,750,0.790771544
1955,750,0.864206238
1956,750,0.797716731
1957,750,0.80505476
1958,750,0.801018802
1959,750,0.795219576
1960,750,0.86062998
1961,750,0.793805413
1962,750,0.731174725
1963,750,0.722450416
1964,750,0.725181963
1965,750,0.796941607
1966,750,0.721326814
1967,750,0.799392994
1968,750,0.798165813
1969,750,0.793268259
1970,750,0.799442457
1971,750,0.79847946
1972,750,0.85070361
1973,750,0.847615954
1974,750,0.849435658
1975,750,0.271749565
1976,750,0.269545222
1977,750,0.839237492
1978,750,0.839317273
1979,750,0.72913031
1980,750,0.834204577
1981,750,0.67257854
1982,750,0.781126627
1983,750,0.647180117
1984,750,0.647767828
1985,750,0.558294707
1986,750,0.649121514
1987,750,0.646236017
1988,750,0.728695352
1989,750,0.702923954
1990,750,0.708208629
1991,750,0.557853171
1992,750,0.555119344
1993,750,0.51223523
1994,750,0.517744375
1995,750,0.578410945
1996,750,0.720434916
1997,750,0.720874934
1998,750,0.833021397
1999,750,0.69379478
2000,750,0.791967549
2001,750,0.685587157
2002,750,0.685504747
2003,750,0.68389175
2004,750,0.813040787
2005,750,0.814408789
2006,750,0.81360242
2007,750,0.818248751
2008,750,0.812287661
1946,760,-1.869298789
1947,760,-1.874069247
1948,760,-1.871144208
1949,760,-1.858772398
1950,760,-1.866757234
1951,760,-1.867323471
1952,760,-1.866123229
1953,760,-1.87601528
1954,760,-1.872612408
1955,760,-1.863314657
1956,760,-1.869131839
1957,760,-1.86515773
1958,760,-1.869037622
1959,760,-1.859666002
1960,760,-1.860994083
1961,760,-1.869436287
1962,760,-1.871162826
1963,760,-1.859455324
1964,760,-1.871232263
1965,760,-1.873714645
1966,760,-1.869451924
1967,760,-1.863364664
1968,760,-1.867836288
1969,760,-1.865020199
1970,760,-1.863644297
1971,760,-1.881332723
1972,760,-1.007170948
1973,760,-1.004429684
1974,760,-1.009147397
1975,760,-1.008802425
1976,760,-1.015471976
1977,760,-1.008237272
1978,760,-1.143577528
1979,760,-1.149137223
1980,760,-1.091934263
1981,760,-1.132522528
1982,760,-1.135777517
1983,760,-1.134660185
1984,760,-1.131624708
1985,760,-0.934878115
1986,760,-1.134661269
1987,760,-1.136582886
1988,760,-0.90130561
1989,760,-1.242258979
1990,760,-1.241547233
1991,760,-1.240281355
1992,760,-1.479288293
1993,760,-1.967481695
1994,760,-1.966942959
1995,760,-1.975175778
1996,760,-1.972235465
1997,760,-1.971413164
1998,760,-1.4812085
1999,760,-1.487632526
2000,760,-1.57071609
2001,760,-1.479525216
2002,760,-1.242619829
2003,760,-1.238456743
2004,760,-1.246182345
2005,760,-0.627316112
2006,760,-0.634319714
2007,760,-0.271637122
2008,760,0.021099223
1947,770,-0.027342801
1948,770,0.08698936
1949,770,0.117023653
1950,770,0.120461409
1951,770,0.153802337
1952,770,0.14807215
1953,770,0.109857249
1954,770,0.056880958
1955,770,0.110200671
1956,770,0.214380072
1957,770,0.258797097
1958,770,-0.55702718
1959,770,-1.103626018
1960,770,-1.095338889
1961,770,-1.095195027
1962,770,-0.28559192
1963,770,-0.287506971
1964,770,-0.280909598
1965,770,-0.351916893
1966,770,-0.351425582
1967,770,-0.431125643
1968,770,-0.431000131
1969,770,-0.32702816
1970,770,-0.219825343
1971,770,-0.221154434
1972,770,0.071884227
1973,770,0.303078949
1974,770,0.341876317
1975,770,0.240143658
1976,770,0.275394063
1977,770,-0.531095551
1978,770,-0.948093592
1979,770,-0.950894197
1980,770,-1.240262394
1981,770,-1.042833356
1982,770,-1.035518842
1983,770,-0.874910139
1984,770,-0.876316597
1985,770,-0.50459905
1986,770,-0.450472654
1987,770,-0.448222735
1988,770,0.301706259
1989,770,0.545989031
1990,770,0.459314684
1991,770,0.281288921
1992,770,0.28181684
1993,770,0.319015912
1994,770,0.317479134
1995,770,0.318410732
1996,770,0.281015792
1997,770,0.202910207
1998,770,0.20331095
1999,770,-0.722690248
2000,770,-0.557658262
2001,770,-0.631418968
2002,770,-0.420178469
2003,770,-0.41323463
2004,770,-0.416579691
2005,770,-0.41521653
2006,770,-0.417866863
2007,770,-0.377355874
2008,770,0.203170638
1971,771,-0.90702642
1972,771,0.070536904
1973,771,0.133841042
1974,771,-0.141463959
1975,771,-0.937233432
1976,771,-0.856919852
1977,771,-0.781380883
1978,771,-0.272557725
1979,771,-0.059919013
1980,771,-0.159690026
1981,771,-0.229614547
1982,771,-0.94524808
1983,771,-0.780586358
1984,771,-0.773516591
1985,771,-0.597647667
1986,771,-0.220141381
1987,771,-0.217830602
1988,771,-0.277542171
1989,771,-0.182582122
1990,771,-0.252770148
1991,771,0.385389133
1992,771,0.388617925
1993,771,0.348509816
1994,771,0.34886696
1995,771,0.319357949
1996,771,0.348326502
1997,771,0.354070143
1998,771,0.351226807
1999,771,0.395441471
2000,771,0.237861944
2001,771,0.39776165
2002,771,0.347965563
2003,771,0.347022833
2004,771,0.349695128
2005,771,0.341040436
2006,771,0.345677827
2007,771,-0.478660901
2008,771,-0.214700833
1948,775,0.455839515
1949,775,0.461103676
1950,775,0.454966862
1951,775,0.452685743
1952,775,0.458468432
1953,775,0.509185504
1954,775,0.508813446
1955,775,0.604188235
1956,775,0.581455693
1957,775,0.582273368
1958,775,0.194317599
1959,775,0.195586112
1960,775,0.370401636
1961,775,0.487091113
1962,775,-0.906038687
1963,775,-1.101772087
1964,775,-1.09540441
1965,775,-1.096809883
1966,775,-1.100398594
1967,775,-1.097255948
1968,775,-1.094439638
1969,775,-1.097878898
1970,775,-1.091540317
1971,775,-1.099509287
1972,775,-0.941389969
1973,775,-0.942159355
1974,775,-0.731736567
1975,775,-0.655929602
1976,775,-0.739429973
1977,775,-0.807601286
1978,775,-0.81308637
1979,775,-0.809815321
1980,775,-1.107273351
1981,775,-1.175346881
1982,775,-1.174736086
1983,775,-1.293576766
1984,775,-1.290001795
1985,775,-1.432806617
1986,775,-1.28822149
1987,775,-1.285883242
1988,775,-1.113346638
1989,775,-0.959199527
1990,775,-1.144780582
1991,775,-1.149197112
1992,775,-1.145795737
1993,775,-1.140917367
1994,775,-1.148578656
1995,775,-1.143934719
1996,775,-1.144431106
1997,775,-1.144481966
1998,775,-1.145372276
1999,775,-1.151868887
2000,775,-1.329306927
2001,775,-1.142491052
2002,775,-1.142659867
2003,775,-1.142150955
2004,775,-1.283261742
2005,775,-1.283715776
2006,775,-1.294510317
2007,775,-1.286736067
2008,775,-1.299523825
1948,780,0.601951811
1949,780,0.602054103
1950,780,0.604688267
1951,780,0.611951655
1952,780,0.605467091
1953,780,0.641815679
1954,780,0.641730977
1955,780,0.72124202
1956,780,0.644559539
1957,780,0.646583826
1958,780,0.640950568
1959,780,0.636841599
1960,780,0.722829694
1961,780,0.645468857
1962,780,0.639353792
1963,780,0.641727483
1964,780,0.64502296
1965,780,0.642058228
1966,780,0.709594782
1967,780,0.850082374
1968,780,0.710346226
1969,780,0.851155733
1970,780,0.932287875
1971,780,0.783766162
1972,780,0.832248436
1973,780,0.835485995
1974,780,0.831843941
1975,780,0.791246738
1976,780,0.835321253
1977,780,0.545712386
1978,780,0.324281186
1979,780,0.322215746
1980,780,0.343248812
1981,780,0.257105382
1982,780,0.346670283
1983,780,0.262004797
1984,780,0.146394073
1985,780,0.078128207
1986,780,0.145208402
1987,780,0.147428498
1988,780,0.150122059
1989,780,0.228500562
1990,780,0.222815251
1991,780,0.22387932
1992,780,0.220834308
1993,780,0.227566219
1994,780,0.225280582
1995,780,0.225130209
1996,780,0.258431341
1997,780,0.286799776
1998,780,0.289984679
1999,780,0.409041612
2000,780,0.246402428
2001,780,0.453645437
2002,780,0.457523406
2003,780,0.460277823
2004,780,0.457821531
2005,780,0.512244613
2006,780,0.458155086
2007,780,0.456210225
2008,780,0.457293755
1965,781,-0.908991829
1966,781,-0.896278258
1967,781,-0.720689313
1968,781,-0.479769431
1969,781,-0.495024015
1970,781,-0.491371013
1971,781,-0.496999995
1972,781,-0.081658575
1973,781,-0.078342468
1974,781,-0.077117453
1975,781,-0.286573668
1976,781,-0.281728408
1977,781,-0.281660106
1978,781,-0.445047652
1979,781,-0.564883134
1980,781,-0.698622736
1981,781,-0.566045528
1982,781,-0.568655104
1983,781,-0.52156629
1984,781,-0.526317554
1985,781,-0.473860354
