SCODE,CCODE,COUNTRY,YEAR,IND,INTIND,INTVIOL,INTWAR,CIVVIOL,CIVWAR,ETHVIOL,ETHWAR,INTTOT,CIVTOT,ACTOTAL,nBORDER
AFG,700,Afghanistan,1946,1,0,0,0,0,0,0,0,0,0,0,3
AFG,700,Afghanistan,1947,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1948,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1949,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1950,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1951,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1952,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1953,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1954,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1955,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1956,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1957,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1958,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1959,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1960,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1961,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1962,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1963,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1964,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1965,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1966,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1967,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1968,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1969,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1970,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1971,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1972,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1973,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1974,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1975,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1976,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1977,1,0,0,0,0,0,0,0,0,0,0,4
AFG,700,Afghanistan,1978,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1979,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1980,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1981,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1982,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1983,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1984,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1985,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1986,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1987,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1988,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1989,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1990,1,0,0,0,0,7,0,0,0,7,7,4
AFG,700,Afghanistan,1991,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,1992,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,1993,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,1994,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,1995,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,1996,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,1997,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,1998,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,1999,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,2000,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,2001,1,0,0,0,0,7,0,0,0,7,7,6
AFG,700,Afghanistan,2002,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2003,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2004,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2005,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2006,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2007,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2008,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2009,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2010,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2011,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2012,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2013,1,0,0,0,0,3,0,0,0,3,3,6
AFG,700,Afghanistan,2014,1,0,0,0,0,3,0,0,0,3,3,6
ALB,339,Albania,1946,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1947,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1948,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1949,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1950,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1951,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1952,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1953,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1954,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1955,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1956,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1957,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1958,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1959,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1960,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1961,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1962,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1963,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1964,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1965,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1966,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1967,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1968,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1969,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1970,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1971,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1972,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1973,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1974,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1975,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1976,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1977,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1978,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1979,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1980,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1981,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1982,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1983,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1984,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1985,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1986,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1987,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1988,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1989,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1990,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1991,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1992,1,0,0,0,0,0,0,0,0,0,0,2
ALB,339,Albania,1993,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,1994,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,1995,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,1996,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,1997,1,0,0,0,2,0,0,0,0,2,2,3
ALB,339,Albania,1998,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,1999,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2000,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2001,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2002,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2003,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2004,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2005,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2006,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2007,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2008,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2009,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2010,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2011,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2012,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2013,1,0,0,0,0,0,0,0,0,0,0,3
ALB,339,Albania,2014,1,0,0,0,0,0,0,0,0,0,0,3
ALG,615,Algeria,1946,0,2,,,,,,,,,,
ALG,615,Algeria,1947,0,2,,,,,,,,,,
ALG,615,Algeria,1954,0,5,,,,,,,,,,
ALG,615,Algeria,1955,0,5,,,,,,,,,,
ALG,615,Algeria,1956,0,5,,,,,,,,,,
ALG,615,Algeria,1957,0,5,,,,,,,,,,
ALG,615,Algeria,1958,0,5,,,,,,,,,,
ALG,615,Algeria,1959,0,5,,,,,,,,,,
ALG,615,Algeria,1960,0,5,,,,,,,,,,
ALG,615,Algeria,1961,0,5,,,,,,,,,,
ALG,615,Algeria,1962,1,5,0,0,1,0,0,0,0,1,1,6
ALG,615,Algeria,1963,1,0,1,0,1,0,0,0,1,1,2,6
ALG,615,Algeria,1964,1,0,1,0,0,0,0,0,1,0,1,6
ALG,615,Algeria,1965,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1966,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1967,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1968,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1969,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1970,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1971,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1972,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1973,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1974,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1975,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1976,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1977,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1978,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1979,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1980,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1981,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1982,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1983,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1984,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1985,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1986,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1987,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1988,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1989,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1990,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,1991,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,1992,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,1993,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,1994,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,1995,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,1996,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,1997,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,1998,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,1999,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,2000,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,2001,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,2002,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,2003,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,2004,1,0,0,0,0,4,0,0,0,4,4,6
ALG,615,Algeria,2005,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,2006,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,2007,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,2008,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,2009,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,2010,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,2011,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,2012,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,2013,1,0,0,0,0,0,0,0,0,0,0,6
ALG,615,Algeria,2014,1,0,0,0,0,0,0,0,0,0,0,6
ANG,540,Angola,1961,0,4,,,,,,,,,,
ANG,540,Angola,1962,0,4,,,,,,,,,,
ANG,540,Angola,1963,0,4,,,,,,,,,,
ANG,540,Angola,1964,0,4,,,,,,,,,,
ANG,540,Angola,1965,0,4,,,,,,,,,,
ANG,540,Angola,1966,0,4,,,,,,,,,,
ANG,540,Angola,1967,0,4,,,,,,,,,,
ANG,540,Angola,1968,0,4,,,,,,,,,,
ANG,540,Angola,1969,0,4,,,,,,,,,,
ANG,540,Angola,1970,0,4,,,,,,,,,,
ANG,540,Angola,1971,0,4,,,,,,,,,,
ANG,540,Angola,1972,0,4,,,,,,,,,,
ANG,540,Angola,1973,0,4,,,,,,,,,,
ANG,540,Angola,1974,0,4,,,,,,,,,,
ANG,540,Angola,1975,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1976,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1977,1,0,1,0,1,6,0,0,1,7,8,3
ANG,540,Angola,1978,1,0,1,0,1,6,0,0,1,7,8,3
ANG,540,Angola,1979,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1980,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1981,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1982,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1983,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1984,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1985,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1986,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1987,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1988,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1989,1,0,0,0,1,6,0,0,0,7,7,3
ANG,540,Angola,1990,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,1991,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,1992,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,1993,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,1994,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,1995,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,1996,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,1997,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,1998,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,1999,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,2000,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,2001,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,2002,1,0,0,0,1,6,0,0,0,7,7,4
ANG,540,Angola,2003,1,0,0,0,1,0,0,0,0,1,1,4
ANG,540,Angola,2004,1,0,0,0,1,0,0,0,0,1,1,4
ANG,540,Angola,2005,1,0,0,0,1,0,0,0,0,1,1,4
ANG,540,Angola,2006,1,0,0,0,0,0,0,0,0,0,0,4
ANG,540,Angola,2007,1,0,0,0,0,0,0,0,0,0,0,4
ANG,540,Angola,2008,1,0,0,0,0,0,0,0,0,0,0,4
ANG,540,Angola,2009,1,0,0,0,0,0,0,0,0,0,0,4
ANG,540,Angola,2010,1,0,0,0,0,0,0,0,0,0,0,4
ANG,540,Angola,2011,1,0,0,0,0,0,0,0,0,0,0,4
ANG,540,Angola,2012,1,0,0,0,0,0,0,0,0,0,0,4
ANG,540,Angola,2013,1,0,0,0,0,0,0,0,0,0,0,4
ANG,540,Angola,2014,1,0,0,0,0,0,0,0,0,0,0,4
ARG,160,Argentina,1946,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1947,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1948,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1949,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1950,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1951,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1952,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1953,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1954,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1955,1,0,0,0,2,0,0,0,0,2,2,5
ARG,160,Argentina,1956,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1957,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1958,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1959,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1960,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1961,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1962,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1963,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1964,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1965,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1966,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1967,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1968,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1969,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1970,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1971,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1972,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1973,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1974,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1975,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1976,1,0,0,0,0,3,0,0,0,3,3,5
ARG,160,Argentina,1977,1,0,0,0,0,3,0,0,0,3,3,5
ARG,160,Argentina,1978,1,0,0,0,0,3,0,0,0,3,3,5
ARG,160,Argentina,1979,1,0,0,0,0,3,0,0,0,3,3,5
ARG,160,Argentina,1980,1,0,0,0,0,3,0,0,0,3,3,5
ARG,160,Argentina,1981,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1982,1,0,0,1,0,0,0,0,1,0,1,5
ARG,160,Argentina,1983,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1984,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1985,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1986,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1987,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1988,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1989,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1990,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1991,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1992,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1993,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1994,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1995,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1996,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1997,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1998,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,1999,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2000,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2001,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2002,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2003,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2004,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2005,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2006,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2007,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2008,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2009,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2010,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2011,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2012,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2013,1,0,0,0,0,0,0,0,0,0,0,5
ARG,160,Argentina,2014,1,0,0,0,0,0,0,0,0,0,0,5
ARM,371,Armenia,1991,1,0,0,3,0,0,0,0,3,0,3,4
ARM,371,Armenia,1992,1,0,0,3,0,0,0,0,3,0,3,4
ARM,371,Armenia,1993,1,0,0,3,0,0,0,0,3,0,3,4
ARM,371,Armenia,1994,1,0,0,3,0,0,0,0,3,0,3,4
ARM,371,Armenia,1995,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,1996,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,1997,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,1998,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,1999,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2000,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2001,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2002,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2003,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2004,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2005,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2006,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2007,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2008,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2009,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2010,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2011,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2012,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2013,1,0,0,0,0,0,0,0,0,0,0,4
ARM,371,Armenia,2014,1,0,0,0,0,0,0,0,0,0,0,4
AUL,900,Australia,1946,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1947,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1948,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1949,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1950,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1951,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1952,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1953,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1954,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1955,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1956,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1957,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1958,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1959,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1960,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1961,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1962,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1963,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1964,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1965,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1966,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1967,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1968,1,0,0,0,0,0,0,0,0,0,0,0
AUL,900,Australia,1969,1,0,0,0,0,0,0,0,0,0,0,0
