"country","year","cowcode","mean","sd","median","pct025","pct975"
"Costa Rica","2001",94,0.925871781263671,0.271249264350172,0.920396401918478,0.409033348039781,1.47385651340187
"Costa Rica","2002",94,0.811950225106061,0.271496256567597,0.80656644378493,0.304196132849784,1.36128982688193
"Costa Rica","2003",94,0.815232473526559,0.265768700974244,0.808386785371188,0.303798750285331,1.34489523075374
"Costa Rica","2004",94,1.02348209470248,0.292122996116032,1.01710435824751,0.465805359061349,1.61450365246216
"Costa Rica","2005",94,1.01518934700935,0.293602150845769,1.01204824958115,0.457819506226878,1.60167806991757
"Costa Rica","2006",94,1.02150443207995,0.296449506406428,1.01956020550303,0.468050648139108,1.61750618573715
"Costa Rica","2007",94,1.15754242841152,0.30228202955217,1.15171318757499,0.58586548123229,1.76264491172008
"Costa Rica","2008",94,1.01761752517803,0.294460597576077,1.00954088938904,0.456000385441403,1.61484376291605
"Panama","1946",95,-0.74051008055815,0.349236182064336,-0.715716930085733,-1.49259243739584,-0.120261933135552
"Panama","1947",95,-0.736721918576131,0.342372589131921,-0.708417544559927,-1.4624370387787,-0.137160776265855
"Panama","1948",95,-0.131605405890696,0.193562026875039,-0.125936566728715,-0.524482219698131,0.230918367846379
"Panama","1949",95,0.134115665158289,0.172644149426999,0.134635512552378,-0.209843981746037,0.479857177589545
"Panama","1950",95,0.100272166824368,0.150941582836556,0.0997297883827309,-0.191934241311365,0.395896952476603
"Panama","1951",95,-0.0689517836871215,0.186282381338848,-0.0670690268702045,-0.440743642547077,0.292163878733243
"Panama","1952",95,0.0367234794554275,0.172444351009799,0.0367074440929664,-0.296931115283436,0.376805849799338
"Panama","1953",95,0.0363508066363131,0.172485280057397,0.0363687422441142,-0.303719341429719,0.37413150139375
"Panama","1954",95,-0.0179507574344886,0.17173877240373,-0.0190047626039537,-0.349154837580296,0.324986425637845
"Panama","1955",95,0.0648149850777269,0.152954861159978,0.0636520539829772,-0.228939296277803,0.369901169898949
"Panama","1956",95,0.0309145232453911,0.169529824648033,0.0327021617741072,-0.299212340913627,0.361965799855418
"Panama","1957",95,0.0285864407328635,0.170924087201287,0.0293774626325813,-0.303279774270053,0.364767064606558
"Panama","1958",95,0.0297204446370701,0.169199395501496,0.0320671729979459,-0.301086248662848,0.354993839753931
"Panama","1959",95,0.0856918822566903,0.170555058021088,0.0860011278225815,-0.247888916534596,0.426345560016705
"Panama","1960",95,0.143142869156235,0.151063559572958,0.144675604411609,-0.157752970432406,0.437078084903221
"Panama","1961",95,0.135946898867685,0.171758259129012,0.135046603264655,-0.202701425587856,0.474088865540604
"Panama","1962",95,0.136589167800832,0.172140960758099,0.136881416742578,-0.20054043720079,0.478523576510546
"Panama","1963",95,0.132993997113658,0.173495541312746,0.132782037042651,-0.210466951792615,0.475583350220151
"Panama","1964",95,0.185547855221503,0.174070364492819,0.183793755182483,-0.153318218364418,0.525808725431802
"Panama","1965",95,0.185753936760202,0.153873708105589,0.184858228460254,-0.117719660386897,0.488129243547681
"Panama","1966",95,0.185375050582547,0.17286514022141,0.185292782484176,-0.155264492501218,0.526382942676413
"Panama","1967",95,0.183060581556356,0.17312310435108,0.179658648820076,-0.146595827029274,0.533409993944618
"Panama","1968",95,-0.696460914947705,0.277041503181721,-0.684740482587384,-1.26170535437009,-0.192188359235178
"Panama","1969",95,-1.12117804905663,0.327255180720456,-1.11380864103469,-1.77674689958989,-0.511058221588999
"Panama","1970",95,-1.11585458884029,0.325532212447649,-1.10499996175809,-1.78336555684248,-0.509905964889687
"Panama","1971",95,-1.12379718838603,0.330191852076831,-1.11170552012162,-1.79108831063683,-0.514132606777012
"Panama","1972",95,-0.859272646891381,0.241023592362262,-0.854453771502185,-1.33910748343123,-0.413643988487426
"Panama","1973",95,-0.85786032928359,0.240332386087226,-0.85451142804968,-1.33700467275075,-0.3962711941403
"Panama","1974",95,-0.855666864685281,0.238029270384676,-0.851723196311646,-1.33079668415163,-0.40729531727133
"Panama","1975",95,-0.857806716835681,0.239759105118859,-0.853420919589315,-1.33161638445501,-0.400701823111498
"Panama","1976",95,-0.854406896384911,0.241224330754144,-0.848922818534954,-1.33766819460087,-0.398903967392916
"Panama","1977",95,-0.670500318442603,0.229459847589396,-0.663383995101066,-1.13563731589538,-0.238459781955929
"Panama","1978",95,-0.694459317950224,0.223143256055315,-0.688410631064764,-1.15318891047879,-0.269289747788139
"Panama","1979",95,-0.696541897193854,0.223371486158738,-0.692319360658575,-1.14010330022338,-0.275915231246706
"Panama","1980",95,-0.684787326799151,0.186487068803252,-0.685426996703432,-1.05302137158442,-0.322285527481027
"Panama","1981",95,-0.62924905481459,0.219353573550178,-0.622700649297175,-1.07675882046666,-0.217118210843895
"Panama","1982",95,-0.533419069920491,0.214783688182704,-0.529370576375271,-0.976025968817354,-0.131692292401238
"Panama","1983",95,-0.50443412313272,0.236492434010448,-0.490251544355436,-1.00165549252355,-0.071349753182553
"Panama","1984",95,-0.206717278462445,0.189667355730463,-0.20312639783248,-0.594660055928663,0.153004484492006
"Panama","1985",95,-0.0996919810927792,0.15745190723268,-0.0973601188307718,-0.415067206639726,0.197848283187883
"Panama","1986",95,-0.292442393378593,0.20148594757113,-0.288417765613555,-0.697667251870945,0.0855053243665483
"Panama","1987",95,-0.343445374957411,0.202761864250032,-0.337476042557116,-0.766394472685924,0.0336215844036982
"Panama","1988",95,-0.903918328773728,0.179878959144073,-0.90380898396583,-1.25539252644441,-0.548015661039967
"Panama","1989",95,-0.00610826364924064,0.16719202220114,-0.00532131637989532,-0.332186938348786,0.317244179679802
"Panama","1990",95,0.410276173402398,0.174814890345711,0.411402154130688,0.0722537232462628,0.756813173376586
"Panama","1991",95,0.410410211690374,0.173997903574939,0.40674661418733,0.0783862471682721,0.756710331747819
"Panama","1992",95,0.373561798695596,0.17104750894475,0.371935554317295,0.0399576556503776,0.710098265294246
"Panama","1993",95,0.409041113013454,0.172151029647431,0.403376030544394,0.076544490233409,0.754720376229794
"Panama","1994",95,0.542732738102043,0.178366930434061,0.544003197631088,0.193881244697842,0.901204045854532
"Panama","1995",95,0.779229274084899,0.212448871848205,0.774023858336073,0.380722060922808,1.20635220543339
"Panama","1996",95,0.781041875230329,0.214812185852757,0.773807805505412,0.381029751089876,1.22316089429215
"Panama","1997",95,0.779690059782557,0.217225847602294,0.773478545807127,0.375203393125036,1.22159494016101
"Panama","1998",95,0.864338449580558,0.22166824342503,0.858431849033238,0.452149620407042,1.3154157084355
"Panama","1999",95,0.9171715314385,0.238373560628293,0.919111905202544,0.449170365686569,1.37985445303111
"Panama","2000",95,0.788078738143326,0.185336706671092,0.784695782307793,0.438469640061421,1.15696700909832
"Panama","2001",95,1.04698663778227,0.278545439588243,1.04549019539788,0.521128340535961,1.59908255109646
"Panama","2002",95,1.0425504602798,0.273095029947164,1.03971764781235,0.507759995383622,1.5770402297041
"Panama","2003",95,1.03867503202837,0.279380081344396,1.03988844653989,0.491059390987888,1.58811859898437
"Panama","2004",95,1.04190609726495,0.277142299912198,1.04009494597854,0.502300312188752,1.58524678889399
"Panama","2005",95,1.04557139920502,0.276762152647685,1.04430252545234,0.516849969112159,1.59064946336912
"Panama","2006",95,1.04116462730652,0.275334012682198,1.03779825729194,0.511413723531108,1.59044938833201
"Panama","2007",95,1.04962258060517,0.275376475242097,1.04603648784363,0.518523510178014,1.60648347417894
"Panama","2008",95,1.04529381608948,0.27548523092223,1.0422354892533,0.512586487885975,1.59377332240167
"Colombia","1946",100,0.220782914192162,0.186887972930204,0.215821727312362,-0.142545943222088,0.603831943091259
"Colombia","1947",100,0.220244135271484,0.182346876132101,0.218757174773012,-0.13292768506233,0.582703934768393
"Colombia","1948",100,0.0349568906443803,0.166989480154273,0.034916523637123,-0.288581403955345,0.366339753168432
"Colombia","1949",100,-0.348923974700115,0.198858507775318,-0.34544583543785,-0.750789979179641,0.0321890753930108
"Colombia","1950",100,-0.481194405949422,0.197915081510645,-0.475577449515098,-0.884208578642008,-0.09906745736474
"Colombia","1951",100,-0.78090396381044,0.280333704218512,-0.769682759755414,-1.35407396672505,-0.262241405136275
"Colombia","1952",100,-0.780148736620271,0.279753631428437,-0.769611579605492,-1.35109457465597,-0.261047690223747
"Colombia","1953",100,-0.972813388999908,0.303050580939974,-0.96679452331798,-1.59114452951935,-0.388874753656572
"Colombia","1954",100,-1.18043827764112,0.308398711433519,-1.17526588811938,-1.79925109938984,-0.582607584633023
"Colombia","1955",100,-1.18587503054477,0.31024104126508,-1.18242189563808,-1.82067353776074,-0.600664380726516
"Colombia","1956",100,-1.48578670627077,0.354250376007884,-1.47868836841308,-2.20686031887734,-0.817677377851701
"Colombia","1957",100,-0.369774727713588,0.1933025350697,-0.367964089340495,-0.76080179137491,-0.00144706146850089
"Colombia","1958",100,0.111626061451095,0.168397946741434,0.11033778765479,-0.221076170339863,0.441978929399636
"Colombia","1959",100,0.343636977824054,0.188478435866618,0.339311570924113,-0.0150297932506378,0.727053584301441
"Colombia","1960",100,0.252798615237989,0.158171912564718,0.251977828485131,-0.0485163987371019,0.569638875830151
"Colombia","1961",100,0.344929208688149,0.188556865195138,0.341785030452504,-0.0157407555066702,0.724801903421102
"Colombia","1962",100,0.418087683189904,0.190266825178537,0.416029058176224,0.0554686683843532,0.803626787332135
"Colombia","1963",100,0.418211423301855,0.18868588547613,0.413342122586936,0.0673356761296167,0.805548616092514
"Colombia","1964",100,0.420869407440264,0.191147153844896,0.415222139278441,0.0553427998101131,0.807766352011373
"Colombia","1965",100,0.361802703087195,0.160719875698483,0.359386277714969,0.0500929646216973,0.680679080101343
"Colombia","1966",100,0.341337402298227,0.186360620038034,0.338514060291285,-0.0147798959102383,0.717286211074388
"Colombia","1967",100,0.342738991895512,0.185070087545212,0.338848792043093,-0.0142118719376542,0.712646645795275
"Colombia","1968",100,0.34393096198125,0.188766797755198,0.338959265069959,-0.0202772976239377,0.730103094056992
"Colombia","1969",100,0.342315758974864,0.186901328425932,0.336906488973835,-0.00754141886472439,0.725332790123779
"Colombia","1970",100,0.480481633944233,0.195661086924887,0.474969572304622,0.116907856064328,0.876391879586407
"Colombia","1971",100,0.47599269957004,0.196093860718189,0.471774525697429,0.107075787137737,0.874744487312421
"Colombia","1972",100,0.540279710480287,0.178809108594579,0.537422113207771,0.202705623356796,0.900842805866092
"Colombia","1973",100,0.539721275345054,0.178175401790421,0.534948660337024,0.203896872031579,0.897745185716688
"Colombia","1974",100,0.606826665074776,0.18711408684221,0.603234749290854,0.248968844805919,0.987921418920047
"Colombia","1975",100,0.553356309589162,0.183269907015542,0.549409933087762,0.205929697346274,0.916277062896807
"Colombia","1976",100,0.558178725080595,0.18499869950404,0.553283682964459,0.209970834285016,0.930866633941668
"Colombia","1977",100,0.558201679952404,0.182557447865775,0.553226027935124,0.214901098290521,0.930654756174541
"Colombia","1978",100,0.557579165036869,0.185751776691887,0.551745643744347,0.206709857792034,0.933877018032075
"Colombia","1979",100,0.560122249896166,0.183572785089696,0.557425719076447,0.205023036234671,0.934693653148868
"Colombia","1980",100,0.472629906512304,0.157628686431762,0.469584287036914,0.173454143096373,0.792062767951516
"Colombia","1981",100,0.557378854234195,0.18614285032997,0.553040954804412,0.207591699584881,0.932749335127266
"Colombia","1982",100,0.519205641542798,0.176717175649822,0.51400651022206,0.184450186493806,0.880264160329411
"Colombia","1983",100,0.577207500367254,0.19684920636013,0.572215217014058,0.199585105025257,0.973934545640802
"Colombia","1984",100,0.576553211423381,0.196102996097737,0.571176470686269,0.211090232217281,0.987443471634406
"Colombia","1985",100,0.705311955514058,0.181016565056178,0.701702923018187,0.358244438073687,1.07432146067529
"Colombia","1986",100,0.576580241515237,0.19674731246179,0.571549770484976,0.212135566111258,0.979720269482396
"Colombia","1987",100,0.575374826446949,0.196623714602889,0.567371906044627,0.20841348087917,0.976462066956208
"Colombia","1988",100,0.513589348048892,0.148309262992334,0.511287113152367,0.230958226346689,0.809579125584804
"Colombia","1989",100,0.488140389244461,0.18933533073523,0.483376527831451,0.130695852966821,0.87487190019577
"Colombia","1990",100,0.487988179583459,0.190839693237137,0.482937641044099,0.125703643307994,0.873512140255081
"Colombia","1991",100,0.54416914285487,0.201212979404328,0.539330437107607,0.162351721272695,0.960306176092303
"Colombia","1992",100,0.543367094740073,0.203226235148309,0.536750012455874,0.162086744013082,0.96122354914585
"Colombia","1993",100,0.539809954094745,0.199789760039612,0.533797279901138,0.169737918385333,0.951223672702469
"Colombia","1994",100,0.562317920321749,0.202042615236626,0.556408192055141,0.185128123338906,0.983938402895245
"Colombia","1995",100,0.452183822157734,0.187959862660645,0.444905264932679,0.0970644879194159,0.838534869376725
"Colombia","1996",100,0.447628851415946,0.188051911108875,0.444196300485867,0.0917501479325939,0.822041137624568
"Colombia","1997",100,0.446510740045608,0.186872966290483,0.441152071239197,0.09693487758356,0.828121298472358
"Colombia","1998",100,0.551074896155571,0.194172464646559,0.545330367240112,0.180669771689613,0.946028150768621
"Colombia","1999",100,0.353994718490029,0.206779029964584,0.352305784599478,-0.0488607025736174,0.765296292247863
