"ConflictId","Year","Location","SideA","SideA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","CumulativeIntensity","TypeOfConflict","StartDate","StartPrec","StartDate2","StartPrec2","EpEnd","EpEndDate","EpEndPrec","GWNoA","GWNoA2nd","GWNoB","GWNoB2nd","GWNoLoc","Region","Version"
"1-1",1946,"Bolivia","Government of Bolivia",,"Popular Revolutionary Movement",1580,,2,,2,1,3,"1946-06-30",4,"1946-06-30",4,1,"1946-07-21",1,145,,,,145,5,"4.0-2015"
"1-1",1952,"Bolivia","Government of Bolivia",,"MNR",1581,,2,,1,1,3,"1946-06-30",4,"1952-04-09",1,1,"1952-04-12",1,145,,,,145,5,"4.0-2015"
"1-1",1967,"Bolivia","Government of Bolivia",,"ELN",1582,,2,,1,1,3,"1946-06-30",4,"1967-03-31",3,1,"1967-10-16",1,145,,,,145,5,"4.0-2015"
"1-10",1946,"Philippines","Government of Philippines",,"Huk",1009,,2,,2,1,3,"1946-07-31",4,"1946-07-31",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1947,"Philippines","Government of Philippines",,"Huk",1009,,2,,2,1,3,"1946-07-31",4,"1946-07-31",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1948,"Philippines","Government of Philippines",,"Huk",1009,,2,,2,1,3,"1946-07-31",4,"1946-07-31",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1949,"Philippines","Government of Philippines",,"Huk",1009,,2,,2,1,3,"1946-07-31",4,"1946-07-31",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1950,"Philippines","Government of Philippines",,"Huk",1009,,2,,2,1,3,"1946-07-31",4,"1946-07-31",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1951,"Philippines","Government of Philippines",,"Huk",1009,,2,,2,1,3,"1946-07-31",4,"1946-07-31",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1952,"Philippines","Government of Philippines",,"Huk",1009,,2,,2,1,3,"1946-07-31",4,"1946-07-31",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1953,"Philippines","Government of Philippines",,"Huk",1009,,2,,2,1,3,"1946-07-31",4,"1946-07-31",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1954,"Philippines","Government of Philippines",,"Huk",1009,,2,,2,1,3,"1946-07-31",4,"1946-07-31",4,1,"1954-12-31",5,840,,,,840,3,"4.0-2015"
"1-10",1969,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1970,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1971,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1972,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1973,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1974,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1975,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1976,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1977,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1978,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1979,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1980,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1981,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1982,"Philippines","Government of Philippines",,"CPP",1010,,2,,2,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1983,"Philippines","Government of Philippines",,"CPP",1010,,2,,2,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1984,"Philippines","Government of Philippines",,"CPP",1010,,2,,2,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1985,"Philippines","Government of Philippines",,"CPP",1010,,2,,2,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1986,"Philippines","Government of Philippines",,"CPP",1010,,2,,2,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1987,"Philippines","Government of Philippines",,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,2,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1988,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1989,"Philippines","Government of Philippines",,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1990,"Philippines","Government of Philippines",,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,2,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1991,"Philippines","Government of Philippines",,"CPP",1010,,2,,2,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1992,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1993,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1994,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,0,,,840,,,,840,3,"4.0-2015"
"1-10",1995,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1969-09-30",4,1,1995-11-29,1,840,,,,840,3,"4.0-2015"
"1-10",1997,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1997-11-23",1,1,1997-12-30,3,840,,,,840,3,"4.0-2015"
"1-10",1999,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2000,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2001,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2002,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2003,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2004,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2005,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2006,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2007,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2008,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2009,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2010,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2011,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2012,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2013,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,"1946-07-31",4,"1999-06-06",1,0,,,840,,,,840,3,"4.0-2015"
"1-10",2014,"Philippines","Government of Philippines",,"CPP",1010,,2,,1,1,3,1946-07-31,5,1999-06-06,1,0,,,840,,,,840,3,"4.0-2015"
"1-100",1966,"Nigeria","Government of Nigeria",,"Military faction (forces of Patrick Nzeogwu)",1306,,2,,1,0,3,"1966-01-15",1,"1966-01-15",1,1,"1966-07-29",1,475,,,,475,4,"4.0-2015"
"1-100",2009,"Nigeria","Government of Nigeria",,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1935,,2,,1,0,3,"1966-01-15",1,"2009-07-26",1,1,"2009-07-30",1,475,,,,475,4,"4.0-2015"
"1-100",2011,"Nigeria","Government of Nigeria",,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1935,,2,,1,0,3,"1966-01-15",1,"2011-03-01",1,0,,,475,,,,475,4,"4.0-2015"
"1-100",2012,"Nigeria","Government of Nigeria","Government of Chad, Government of Niger","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1935,,2,,1,1,4,"1966-01-15",1,"2011-03-01",1,0,,,475,"483, 436",,,475,4,"4.0-2015"
"1-100",2013,"Nigeria","Government of Nigeria","Government of Chad, Government of Niger","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1935,,2,,2,1,4,"1966-01-15",1,"2011-03-01",1,0,,,475,"483, 436",,,475,4,"4.0-2015"
"1-100",2014,"Nigeria","Government of Nigeria","Government of Cameroon, Government of Chad, Government of Niger","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1935,,2,,2,1,4,1966-01-15,1,2011-03-01,1,0,,,475,"471, 483, 436",,,475,4,"4.0-2015"
"1-101",1966,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1967,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1968,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1969,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1970,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1971,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1972,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1973,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1974,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1975,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1976,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1977,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,0,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1978,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",2,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1979,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1980,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",2,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1981,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",2,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1982,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",2,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1983,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",2,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1984,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1985,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",1,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1986,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",2,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1987,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",2,1,3,"1966-08-26",1,"1966-12-31",5,0,,,560,,,,560,4,"4.0-2015"
"1-101",1988,"South Africa","Government of South Africa",,"SWAPO",1307,,1,"Namibia",2,1,3,"1966-08-26",1,"1966-12-31",5,1,"1988-08-08",1,560,,,,560,4,"4.0-2015"
"1-102",1966,"Syria","Government of Syria",,"Military faction (forces loyal to Nureddin Atassi and Youssef Zeayen)",1110,,2,,1,0,3,"1966-02-23",1,"1966-02-23",1,1,"1966-02-23",1,652,,,,652,2,"4.0-2015"
"1-102",1979,"Syria","Government of Syria",,"Muslim Brotherhood",1111,,2,,1,0,3,"1966-02-23",1,"1979-06-16",1,0,,,652,,,,652,2,"4.0-2015"
"1-102",1980,"Syria","Government of Syria",,"Muslim Brotherhood",1111,,2,,1,0,3,"1966-02-23",1,"1979-06-16",1,0,,,652,,,,652,2,"4.0-2015"
"1-102",1981,"Syria","Government of Syria",,"Muslim Brotherhood",1111,,2,,1,0,3,"1966-02-23",1,"1979-06-16",1,0,,,652,,,,652,2,"4.0-2015"
"1-102",1982,"Syria","Government of Syria",,"Muslim Brotherhood",1111,,2,,2,1,3,"1966-02-23",1,"1979-06-16",1,1,"1982-02-02",1,652,,,,652,2,"4.0-2015"
"1-102",2011,"Syria","Government of Syria",,"Syrian insurgents",4456,,2,,1,1,3,"1966-02-23",1,"2011-10-01",1,0,,,652,,,,652,2,"4.0-2015"
"1-102",2012,"Syria","Government of Syria",,"Syrian insurgents",4456,,2,,2,1,3,"1966-02-23",1,"2011-10-01",1,0,,,652,,,,652,2,"4.0-2015"
"1-102",2013,"Syria","Government of Syria",,"Syrian insurgents",4456,,2,,2,1,3,"1966-02-23",1,"2011-10-01",1,0,,,652,,,,652,2,"4.0-2015"
"1-102",2014,"Syria","Government of Syria",,"Syrian insurgents",4456,,2,,2,1,3,1966-02-23,1,2011-10-01,1,0,,,652,,,,652,2,"4.0-2015"
"1-103",1967,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,,2,,2,1,3,"1967-04-30",3,"1967-05-31",3,0,,,811,,,,811,3,"4.0-2015"
"1-103",1968,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,,2,,1,1,3,"1967-04-30",3,"1967-05-31",3,0,,,811,,,,811,3,"4.0-2015"
"1-103",1969,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,,2,,1,1,3,"1967-04-30",3,"1967-05-31",3,0,,,811,,,,811,3,"4.0-2015"
"1-103",1970,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of South Vietnam, Government of United States of America","KR",1112,"Government of Vietnam (North Vietnam)",2,,2,1,4,"1967-04-30",3,"1967-05-31",3,0,,,811,"817, 2",,816,811,3,"4.0-2015"
"1-103",1971,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of South Vietnam, Government of United States of America","KR",1112,"Government of Vietnam (North Vietnam)",2,,2,1,4,"1967-04-30",3,"1967-05-31",3,0,,,811,"817, 2",,816,811,3,"4.0-2015"
"1-103",1972,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of South Vietnam, Government of United States of America","KR",1112,"Government of Vietnam (North Vietnam)",2,,2,1,4,"1967-04-30",3,"1967-05-31",3,0,,,811,"817, 2",,816,811,3,"4.0-2015"
"1-103",1973,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of South Vietnam, Government of United States of America","KR",1112,"Government of Vietnam (North Vietnam)",2,,2,1,4,"1967-04-30",3,"1967-05-31",3,0,,,811,"817, 2",,816,811,3,"4.0-2015"
"1-103",1974,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,"Government of Vietnam (North Vietnam)",2,,2,1,4,"1967-04-30",3,"1967-05-31",3,0,,,811,,,816,811,3,"4.0-2015"
"1-103",1975,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,"Government of Vietnam (North Vietnam)",2,,2,1,4,"1967-04-30",3,"1967-05-31",3,1,"1975-04-17",1,811,,,816,811,3,"4.0-2015"
"1-103",1978,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KNUFNS",1113,"Government of Vietnam (North Vietnam)",2,,2,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,,,816,811,3,"4.0-2015"
"1-103",1979,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Laos, Government of Vietnam (North Vietnam)","KNUFNS, KPNLF, KR","1113, 1114, 1112","Government of Vietnam (North Vietnam)",2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,"816, 812",,816,811,3,"4.0-2015"
"1-103",1980,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","KPNLF, KR","1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1981,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","KPNLF, KR","1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1982,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1983,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1984,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1985,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1986,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1987,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1988,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1989,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)","Government of Vietnam (North Vietnam)","FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,"1967-04-30",3,"1978-12-30",2,0,,,811,816,,,811,3,"4.0-2015"
"1-103",1990,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KPNLF, KR","1114, 1112",,2,,1,1,3,"1967-04-30",3,"1978-12-30",2,0,,,811,,,,811,3,"4.0-2015"
"1-103",1991,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,3,"1967-04-30",3,"1978-12-30",2,0,,,811,,,,811,3,"4.0-2015"
"1-103",1992,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,,2,,1,1,3,"1967-04-30",3,"1978-12-30",2,0,,,811,,,,811,3,"4.0-2015"
"1-103",1993,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,,2,,1,1,3,"1967-04-30",3,"1978-12-30",2,0,,,811,,,,811,3,"4.0-2015"
"1-103",1994,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,,2,,1,1,3,"1967-04-30",3,"1978-12-30",2,0,,,811,,,,811,3,"4.0-2015"
"1-103",1995,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,,2,,1,1,3,"1967-04-30",3,"1978-12-30",2,0,,,811,,,,811,3,"4.0-2015"
"1-103",1996,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,,2,,1,1,3,"1967-04-30",3,"1978-12-30",2,0,,,811,,,,811,3,"4.0-2015"
"1-103",1997,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"FUNCINPEC, KR","1115, 1112",,2,,1,1,3,"1967-04-30",3,"1978-12-30",2,0,,,811,,,,811,3,"4.0-2015"
"1-103",1998,"Cambodia (Kampuchea)","Government of Cambodia (Kampuchea)",,"KR",1112,,2,,1,1,3,"1967-04-30",3,"1978-12-30",2,1,"1998-10-03",1,811,,,,811,3,"4.0-2015"
"1-104",1967,"Egypt, Israel","Government of Egypt",,"Government of Israel",666,,1,"Suez/Sinai",2,1,2,"1967-06-05",1,"1967-06-05",1,1,"1967-06-10",1,651,,666,,"651, 666",2,"4.0-2015"
"1-104",1969,"Egypt, Israel","Government of Egypt",,"Government of Israel",666,,1,"Suez/Sinai",1,1,2,"1967-06-05",1,"1969-03-06",1,0,,,651,,666,,"651, 666",2,"4.0-2015"
"1-104",1970,"Egypt, Israel","Government of Egypt",,"Government of Israel",666,,1,"Suez/Sinai",1,1,2,"1967-06-05",1,"1969-03-06",1,1,"1970-08-07",1,651,,666,,"651, 666",2,"4.0-2015"
"1-104",1973,"Egypt, Israel","Government of Egypt",,"Government of Israel",666,,1,"Suez/Sinai",2,1,2,"1967-06-05",1,"1973-10-06",1,1,"1973-10-24",1,651,,666,,"651, 666",2,"4.0-2015"
"1-105",1967,"Israel, Jordan","Government of Israel",,"Government of Jordan",663,,1,"West Bank",2,1,2,"1967-06-05",1,"1967-06-05",1,1,"1967-06-10",1,666,,663,,"663, 666",2,"4.0-2015"
"1-106",1967,"Israel, Syria","Government of Israel",,"Government of Syria",652,,1,"Golan Heights",2,1,2,"1967-06-05",1,"1967-06-05",1,1,"1967-06-10",1,666,,652,,"652, 666",2,"4.0-2015"
"1-106",1973,"Israel, Syria","Government of Israel",,"Government of Syria",652,,1,"Golan Heights",2,1,2,"1967-06-05",1,"1973-10-06",1,1,"1973-10-24",1,666,,652,,"652, 666",2,"4.0-2015"
"1-107",1967,"Nigeria","Government of Nigeria",,"Republic of Biafra",1308,,1,"Biafra",2,1,3,"1967-07-06",2,"1967-07-06",2,0,,,475,,,,475,4,"4.0-2015"
"1-107",1968,"Nigeria","Government of Nigeria",,"Republic of Biafra",1308,,1,"Biafra",2,1,3,"1967-07-06",2,"1967-07-06",2,0,,,475,,,,475,4,"4.0-2015"
"1-107",1969,"Nigeria","Government of Nigeria",,"Republic of Biafra",1308,,1,"Biafra",2,1,3,"1967-07-06",2,"1967-07-06",2,0,,,475,,,,475,4,"4.0-2015"
"1-107",1970,"Nigeria","Government of Nigeria",,"Republic of Biafra",1308,,1,"Biafra",2,1,3,"1967-07-06",2,"1967-07-06",2,1,"1970-01-12",1,475,,,,475,4,"4.0-2015"
"1-108",1969,"China, Myanmar (Burma)","Government of China",,"Government of Myanmar (Burma)",775,,1,"Common Border",1,0,2,"1969-02-28",4,"1969-02-28",4,1,"1969-12-31",5,710,,775,,"710, 775",3,"4.0-2015"
"1-109",1969,"China, Russia (Soviet Union)","Government of China",,"Government of Russia (Soviet Union)",365,,1,"Ussuri river",1,0,2,"1969-03-02",1,"1969-03-02",1,1,"1969-12-31",5,710,,365,,"365, 710","1, 3","4.0-2015"
"1-11",1946,"Russia (Soviet Union)","Government of Russia (Soviet Union)",,"Forest Brothers",1012,,1,"Estonia",1,1,3,"1944-12-31",6,"1946-12-31",5,0,,,365,,,,365,1,"4.0-2015"
"1-11",1947,"Russia (Soviet Union)","Government of Russia (Soviet Union)",,"Forest Brothers",1012,,1,"Estonia",1,1,3,"1944-12-31",6,"1946-12-31",5,0,,,365,,,,365,1,"4.0-2015"
